Date,Max Temp,Rainfall,Temp30,Temp90,Rain30,Rain90,Dry30,Dry90,Above_or_below_average,Quartile,,,
16/08/2003,27.99,12.95,28.05,27.95,52.83,115.56,22,65,Below,2,,,
17/08/2003,26.58,0.25,28.03,27.92,53.08,102.87,21,65,Below,2,,,
18/08/2003,27.87,24.64,27.96,27.95,76.96,127.51,21,64,Below,2,,,
19/08/2003,29.09,1.78,27.94,27.98,78.49,129.29,21,63,Below,2,,,
20/08/2003,27.78,10.41,27.9,28,88.13,137.66,21,63,Below,2,,,
21/08/2003,28.49,3.3,27.88,28.01,91.44,136.14,20,63,Below,2,,,
22/08/2003,24.63,0,27.7,27.96,91.44,136.14,20,63,Below,2,,,
23/08/2003,25.84,0,27.52,27.93,91.44,135.89,20,64,Below,2,,,
24/08/2003,28.86,0,27.54,27.94,91.44,135.89,20,64,Below,2,,,
25/08/2003,27,4.83,27.47,27.92,96.26,140.2,19,64,Below,2,,,
26/08/2003,26.88,2.79,27.41,27.9,99.06,143,18,63,Below,2,,,
27/08/2003,27.64,29.21,27.35,27.93,128.27,172.21,17,62,Below,2,,,
28/08/2003,26.54,0.76,27.22,27.94,122.68,172.97,17,61,Below,2,,,
29/08/2003,27.64,0,27.17,27.96,105.15,172.97,18,61,Below,1,,,
30/08/2003,29.83,0,27.2,28,105.15,172.97,18,61,Below,1,,,
31/08/2003,28.54,0.25,27.39,27.99,105.4,173.22,17,60,Below,2,,,
01/09/2003,27.32,0,27.36,27.97,105.4,173.22,17,60,Below,2,,,
02/09/2003,26.84,1.78,27.41,27.95,107.18,175,16,59,Below,2,,,
03/09/2003,28.34,0,27.45,27.93,107.18,175,16,59,Below,2,,,
04/09/2003,29.62,0,27.53,27.92,107.18,174.75,16,60,Below,2,,,
05/09/2003,30.22,0,27.68,27.91,107.18,173.99,16,61,Below,2,,,
06/09/2003,30.86,0,27.93,27.93,107.18,167.13,16,62,Below,2,,,
07/09/2003,28.53,24.13,28.02,27.91,131.31,190.5,15,62,Below,2,,,
08/09/2003,25.99,0.25,27.99,27.85,131.56,167.89,14,62,Below,2,,,
09/09/2003,28.93,0.25,28.16,27.9,131.82,167.64,13,62,Below,2,,,
10/09/2003,28.25,0,28.21,27.92,128.52,167.64,14,62,Above,2,,,
11/09/2003,29.4,0,28.17,27.91,128.52,167.64,14,62,Below,2,,,
12/09/2003,30.48,0,28.18,27.93,128.52,167.64,14,62,Below,2,,,
13/09/2003,30.74,0,28.17,27.95,128.52,167.64,14,62,Below,2,,,
14/09/2003,29.09,0,28.19,27.96,117.6,167.64,15,62,Above,2,,,
15/09/2003,28.17,0,28.2,27.94,104.65,167.64,16,62,Above,2,,,
16/09/2003,28.62,0.76,28.27,27.94,105.15,168.4,16,61,Above,3,,,
17/09/2003,29.37,0,28.32,27.96,80.51,168.4,17,61,Above,3,,,
18/09/2003,28.57,0,28.3,27.99,78.74,168.4,18,61,Above,3,,,
19/09/2003,27.72,0,28.3,27.99,68.33,168.4,19,61,Above,3,,,
20/09/2003,29.37,0,28.33,28,65.02,168.4,20,61,Above,3,,,
21/09/2003,29.81,0,28.5,28.03,65.02,168.14,20,62,Above,3,,,
22/09/2003,29.37,0,28.62,28.08,65.02,168.14,20,62,Above,3,,,
23/09/2003,29.41,0,28.64,28.1,65.02,167.38,20,63,Above,3,,,
24/09/2003,30.3,0,28.75,28.11,60.2,167.38,21,63,Above,3,,,
25/09/2003,29.15,0,28.82,28.12,57.4,167.38,22,63,Above,3,,,
26/09/2003,28.52,0,28.85,28.12,28.19,167.38,23,63,Above,3,,,
27/09/2003,29.19,0,28.94,28.13,27.43,167.38,24,63,Above,3,,,
28/09/2003,27.83,0,28.95,28.13,27.43,167.38,24,63,Above,3,,,
29/09/2003,30.02,0,28.95,28.14,27.43,167.38,24,63,Above,3,,,
30/09/2003,27.88,0,28.93,28.12,27.18,162.56,25,64,Above,3,,,
01/10/2003,28.28,0,28.96,28.09,27.18,162.56,25,64,Above,3,,,
02/10/2003,28.72,0,29.03,28.08,25.4,162.56,26,64,Above,3,,,
03/10/2003,29.63,0,29.07,28.1,25.4,162.3,26,65,Above,3,,,
04/10/2003,29.57,0,29.07,28.13,25.4,162.3,26,65,Above,3,,,
05/10/2003,28.89,0,29.02,28.15,25.4,162.3,26,65,Above,3,,,
06/10/2003,30.22,0,29,28.21,25.4,162.3,26,65,Above,3,,,
07/10/2003,30.81,0,29.08,28.26,1.27,162.3,27,65,Above,3,,,
08/10/2003,31.07,0,29.25,28.32,1.02,162.3,28,65,Above,4,,,
09/10/2003,30.26,0,29.29,28.38,0.76,162.3,29,65,Above,4,,,
10/10/2003,29.89,0,29.35,28.42,0.76,162.3,29,65,Above,4,,,
11/10/2003,30.22,0,29.37,28.46,0.76,162.3,29,65,Above,4,,,
12/10/2003,30.3,2.54,29.37,28.51,3.3,163.83,28,65,Above,4,,,
13/10/2003,30.91,0.51,29.37,28.53,3.81,161.29,27,65,Above,4,,,
14/10/2003,30.42,0,29.42,28.57,3.81,161.29,27,65,Above,4,,,
15/10/2003,31.27,0,29.52,28.59,3.81,161.29,27,65,Above,4,,,
16/10/2003,28.93,0,29.53,28.61,3.05,161.29,28,65,Above,4,,,
17/10/2003,29.42,0,29.53,28.6,3.05,160.52,28,66,Above,4,,,
18/10/2003,27.5,2.29,29.5,28.58,5.33,162.56,27,66,Above,4,,,
19/10/2003,28.57,0,29.52,28.57,5.33,161.79,27,67,Above,4,,,
20/10/2003,28.6,0,29.5,28.57,5.33,161.79,27,67,Above,4,,,
21/10/2003,28.71,0,29.46,28.55,5.33,161.79,27,67,Above,4,,,
22/10/2003,26.22,1.02,29.36,28.5,6.35,162.81,26,66,Above,4,,,
23/10/2003,26.68,0.25,29.27,28.48,6.6,163.06,25,65,Above,4,,,
24/10/2003,21.03,2.29,28.96,28.39,8.89,165.35,24,64,Above,3,,,
25/10/2003,24.68,0.25,28.81,28.35,9.14,165.6,23,63,Above,3,,,
26/10/2003,27.6,0,28.78,28.33,9.14,165.6,23,63,Above,3,,,
27/10/2003,28.8,0,28.76,28.31,9.14,159.25,23,64,Above,3,,,
28/10/2003,26.46,1.02,28.72,28.28,10.16,142.74,22,64,Above,3,,,
29/10/2003,24.71,1.02,28.54,28.23,11.18,143.76,21,63,Above,3,,,
30/10/2003,27.45,0.76,28.53,28.28,11.94,144.52,20,62,Above,3,,,
31/10/2003,26.51,0,28.47,28.26,11.94,144.52,20,62,Above,3,,,
01/11/2003,27.71,0.76,28.43,28.29,12.7,145.28,19,61,Above,3,,,
02/11/2003,26.46,7.11,28.33,28.28,19.81,152.39,18,60,Above,3,,,
03/11/2003,25.53,1.27,28.19,28.26,21.08,153.66,17,59,Above,2,,,
04/11/2003,26.35,0,28.11,28.27,21.08,153.66,17,59,Below,2,,,
05/11/2003,26.62,0,27.99,28.31,21.08,153.66,17,59,Below,2,,,
06/11/2003,26.17,0,27.84,28.31,21.08,153.66,17,59,Below,2,,,
07/11/2003,28.32,0.25,27.74,28.33,21.33,153.91,16,58,Below,2,,,
08/11/2003,27.33,2.79,27.65,28.37,24.13,156.71,15,57,Below,2,,,
09/11/2003,28.86,11.43,27.61,28.39,35.56,164.84,14,57,Below,2,,,
10/11/2003,28.78,17.53,27.56,28.37,53.09,182.37,13,56,Below,2,,,
11/11/2003,27.43,0.25,27.47,28.34,50.8,182.62,13,55,Below,2,,,
12/11/2003,28.35,0,27.38,28.31,50.29,182.62,14,55,Below,2,,,
13/11/2003,28.43,0.25,27.32,28.31,50.55,171.95,13,55,Below,2,,,
14/11/2003,26.78,11.68,27.17,28.3,62.23,170.68,12,55,Below,1,,,
15/11/2003,28.91,0.25,27.17,28.32,62.48,170.68,11,55,Below,1,,,
16/11/2003,27.77,9.91,27.11,28.32,72.39,155.95,10,55,Below,1,,,
17/11/2003,26.98,8.89,27.09,28.3,79,163.07,10,55,Below,1,,,
18/11/2003,28.31,2.54,27.08,28.3,81.54,155.2,9,55,Below,1,,,
19/11/2003,25.06,3.05,26.97,28.26,84.58,154.94,8,55,Below,1,,,
20/11/2003,22.45,12.19,26.76,28.24,96.77,167.13,7,54,Below,1,,,
21/11/2003,24.75,3.05,26.71,28.23,98.81,170.18,7,53,Below,1,,,
22/11/2003,26.27,1.02,26.7,28.2,99.57,171.2,7,52,Below,1,,,
23/11/2003,27.77,0,26.92,28.21,97.28,166.37,8,53,Below,1,,,
24/11/2003,27.73,0,27.02,28.22,97.03,163.58,9,54,Below,1,,,
25/11/2003,26.55,0,26.99,28.21,97.03,134.37,9,55,Below,1,,,
26/11/2003,25.66,2.03,26.88,28.2,99.06,135.64,8,55,Below,1,,,
27/11/2003,24.58,4.83,26.82,28.16,102.87,140.46,8,54,Below,1,,,
28/11/2003,27.37,0.25,26.91,28.13,102.11,140.72,8,53,Below,1,,,
29/11/2003,26.13,0,26.86,28.11,101.35,140.46,9,54,Below,1,,,
30/11/2003,27.33,5.59,26.89,28.11,106.93,146.05,8,53,Below,1,,,
01/12/2003,28.41,2.79,26.91,28.12,108.97,147.07,8,53,Below,1,,,
02/12/2003,25.47,0.51,26.88,28.09,102.36,147.57,8,52,Below,1,,,
03/12/2003,26.02,0.25,26.9,28.05,101.35,147.83,8,51,Below,1,,,
04/12/2003,29.45,0.25,27,28.04,101.6,148.08,7,50,Below,1,,,
05/12/2003,29.74,2.03,27.11,28.03,103.63,150.11,6,49,Below,1,,,
06/12/2003,28.23,0,27.17,28.03,103.63,125.98,6,50,Below,1,,,
07/12/2003,29.12,1.27,27.2,28.06,104.65,127,6,50,Below,1,,,
08/12/2003,27.98,4.06,27.22,28.05,105.92,130.81,6,50,Below,2,,,
09/12/2003,21.35,21.84,26.97,27.98,116.33,152.65,6,49,Below,1,,,
10/12/2003,24.03,4.06,26.81,27.92,102.86,156.71,6,48,Below,1,,,
11/12/2003,26.84,0,26.79,27.88,102.61,156.71,7,48,Below,1,,,
12/12/2003,25.73,0,26.71,27.82,102.61,156.71,7,48,Below,1,,,
13/12/2003,24.51,0,26.58,27.77,102.36,156.71,8,48,Below,1,,,
14/12/2003,24.36,0,26.5,27.73,90.68,156.71,9,48,Below,1,,,
15/12/2003,24.82,0,26.36,27.68,90.42,155.95,10,49,Below,1,,,
16/12/2003,25.87,0,26.3,27.65,80.51,155.95,11,49,Below,1,,,
17/12/2003,27.51,0,26.31,27.63,71.62,155.95,12,49,Below,1,,,
18/12/2003,27.81,0,26.3,27.64,69.08,155.95,13,49,Below,1,,,
19/12/2003,28.28,0,26.4,27.62,66.03,155.95,14,49,Below,1,,,
20/12/2003,28.83,0,26.62,27.61,53.84,155.95,15,49,Below,1,,,
21/12/2003,27.32,0,26.7,27.59,50.8,155.95,16,49,Below,1,,,
22/12/2003,28.63,0,26.78,27.58,49.78,155.95,17,49,Below,1,,,
23/12/2003,25.96,0,26.72,27.53,49.78,155.95,17,49,Below,1,,,
24/12/2003,24.71,0,26.62,27.48,49.78,155.95,17,49,Below,1,,,
25/12/2003,25.82,0,26.6,27.45,49.78,155.95,17,49,Below,1,,,
26/12/2003,27.24,0,26.65,27.43,47.75,155.95,18,49,Below,1,,,
27/12/2003,27.95,0,26.76,27.43,42.92,155.95,19,49,Below,1,,,
28/12/2003,26.81,0,26.74,27.4,42.67,155.95,20,49,Below,1,,,
29/12/2003,25.8,0,26.73,27.37,42.67,155.95,20,49,Below,1,,,
30/12/2003,24.99,0,26.65,27.34,37.08,155.95,21,49,Below,1,,,
31/12/2003,24.5,2.03,26.52,27.29,36.32,157.98,21,48,Below,1,,,
01/01/2004,26.47,0,26.56,27.26,35.81,157.98,22,48,Below,1,,,
02/01/2004,28.86,0,26.65,27.25,35.56,157.98,23,48,Below,1,,,
03/01/2004,27.86,0,26.6,27.24,35.3,157.98,24,48,Below,1,,,
04/01/2004,27.88,0,26.54,27.21,33.27,157.98,25,48,Below,1,,,
05/01/2004,27.11,0,26.5,27.17,33.27,157.98,25,48,Below,1,,,
06/01/2004,27.78,0,26.45,27.13,32,157.98,26,48,Below,1,,,
07/01/2004,22.85,1.78,26.28,27.05,29.71,159.76,26,47,Below,1,,,
08/01/2004,26.18,0,26.44,27.01,7.87,159.76,27,47,Below,1,,,
09/01/2004,28.59,0,26.6,26.99,3.81,159.76,28,47,Below,1,,,
10/01/2004,27.7,0,26.62,26.96,3.81,157.22,28,48,Below,1,,,
11/01/2004,27.44,0,26.68,26.92,3.81,156.71,28,49,Below,1,,,
12/01/2004,28.56,0,26.82,26.9,3.81,156.71,28,49,Below,1,,,
13/01/2004,28.78,0,26.96,26.88,3.81,156.71,28,49,Below,1,,,
14/01/2004,31.69,13.46,27.19,26.91,17.27,170.17,27,48,Below,1,,,
15/01/2004,28.42,34.8,27.28,26.89,52.07,204.97,26,47,Below,2,,,
16/01/2004,22.97,9.65,27.13,26.84,61.72,212.34,25,47,Below,1,,,
17/01/2004,25.64,0,27.05,26.81,61.72,212.34,25,47,Below,1,,,
18/01/2004,26.37,0,26.99,26.79,61.72,212.34,25,47,Below,1,,,
19/01/2004,27.39,0,26.94,26.77,61.72,212.34,25,47,Below,1,,,
20/01/2004,28.32,0,26.98,26.8,61.72,211.32,25,48,Below,1,,,
21/01/2004,27.53,0,26.94,26.81,61.72,211.07,25,49,Below,1,,,
22/01/2004,29.95,0,27.07,26.9,61.72,208.78,25,50,Below,1,,,
23/01/2004,33.49,0,27.36,27,61.72,208.53,25,51,Below,2,,,
24/01/2004,30.09,18.29,27.51,27.03,80.01,226.82,24,50,Below,2,,,
25/01/2004,26.64,0.25,27.49,27.01,80.26,227.07,23,49,Below,2,,,
26/01/2004,27.2,0,27.46,27.01,80.26,226.06,23,50,Below,2,,,
27/01/2004,27.56,0,27.49,27.05,80.26,225.04,23,51,Below,2,,,
28/01/2004,29.28,0,27.6,27.07,80.26,224.28,23,52,Below,2,,,
29/01/2004,29.36,0,27.75,27.1,80.26,224.28,23,52,Below,2,,,
30/01/2004,28.86,0,27.89,27.11,78.23,223.52,24,53,Below,2,,,
31/01/2004,28.88,0,27.97,27.14,78.23,216.41,24,54,Below,2,,,
01/02/2004,31.4,0,28.06,27.2,78.23,215.14,24,55,Below,2,,,
02/02/2004,27.44,0,28.05,27.21,78.23,215.14,24,55,Below,2,,,
03/02/2004,28.55,0,28.07,27.24,78.23,215.14,24,55,Below,2,,,
04/02/2004,27.74,0,28.09,27.25,78.23,215.14,24,55,Below,2,,,
05/02/2004,29.17,0,28.13,27.26,78.23,214.88,24,56,Below,2,,,
06/02/2004,28.97,0,28.34,27.28,76.45,212.09,25,57,Above,3,,,
07/02/2004,27.61,0,28.39,27.27,76.45,200.66,25,58,Above,3,,,
08/02/2004,27.57,0,28.35,27.25,76.45,183.13,25,59,Above,3,,,
09/02/2004,24.62,8.13,28.25,27.22,84.58,191,24,59,Above,2,,,
10/02/2004,26.92,0.76,28.23,27.21,85.35,191.77,23,58,Above,2,,,
11/02/2004,26.7,0,28.17,27.19,85.35,191.51,23,59,Below,2,,,
12/02/2004,27.96,0,28.14,27.2,85.35,179.83,23,60,Below,2,,,
13/02/2004,30.3,0,28.1,27.22,71.89,179.58,24,61,Below,2,,,
14/02/2004,31.74,0,28.21,27.26,37.09,169.67,25,62,Above,2,,,
15/02/2004,31.19,0,28.48,27.31,27.44,160.78,26,63,Above,3,,,
16/02/2004,28.93,0,28.59,27.31,27.44,158.24,26,64,Above,3,,,
17/02/2004,29.23,9.65,28.69,27.36,37.09,164.84,25,64,Above,3,,,
18/02/2004,30.1,0.51,28.78,27.45,37.59,153.16,24,64,Above,3,,,
19/02/2004,32.84,0,28.93,27.54,37.59,150.11,24,65,Above,3,,,
20/02/2004,28.83,0,28.97,27.56,37.59,149.09,24,66,Above,3,,,
21/02/2004,31.88,0,29.04,27.61,37.59,149.09,24,66,Above,3,,,
22/02/2004,30.63,1.02,28.94,27.64,38.61,150.11,23,65,Above,3,,,
23/02/2004,28.56,0,28.89,27.66,20.32,150.11,24,65,Above,3,,,
24/02/2004,28.39,0,28.95,27.69,20.07,148.08,25,66,Above,3,,,
25/02/2004,28.73,0,29,27.74,20.07,143.25,25,67,Above,3,,,
26/02/2004,31.8,0,29.14,27.79,20.07,143,25,68,Above,3,,,
27/02/2004,30.52,0,29.18,27.84,20.07,143,25,68,Above,4,,,
28/02/2004,30.39,0,29.22,27.87,20.07,137.41,25,69,Above,4,,,
29/02/2004,30.28,0,29.26,27.89,20.07,134.62,25,70,Above,4,,,
01/03/2004,28.56,0,29.25,27.93,20.07,134.11,25,71,Above,4,,,
02/03/2004,28.7,0,29.16,27.96,20.07,133.85,25,72,Above,4,,,
03/03/2004,28.99,0,29.21,27.95,20.07,133.6,25,73,Above,4,,,
04/03/2004,30.42,0,29.28,27.96,20.07,131.57,25,74,Above,4,,,
05/03/2004,31.72,0,29.41,28,20.07,131.57,25,74,Above,4,,,
06/03/2004,31.38,0,29.48,28.02,20.07,130.3,25,75,Above,4,,,
07/03/2004,31.22,0,29.56,28.06,20.07,126.23,25,76,Above,4,,,
08/03/2004,30.25,0,29.65,28.16,20.07,104.39,25,77,Above,4,,,
09/03/2004,29.86,0,29.72,28.22,20.07,100.33,25,78,Above,4,,,
10/03/2004,30.21,0,29.91,28.26,11.94,100.33,26,78,Above,4,,,
11/03/2004,29.53,0,29.99,28.3,11.17,100.33,27,78,Above,4,,,
12/03/2004,24.27,14.22,29.91,28.3,25.39,114.55,26,77,Above,4,,,
13/03/2004,28,0,29.92,28.34,25.39,114.55,26,77,Above,4,,,
14/03/2004,29.4,0,29.89,28.39,25.39,114.55,26,77,Above,4,,,
15/03/2004,31.02,0,29.86,28.45,25.39,114.55,26,77,Above,4,,,
16/03/2004,30.17,0,29.83,28.48,25.39,114.55,26,77,Above,4,,,
17/03/2004,30.79,0,29.89,28.51,25.39,114.55,26,77,Above,4,,,
18/03/2004,29.99,0,29.91,28.53,15.74,114.55,27,77,Above,4,,,
19/03/2004,29.09,0,29.88,28.53,15.24,114.55,28,77,Above,4,,,
20/03/2004,32.27,0,29.86,28.59,15.24,114.55,28,77,Above,4,,,
21/03/2004,30.97,0,29.93,28.61,15.24,114.55,28,77,Above,4,,,
22/03/2004,29.55,0,29.86,28.65,15.24,114.55,28,77,Above,4,,,
23/03/2004,29.84,0,29.83,28.71,14.22,114.55,29,77,Above,4,,,
24/03/2004,29.86,0,29.87,28.76,14.22,114.55,29,77,Above,4,,,
25/03/2004,31.47,0,29.98,28.8,14.22,114.55,29,77,Above,4,,,
26/03/2004,31.42,19.56,30.06,28.84,33.78,134.11,28,76,Above,4,,,
27/03/2004,29.34,0.25,29.98,28.87,34.03,134.36,27,75,Above,4,,,
28/03/2004,28.98,0,29.93,28.91,34.03,134.36,27,75,Above,4,,,
29/03/2004,29.08,0,29.89,28.95,34.03,134.36,27,75,Above,4,,,
30/03/2004,30.18,0,29.88,29.01,34.03,132.33,27,76,Above,4,,,
31/03/2004,31.63,0,29.99,29.07,34.03,132.33,27,76,Above,4,,,
01/04/2004,24.88,17.78,29.86,29.03,51.81,150.11,26,75,Above,4,,,
02/04/2004,27.3,0,29.8,29.02,51.81,150.11,26,75,Above,4,,,
03/04/2004,27.78,29.97,29.72,29.02,81.78,180.08,25,74,Above,4,,,
04/04/2004,28.27,0,29.6,29.03,81.78,180.08,25,74,Above,4,,,
05/04/2004,29.74,0.76,29.55,29.05,82.55,180.84,24,73,Above,4,,,
06/04/2004,28.56,14.99,29.46,29.12,97.54,194.06,23,73,Above,4,,,
07/04/2004,28.4,4.83,29.4,29.14,102.36,198.88,22,72,Above,4,,,
08/04/2004,27.21,0,29.31,29.13,102.36,198.88,22,72,Above,4,,,
09/04/2004,28.54,0,29.25,29.14,102.36,198.88,22,72,Above,4,,,
10/04/2004,29.39,0.25,29.25,29.16,102.62,199.14,21,71,Above,4,,,
11/04/2004,29.91,2.03,29.43,29.17,90.43,201.17,21,70,Above,4,,,
12/04/2004,28.85,9.4,29.46,29.17,99.83,210.57,20,69,Above,4,,,
13/04/2004,25.29,2.79,29.33,29.1,102.62,199.9,19,69,Above,4,,,
14/04/2004,25.69,0,29.15,29.07,102.62,165.1,19,70,Above,3,,,
15/04/2004,27.58,0.25,29.06,29.12,102.88,155.71,18,70,Above,3,,,
16/04/2004,28.13,0,28.97,29.15,102.88,155.71,18,70,Above,3,,,
17/04/2004,29.92,0,28.97,29.19,102.88,155.71,18,70,Above,3,,,
18/04/2004,31.38,0.25,29.05,29.23,103.13,155.96,17,69,Above,3,,,
19/04/2004,31.82,0,29.03,29.27,103.13,155.96,17,69,Above,3,,,
20/04/2004,27.65,1.78,28.92,29.28,104.91,157.74,16,68,Above,3,,,
21/04/2004,28.96,22.1,28.9,29.26,127.01,179.84,15,67,Above,3,,,
22/04/2004,27.3,0.25,28.82,29.2,127.26,180.09,14,66,Above,3,,,
23/04/2004,28.37,0,28.77,29.18,127.26,161.8,14,67,Above,3,,,
24/04/2004,27.05,9.91,28.62,29.18,137.17,171.46,13,67,Above,3,,,
25/04/2004,28.92,12.19,28.54,29.2,129.8,183.65,13,66,Above,3,,,
26/04/2004,27.59,0.25,28.48,29.2,129.8,183.9,13,65,Above,3,,,
27/04/2004,27.93,0,28.44,29.19,129.8,183.9,13,65,Above,3,,,
28/04/2004,26.69,2.03,28.36,29.16,131.83,185.93,12,64,Above,3,,,
29/04/2004,29.53,32.26,28.34,29.16,164.09,218.19,11,63,Above,3,,,
30/04/2004,29.34,2.54,28.27,29.17,166.63,220.73,10,62,Above,3,,,
01/05/2004,29.19,8.38,28.41,29.14,157.23,229.11,10,61,Above,3,,,
02/05/2004,29.46,5.59,28.48,29.17,162.82,234.7,9,60,Above,3,,,
03/05/2004,25.66,44.45,28.41,29.13,177.3,279.15,9,59,Above,3,,,
04/05/2004,27.85,4.83,28.4,29.14,182.13,283.98,8,58,Above,3,,,
05/05/2004,28.34,0.25,28.35,29.13,181.62,284.23,8,57,Above,3,,,
06/05/2004,29.64,0,28.39,29.13,166.63,284.23,9,57,Above,3,,,
07/05/2004,29.62,0,28.43,29.16,161.8,284.23,10,57,Above,3,,,
08/05/2004,29.21,0,28.49,29.17,161.8,284.23,10,57,Above,3,,,
09/05/2004,31.9,0,28.61,29.25,161.8,276.1,10,58,Above,3,,,
10/05/2004,31.23,0,28.67,29.3,161.55,275.34,11,59,Above,3,,,
11/05/2004,32.11,0,28.74,29.36,159.52,275.34,12,59,Above,3,,,
12/05/2004,29.27,0,28.75,29.38,150.12,275.34,13,59,Above,3,,,
13/05/2004,30.4,0,28.92,29.38,147.32,275.34,14,59,Above,3,,,
14/05/2004,30.6,0,29.09,29.37,147.32,275.34,14,59,Above,3,,,
15/05/2004,30.21,0,29.18,29.35,147.07,275.34,15,59,Above,4,,,
16/05/2004,30.07,0,29.24,29.37,147.07,275.34,15,59,Above,4,,,
17/05/2004,30.36,0,29.26,29.38,147.07,265.69,15,60,Above,4,,,
18/05/2004,29.89,0.76,29.21,29.38,147.58,265.94,15,60,Above,4,,,
19/05/2004,38.78,0.25,29.44,29.44,147.83,266.2,14,59,Above,4,,,
20/05/2004,28.64,0,29.47,29.44,146.05,266.2,15,59,Above,4,,,
21/05/2004,29.7,0,29.5,29.42,123.95,266.2,16,59,Above,4,,,
22/05/2004,29.57,0,29.57,29.41,123.7,265.18,17,60,Above,4,,,
23/05/2004,29.95,0,29.62,29.42,123.7,265.18,17,60,Above,4,,,
24/05/2004,29.05,0,29.69,29.43,113.79,265.18,18,60,Above,4,,,
25/05/2004,29.18,0,29.7,29.43,101.6,265.18,19,60,Above,4,,,
26/05/2004,30.47,0,29.79,29.42,101.35,265.18,20,60,Above,4,,,
27/05/2004,31.2,0,29.9,29.43,101.35,265.18,20,60,Above,4,,,
28/05/2004,30.99,0,30.05,29.43,99.31,265.18,21,60,Above,4,,,
29/05/2004,29.81,0,30.06,29.43,67.05,265.18,22,60,Above,4,,,
30/05/2004,30.89,0,30.11,29.45,64.51,265.18,23,60,Above,4,,,
31/05/2004,29.9,0,30.13,29.47,56.13,265.18,24,60,Above,4,,,
01/06/2004,28.26,0,30.09,29.46,50.55,265.18,25,60,Above,4,,,
02/06/2004,29.7,0,30.23,29.45,6.1,265.18,26,60,Above,4,,,
03/06/2004,30.97,0,30.33,29.44,1.27,265.18,27,60,Above,4,,,
04/06/2004,29.49,0,30.37,29.42,1.02,265.18,28,60,Above,4,,,
05/06/2004,30.72,0,30.4,29.42,1.02,265.18,28,60,Above,4,,,
06/06/2004,27.64,0,30.34,29.39,1.02,265.18,28,60,Above,4,,,
07/06/2004,24.56,0,30.18,29.33,1.02,265.18,28,60,Above,4,,,
08/06/2004,28.17,1.02,30.06,29.31,2.03,266.2,27,59,Above,4,,,
09/06/2004,30.39,0,30.03,29.31,2.03,266.2,27,59,Above,4,,,
10/06/2004,29.74,0,29.95,29.38,2.03,251.98,27,60,Above,4,,,
11/06/2004,30.01,0.76,29.98,29.4,2.79,252.74,26,59,Above,4,,,
12/06/2004,29.68,0,29.95,29.4,2.79,252.74,26,59,Above,4,,,
13/06/2004,31.74,0,29.99,29.41,2.79,252.74,26,59,Above,4,,,
14/06/2004,30.94,0,30.02,29.42,2.79,252.74,26,59,Above,4,,,
15/06/2004,30.54,0,30.03,29.41,2.79,252.74,26,59,Above,4,,,
16/06/2004,29.68,0,30.01,29.41,2.79,252.74,26,59,Above,4,,,
17/06/2004,31.58,0,30.06,29.44,2.03,252.74,27,59,Above,4,,,
18/06/2004,30.01,0,29.77,29.41,1.78,252.74,28,59,Above,4,,,
19/06/2004,28.12,0,29.76,29.38,1.78,252.74,28,59,Above,4,,,
20/06/2004,30.73,0,29.79,29.4,1.78,252.74,28,59,Above,4,,,
21/06/2004,28.19,0,29.74,29.38,1.78,252.74,28,59,Above,4,,,
22/06/2004,30.27,0,29.75,29.38,1.78,252.74,28,59,Above,4,,,
23/06/2004,26.81,0,29.68,29.33,1.78,252.74,28,59,Above,4,,,
24/06/2004,24.78,0,29.53,29.26,1.78,233.18,28,60,Above,4,,,
25/06/2004,25.97,0,29.38,29.22,1.78,232.93,28,61,Above,4,,,
26/06/2004,27.19,0,29.25,29.2,1.78,232.93,28,61,Above,4,,,
27/06/2004,27.93,0,29.15,29.19,1.78,232.93,28,61,Above,3,,,
28/06/2004,25.14,0,28.99,29.13,1.78,232.93,28,61,Above,3,,,
29/06/2004,25.7,0,28.82,29.06,1.78,232.93,28,61,Above,3,,,
30/06/2004,27.04,0,28.72,29.09,1.78,215.15,28,62,Above,3,,,
01/07/2004,27.61,0,28.7,29.09,1.78,215.15,28,62,Above,3,,,
02/07/2004,27.59,0,28.63,29.09,1.78,185.18,28,63,Above,3,,,
03/07/2004,30.35,1.27,28.61,29.11,3.05,186.45,27,62,Above,3,,,
04/07/2004,30.46,0,28.64,29.12,3.05,185.68,27,63,Above,3,,,
05/07/2004,31,0,28.65,29.15,3.05,170.69,27,64,Above,3,,,
06/07/2004,31.88,13.97,28.79,29.19,17.02,179.84,26,64,Above,3,,,
07/07/2004,28.25,0,28.92,29.2,17.02,179.84,26,64,Above,3,,,
08/07/2004,28.02,0,28.91,29.19,16,179.84,27,64,Above,3,,,
09/07/2004,28.63,0,28.85,29.18,16,179.58,27,65,Above,3,,,
10/07/2004,27.14,0,28.77,29.15,16,177.55,27,66,Above,3,,,
11/07/2004,28.7,0,28.72,29.15,15.24,168.15,28,67,Above,3,,,
12/07/2004,29.31,0,28.71,29.2,15.24,165.36,28,68,Above,3,,,
13/07/2004,30.57,0,28.67,29.25,15.24,165.36,28,68,Above,3,,,
14/07/2004,31.13,0,28.68,29.29,15.24,165.1,28,69,Above,3,,,
15/07/2004,29.43,0,28.64,29.3,15.24,165.1,28,69,Above,3,,,
16/07/2004,28.74,0,28.61,29.29,15.24,165.1,28,69,Above,3,,,
