Dog,ID,UTC.Date,UTC.Time,ActivityX,ActivityY,LocalDate,LocalDate2,LocalTime,timedate,conc,timedate.local,Duration,SumAct,SSDateTime,SSDate,SSTime,Bout,Intensity,PartOfDay,Stop.time.or.start,StopTime_Previous,Pack,Dusk,Dawn,Moonlight,Babysit,Babysit morning,Babysit evening,Denning,Temperature,Rainfall,n
97,WDM97,39134,0.33,10,9,39134,40596,0.455,39134.32986,WDM9740596,39134.45486,120,1485,39134.45486,39134,0.455,Start,12.375,Daytime,0.538333333,39134.43472,Rat,40596.26597,40596.79931,5.408060584,no,no,no,No,NA,NA,1
126,WDF126,41939,0.326388889,5,4,41939,41939,0.451388889,41939.32639,WDF12641939,41939.45139,135,1668,41939.45139,41939,0.451388889,Start,12.35556,Daytime,0.545138889,41939.40625,Katu,41939.24514,41939.77847,0.61468945,yes,yes,yes,Yes,27.75,2.54,1
97,WDM97,39141,0.356666667,8,10,39141,40603,0.481666667,39141.35625,WDM9740603,39141.48125,345.6,4223,39141.48125,39141,0.481666667,Start,12.21933,Daytime,0.721666667,39141.47153,Rat,40603.26528,40603.79861,0.078011657,no,no,no,No,NA,NA,1
119,WDM119,41762,0.378472222,42,35,41762,41762,0.503472222,41762.37847,WDM11941762,41762.50347,85,1037,41762.50347,41762,0.503472222,Start,12.2,Daytime,0.5625,41762.48264,Crocodiles,41762.25347,41762.78819,0.905911425,no,no,no,No,NA,0,1
136,WDM136,42661,0.534722222,4,7,42661,42661,0.659722222,42661.53472,WDM13642661,42661.65972,155,1888,42661.65972,42661,0.659722222,Start,12.18065,Daytime,0.767361111,42661.61458,Macho,42661.24583,42661.77917,7.92018997,no,no,no,No,29.9,0.508,1
123,WDF123,41874,0.420138889,7,11,41874,41874,0.545138889,41874.42014,WDF12341874,41874.54514,95,1152,41874.54514,41874,0.545138889,Start,12.12632,Daytime,0.611111111,41874.52778,Crocodiles,41874.25764,41874.79236,0.009949021,yes,yes,no,Yes,30.41,0,1
132,WDM132,42142,0.458333333,17,16,42142,42142,0.583333333,42142.45833,WDM13242142,42142.58333,95,1147,42142.58333,42142,0.583333333,Start,12.07368,Daytime,0.649305556,42142.55903,Bahatis,42142.25278,42142.78889,0.004998023,no,no,no,No,28.12,0,1
119,WDM119,41492,0.34375,7,6,41492,41492,0.46875,41492.34375,WDM11941492,41492.46875,125,1508,41492.46875,41492,0.46875,Start,12.064,Daytime,0.555555556,41492.44792,Loisaba,41492.25972,41492.79514,0,no,no,no,No,22.13,0,1
130,WDM130,42097,0.416666667,39,54,42097,42097,0.541666667,42097.41667,WDM13042097,42097.54167,120,1439,42097.54167,42097,0.541666667,Start,11.99167,Daytime,0.625,42097.51389,Ol Pejeta,42097.25833,42097.79236,11.18730036,no,no,no,No,30.17,0,1
120,WDF120,41918,0.322916667,60,90,41918,41918,0.447916667,41918.32292,WDF12041918,41918.44792,235,2694,41918.44792,41918,0.447916667,Start,11.46383,Daytime,0.611111111,41918.43403,Dispersing,41918.24792,41918.78125,10.37537701,no,no,no,No,28.08,0,1
136,WDM136,42582,0.46875,183,156,42582,42582,0.59375,42582.46875,WDM13642582,42582.59375,175,1997,42582.59375,42582,0.59375,Start,11.41143,Daytime,0.715277778,42582.58333,Macho,42582.25972,42582.79514,0.022524111,no,no,no,No,28.29,10.67,1
96,WDF96,39799,0.333333333,3,5,39799,41261,0.458333333,39799.33333,WDF9641261,39799.45833,180,2050,39799.45833,39799,0.458333333,Start,11.38889,Daytime,0.583333333,39799.44097,Loisaba,41261.25278,41261.78889,1.828997932,no,no,no,Yes,26.32,0,1
123,WDF123,41902,0.482638889,29,34,41902,41902,0.607638889,41902.48264,WDF12341902,41902.60764,90,1010,41902.60764,41902,0.607638889,Start,11.22222,Daytime,0.670138889,41902.57639,Crocodiles,41902.25208,41902.78542,0.143619075,no,no,no,Yes,27.95,0,1
133,WDM133,42362,0.381944444,118,124,42362,42362,0.506944444,42362.38194,WDM13342362,42362.50694,115,1289,42362.50694,42362,0.506944444,Start,11.2087,Daytime,0.586805556,42362.48958,Wobbegongs,42362.25486,42362.79028,11.12749101,no,no,no,No,24.85,0,1
97,WDM97,39209,0.4,18,16,39209,40671,0.525,39209.4,WDM9740671,39209.525,177.6,1981,39209.525,39209,0.525,Start,11.15428,Daytime,0.648333333,39209.51111,Rat,40671.25278,40671.78819,1.530270782,no,no,no,No,27.74,0.8,1
126,WDF126,42102,0.416666667,4,6,42102,42102,0.541666667,42102.41667,WDF12642102,42102.54167,210,2305,42102.54167,42102,0.541666667,Start,10.97619,Daytime,0.6875,42102.52778,Toucans,42102.25764,42102.79097,6.369178424,no,no,no,No,29.41,1.27,1
136,WDM136,42830,0.402777778,9,7,42830,42830,0.527777778,42830.40278,WDM13642830,42830.52778,95,1019,42830.52778,42830,0.527777778,Start,10.72632,Daytime,0.59375,42830.49306,Crocodiles,42830.25764,42830.79167,6.056881704,no,no,no,No,NA,NA,1
112,WDM112,39539,0.364583333,24,27,39539,41001,0.489583333,39539.36458,WDM11241001,39539.48958,130,1394,39539.48958,39539,0.489583333,Start,10.72308,Daytime,0.579861111,39539.47569,Tuis,41001.25833,41001.79236,7.210739131,no,no,no,No,29.83,0.76,1
130,WDM130,41982,0.364583333,3,2,41982,41982,0.489583333,41982.36458,WDM13041982,41982.48958,135,1446,41982.48958,41982,0.489583333,Start,10.71111,Daytime,0.583333333,41982.46528,Ol Pejeta,41982.25,41982.78542,7.481643038,no,no,no,No,25.77,0,1
96,WDF96,39546,0.34375,11,10,39546,41008,0.46875,39546.34375,WDF9641008,39546.46875,285,3042,39546.46875,39546,0.46875,Start,10.67368421,Daytime,0.666666667,39546.45486,Loisaba,41008.25694,41008.79097,7.402411455,no,no,no,No,NA,5.08,1
130,WDM130,41976,0.444444444,54,43,41976,41976,0.569444444,41976.44444,WDM13041976,41976.56944,95,1010,41976.56944,41976,0.569444444,Start,10.63158,Daytime,0.635416667,41976.54861,Ol Pejeta,41976.24861,41976.78403,9.252342796,no,no,no,No,23.21,18.29,1
131,WDM131,42204,0.28125,95,110,42204,42204,0.40625,42204.28125,WDM13142204,42204.40625,245,2577,42204.40625,42204,0.40625,Start,10.51837,Daytime,0.576388889,42204.38542,Crocodiles,42204.25903,42204.79514,0.433289481,no,no,no,No,29.91,0,1
131,WDM131,42271,0.322916667,32,56,42271,42271,0.447916667,42271.32292,WDM13142271,42271.44792,130,1363,42271.44792,42271,0.447916667,Start,10.48462,Daytime,0.538194444,42271.43403,Crocodiles,42271.25069,42271.78403,8.09456049,no,no,no,No,29.23,0,1
136,WDM136,42808,0.336805556,2,1,42808,42808,0.461805556,42808.33681,WDM13642808,42808.46181,115,1190,42808.46181,42808,0.461805556,Start,10.34783,Daytime,0.541666667,42808.45139,Crocodiles,42808.26319,42808.79583,9.048748769,no,no,no,No,29.07,0,1
136,WDM136,42654,0.361111111,49,47,42654,42654,0.486111111,42654.36111,WDM13642654,42654.48611,240,2458,42654.48611,42654,0.486111111,Start,10.24167,Daytime,0.652777778,42654.47569,Macho,42654.24722,42654.78056,6.778055252,no,no,no,No,30.85,0,1
123,WDF123,41987,0.454861111,19,17,41987,41987,0.579861111,41987.45486,WDF12341987,41987.57986,105,1075,41987.57986,41987,0.579861111,Start,10.2381,Daytime,0.652777778,41987.53819,Crocodiles,41987.25139,41987.78681,2.147183214,no,no,no,No,27.66,0,1
126,WDF126,42154,0.434027778,9,4,42154,42154,0.559027778,42154.43403,WDF12642154,42154.55903,160,1619,42154.55903,42154,0.559027778,Start,10.11875,Daytime,0.670138889,42154.54861,Toucans,42154.25347,42154.78958,8.972380384,no,no,no,No,27.68,2.6,1
123,WDF123,42021,0.357638889,49,41,42021,42021,0.482638889,42021.35764,WDF12342021,42021.48264,135,1365,42021.48264,42021,0.482638889,Start,10.11111,Daytime,0.576388889,42021.44444,Crocodiles,42021.2625,42021.79722,0.114751027,no,no,no,No,30.37,0,1
111,WDM111,39528,0.423333333,37,36,39528,40990,0.548333333,39528.42292,WDM11140990,39528.54792,225.6,2241,39528.54792,39528,0.548333333,Start,9.933511,Daytime,0.705,39528.525,Dispersing,40990.26111,40990.79444,0,no,no,no,No,30.47,0,1
119,WDM119,41861,0.454861111,8,3,41861,41861,0.579861111,41861.45486,WDM11941861,41861.57986,135,1331,41861.57986,41861,0.579861111,Start,9.859259,Daytime,0.673611111,41861.56597,Crocodiles,41861.25903,41861.79444,11.05551521,yes,no,yes,Yes,26.16,0,1
136,WDM136,42580,0.395833333,2,1,42580,42580,0.520833333,42580.39583,WDM13642580,42580.52083,110,1078,42580.52083,42580,0.520833333,Start,9.8,Daytime,0.597222222,42580.51042,Macho,42580.25972,42580.79514,0.389808782,no,no,no,No,26.01,5.08,1
123,WDF123,42066,0.40625,63,78,42066,42066,0.53125,42066.40625,WDF12342066,42066.53125,125,1218,42066.53125,42066,0.53125,Start,9.744,Daytime,0.618055556,42066.51389,Crocodiles,42066.26458,42066.79792,10.26190263,no,no,no,No,30.59,0,1
135,WDM135,42770,0.322916667,1,1,42770,42770,0.447916667,42770.32292,WDM13542770,42770.44792,240,2335,42770.44792,42770,0.447916667,Start,9.729167,Daytime,0.614583333,42770.43403,Toucan,42770.26528,42770.8,4.048205523,no,no,no,No,29.78,0,1
130,WDM130,41994,0.381944444,6,8,41994,41994,0.506944444,41994.38194,WDM13041994,41994.50694,125,1214,41994.50694,41994,0.506944444,Start,9.712,Daytime,0.59375,41994.49653,Ol Pejeta,41994.25417,41994.78958,0,no,no,no,No,27.65,0,1
123,WDF123,42075,0.388888889,89,133,42075,42075,0.513888889,42075.38889,WDF12342075,42075.51389,110,1060,42075.51389,42075,0.513888889,Start,9.636364,Daytime,0.590277778,42075.5,Crocodiles,42075.26319,42075.79653,3.225293446,no,no,no,No,NA,0,1
130,WDM130,41940,0.309027778,0,1,41940,41940,0.434027778,41940.30903,WDM13041940,41940.43403,245,2358,41940.43403,41940,0.434027778,Start,9.62449,Daytime,0.604166667,41940.41667,Ol Pejeta,41940.24514,41940.77847,1.203233183,no,no,no,No,27.34,0,1
136,WDM136,42754,0.395833333,1,0,42754,42754,0.520833333,42754.39583,WDM13642754,42754.52083,180,1719,42754.52083,42754,0.520833333,Start,9.55,Daytime,0.645833333,42754.50347,Crocodiles,42754.26319,42754.79792,2.600177731,no,no,no,No,NA,0,1
119,WDM119,41710,0.326388889,39,37,41710,41710,0.451388889,41710.32639,WDM11941710,41710.45139,155,1476,41710.45139,41710,0.451388889,Start,9.522581,Daytime,0.559027778,41710.43403,Crocodiles,41710.26319,41710.79653,8.001616981,no,no,no,No,29.72,0,1
130,WDM130,42108,0.319444444,20,22,42108,42108,0.444444444,42108.31944,WDM13042108,42108.44444,255,2386,42108.44444,42108,0.444444444,Start,9.356863,Daytime,0.621527778,42108.43403,Ol Pejeta,42108.25625,42108.79028,0.374615263,no,no,no,No,29.28,0,1
136,WDM136,42566,0.336805556,1,1,42566,42566,0.461805556,42566.33681,WDM13642566,42566.46181,200,1871,42566.46181,42566,0.461805556,Start,9.355,Daytime,0.600694444,42566.44792,Macho,42566.25903,42566.79514,7.228554334,no,no,no,No,26.29,0,1
97,WDM97,39120,0.336666667,25,30,39120,40582,0.461666667,39120.33611,WDM9740582,39120.46111,110.4,1031,39120.46111,39120,0.461666667,Start,9.338768,Daytime,0.538333333,39120.45139,Rat,40582.26597,40582.8,1.15319583,no,no,no,No,NA,NA,1
123,WDF123,41905,0.364583333,84,88,41905,41905,0.489583333,41905.36458,WDF12341905,41905.48958,135,1248,41905.48958,41905,0.489583333,Start,9.244444,Daytime,0.583333333,41905.42708,Crocodiles,41905.25139,41905.78472,0,yes,yes,no,Yes,27.61,0,1
118,WDM118,41491,0.322916667,20,14,41491,41491,0.447916667,41491.32292,WDM11841491,41491.44792,130,1195,41491.44792,41491,0.447916667,Start,9.192308,Daytime,0.538194444,41491.4375,Bahatis,41491.25972,41491.79514,0.00138951,no,no,no,No,24.21,3.3,1
130,WDM130,41999,0.340277778,9,11,41999,41999,0.465277778,41999.34028,WDM13041999,41999.46528,110,1010,41999.46528,41999,0.465277778,Start,9.181818,Daytime,0.541666667,41999.44792,Ol Pejeta,41999.25556,41999.79097,1.303133514,no,no,no,No,26.67,0,1
97,WDM97,39096,0.48,0,7,39096,40558,0.605,39096.47986,WDM9740558,39096.60486,110.4,1012,39096.60486,39096,0.605,Start,9.166667,Daytime,0.681666667,39096.58472,Rat,40558.26181,40558.79722,6.9445731,no,no,no,No,NA,NA,1
136,WDM136,42592,0.378472222,13,14,42592,42592,0.503472222,42592.37847,WDM13642592,42592.50347,170,1549,42592.50347,42592,0.503472222,Start,9.111765,Daytime,0.621527778,42592.43056,Macho,42592.25903,42592.79444,3.133402592,no,no,no,No,23.24,0,1
97,WDM97,39177,0.336666667,39,45,39177,40639,0.461666667,39177.33611,WDM9740639,39177.46111,120,1081,39177.46111,39177,0.461666667,Start,9.008333,Daytime,0.545,39177.44444,Rat,40639.25764,40639.79167,0.244509447,no,no,no,No,NA,NA,1
115,WDM115,40889,0.458333333,107,115,40889,40889,0.583333333,40889.45833,WDM11540889,40889.58333,145,1306,40889.58333,40889,0.583333333,Start,9.006897,Daytime,0.684027778,40889.5625,Toucans,42351.25139,42351.78681,9.141949455,no,no,no,No,24.45,0,1
126,WDF126,42197,0.34375,3,0,42197,42197,0.46875,42197.34375,WDF12642197,42197.46875,170,1531,42197.46875,42197,0.46875,Start,9.005882,Daytime,0.586805556,42197.45139,Toucans,42197.25833,42197.79514,0.14027356,no,no,no,No,27.29,0,1
97,WDM97,39220,0.42,40,24,39220,40682,0.545,39220.41944,WDM9740682,39220.54444,196.8,1767,39220.54444,39220,0.545,Start,8.978659,Daytime,0.681666667,39220.525,Rat,40682.25278,40682.78889,8.318386256,no,no,no,No,28.04,0,1
126,WDF126,42170,0.322916667,35,37,42170,42170,0.447916667,42170.32292,WDF12642170,42170.44792,240,2152,42170.44792,42170,0.447916667,Start,8.966667,Daytime,0.614583333,42170.43056,Toucans,42170.25486,42170.79167,0,no,no,no,No,27.09,5.8,1
133,WDM133,42285,0.347222222,28,34,42285,42285,0.472222222,42285.34722,WDM13342285,42285.47222,260,2317,42285.47222,42285,0.472222222,Start,8.911538,Daytime,0.652777778,42285.46181,Wobbegongs,42285.24792,42285.78125,0.252385003,no,no,no,No,29.51,0,1
135,WDM135,42647,0.319444444,1,0,42647,42647,0.444444444,42647.31944,WDM13542647,42647.44444,230,2044,42647.44444,42647,0.444444444,Start,8.886957,Daytime,0.604166667,42647.43403,Toucan,42647.24861,42647.78194,0.424737717,no,no,no,No,30.48,0,1
96,WDF96,39818,0.336805556,47,37,39818,41280,0.461805556,39818.33681,WDF9641280,39818.46181,250,2202,39818.46181,39818,0.461805556,Start,8.808,Daytime,0.635416667,39818.45139,Loisaba,41280.25903,41280.79444,0.964330786,yes,no,yes,Yes,27.66,0,1
136,WDM136,42742,0.402777778,72,80,42742,42742,0.527777778,42742.40278,WDM13642742,42742.52778,260,2287,42742.52778,42742,0.527777778,Start,8.796154,Daytime,0.708333333,42742.50694,Crocodiles,42742.25972,42742.79514,6.025126631,no,no,no,No,28,0,1
112,WDM112,39557,0.302083333,1,2,39557,41019,0.427083333,39557.30208,WDM11241019,39557.42708,190,1671,39557.42708,39557,0.427083333,Start,8.794737,Daytime,0.559027778,39557.41667,Tuis,41019.25486,41019.78958,0,no,no,no,No,31.07,0,1
119,WDM119,41628,0.461805556,0,2,41628,41628,0.586805556,41628.46181,WDM11941628,41628.58681,120,1054,41628.58681,41628,0.586805556,Start,8.783333,Daytime,0.670138889,41628.56944,Crocodiles,41628.25347,41628.78889,7.718211355,no,no,no,No,25.78,0,1
136,WDM136,42755,0.440972222,14,7,42755,42755,0.565972222,42755.44097,WDM13642755,42755.56597,140,1226,42755.56597,42755,0.565972222,Start,8.757143,Daytime,0.663194444,42755.55208,Crocodiles,42755.26319,42755.79792,1.810663654,no,no,no,No,NA,0,1
105,WDF105,39408,0.353333333,0,7,39408,40870,0.478333333,39408.35278,WDF10540870,39408.47778,153.6,1343,39408.47778,39408,0.478333333,Start,8.74349,Daytime,0.585,39408.46806,Loisaba,40870.24653,40870.78125,0.004913115,no,no,no,Yes,25.28,0,1
115,WDM115,40986,0.309027778,19,26,40986,40986,0.434027778,40986.30903,WDM11540986,40986.43403,170,1476,40986.43403,40986,0.434027778,Start,8.682353,Daytime,0.552083333,40986.39583,Toucans,42448.26181,42448.79514,0.202861095,no,no,no,No,32.09,0,1
131,WDM131,42248,0.350694444,11,19,42248,42248,0.475694444,42248.35069,WDM13142248,42248.47569,120,1034,42248.47569,42248,0.475694444,Start,8.616667,Daytime,0.559027778,42248.46528,Crocodiles,42248.25625,42248.79028,7.49859667,no,no,no,No,29.24,0,1
130,WDM130,41886,0.475694444,166,253,41886,41886,0.600694444,41886.47569,WDM13041886,41886.60069,120,1033,41886.60069,41886,0.600694444,Start,8.608333,Daytime,0.684027778,41886.56944,Ol Pejeta,41886.25556,41886.78958,6.568976568,no,no,no,No,25.48,20.57,1
130,WDM130,41893,0.402777778,0,3,41893,41893,0.527777778,41893.40278,WDM13041893,41893.52778,220,1866,41893.52778,41893,0.527777778,Start,8.481818,Daytime,0.680555556,41893.50694,Ol Pejeta,41893.25417,41893.7875,8.004451878,no,no,no,No,27.14,0,1
133,WDM133,42358,0.368055556,19,13,42358,42358,0.493055556,42358.36806,WDM13342358,42358.49306,135,1129,42358.49306,42358,0.493055556,Start,8.362963,Daytime,0.586805556,42358.48264,Wobbegongs,42358.25347,42358.78889,6.305410439,no,no,no,No,24.87,0,1
115,WDM115,40919,0.392361111,58,62,40919,40919,0.517361111,40919.39236,WDM11540919,40919.51736,130,1085,40919.51736,40919,0.517361111,Start,8.346154,Daytime,0.607638889,40919.48958,Toucans,42381.26111,42381.79583,8.665763319,no,no,no,No,27.11,0,1
136,WDM136,42546,0.409722222,19,17,42546,42546,0.534722222,42546.40972,WDM13642546,42546.53472,155,1292,42546.53472,42546,0.534722222,Start,8.335484,Daytime,0.642361111,42546.50347,Dispersing,42546.25625,42546.79306,4.554207276,no,no,no,No,26.08,13.21,1
119,WDM119,41537,0.350694444,0,2,41537,41537,0.475694444,41537.35069,WDM11941537,41537.47569,140,1162,41537.47569,41537,0.475694444,Start,8.3,Daytime,0.572916667,41537.46528,Loisaba,41537.25208,41537.78542,10.14823825,no,no,no,No,27.33,0,1
130,WDM130,42101,0.510416667,12,15,42101,42101,0.635416667,42101.51042,WDM13042101,42101.63542,135,1104,42101.63542,42101,0.635416667,Start,8.177778,Daytime,0.729166667,42101.62153,Ol Pejeta,42101.25764,42101.79167,7.798872328,no,no,no,No,29.34,39.62,1
123,WDF123,42063,0.34375,16,19,42063,42063,0.46875,42063.34375,WDF12342063,42063.46875,145,1184,42063.46875,42063,0.46875,Start,8.165517,Daytime,0.569444444,42063.44792,Crocodiles,42063.26528,42063.79861,6.846926931,no,no,no,No,30.32,0,1
131,WDM131,42150,0.479166667,40,49,42150,42150,0.604166667,42150.47917,WDM13142150,42150.60417,130,1054,42150.60417,42150,0.604166667,Start,8.107692,Daytime,0.694444444,42150.59375,Crocodiles,42150.25278,42150.78958,4.39361473,no,no,no,Yes,28.03,0.76,1
131,WDM131,42150,0.479166667,40,49,42150,42150,0.604166667,42150.47917,WDM13142150,42150.60417,130,1054,42150.60417,42150,0.604166667,Start,8.107692,Daytime,0.694444444,42150.59375,Crocodiles,42150.25278,42150.78958,4.39361473,no,no,no,Yes,28.03,0.76,1
126,WDF126,42047,0.326388889,24,27,42047,42047,0.451388889,42047.32639,WDF12642047,42047.45139,235,1875,42047.45139,42047,0.451388889,Start,7.978723,Daytime,0.614583333,42047.4375,Katu,42047.26597,42047.8,1.776730835,no,no,no,No,30.07,0,1
97,WDM97,39109,0.313333333,33,33,39109,40571,0.438333333,39109.31319,WDM9740571,39109.43819,196.8,1569,39109.43819,39109,0.438333333,Start,7.972561,Daytime,0.575,39109.41111,Rat,40571.26458,40571.79931,0.771601643,no,no,no,No,NA,NA,1
97,WDM97,39150,0.313333333,6,6,39150,40612,0.438333333,39150.31319,WDM9740612,39150.43819,225.6,1789,39150.43819,39150,0.438333333,Start,7.929965,Daytime,0.595,39150.41806,Rat,40612.26389,40612.79722,1.369502812,no,no,no,No,NA,NA,1
119,WDM119,41759,0.364583333,98,87,41759,41759,0.489583333,41759.36458,WDM11941759,41759.48958,210,1657,41759.48958,41759,0.489583333,Start,7.890476,Daytime,0.635416667,41759.47569,Crocodiles,41759.25347,41759.78819,0.055748695,no,no,no,No,NA,0,1
115,WDM115,40963,0.368055556,2,0,40963,40963,0.493055556,40963.36806,WDM11540963,40963.49306,135,1052,40963.49306,40963,0.493055556,Start,7.792593,Daytime,0.586805556,40963.47569,Toucans,42425.26528,42425.79931,0.193802969,no,no,no,No,27.2,0,1
130,WDM130,41965,0.333333333,7,8,41965,41965,0.458333333,41965.33333,WDM13041965,41965.45833,155,1194,41965.45833,41965,0.458333333,Start,7.703226,Daytime,0.565972222,41965.44792,Ol Pejeta,41965.24583,41965.78125,0,no,no,no,No,22.97,0,1
119,WDM119,41591,0.263888889,0,1,41591,41591,0.388888889,41591.26389,WDM11941591,41591.38889,220,1689,41591.38889,41591,0.388888889,Start,7.677273,Daytime,0.541666667,41591.37153,Loisaba,41591.24514,41591.77917,8.004529436,no,no,no,No,26.26,4.06,1
131,WDM131,42257,0.364583333,10,4,42257,42257,0.489583333,42257.36458,WDM13142257,42257.48958,135,1036,42257.48958,42257,0.489583333,Start,7.674074,Daytime,0.583333333,42257.46528,Crocodiles,42257.25417,42257.78819,0.03358305,no,no,no,No,29.48,0,1
97,WDM97,39163,0.33,16,22,39163,40625,0.455,39163.32986,WDM9740625,39163.45486,139.2,1062,39163.45486,39163,0.455,Start,7.62931,Daytime,0.551666667,39163.44444,Rat,40625.26111,40625.79444,5.893623248,no,no,no,No,NA,NA,1
130,WDM130,41924,0.385416667,1,3,41924,41924,0.510416667,41924.38542,WDM13041924,41924.51042,170,1296,41924.51042,41924,0.510416667,Start,7.623529,Daytime,0.628472222,41924.47569,Ol Pejeta,41924.24722,41924.78056,5.707315521,no,no,no,No,29.06,0,1
119,WDM119,41491,0.399305556,11,9,41491,41491,0.524305556,41491.39931,WDM11941491,41491.52431,140,1062,41491.52431,41491,0.524305556,Start,7.585714,Daytime,0.621527778,41491.51042,Loisaba,41491.25972,41491.79514,0.00138951,no,no,no,No,24.21,3.3,1
136,WDM136,42562,0.451388889,12,10,42562,42562,0.576388889,42562.45139,WDM13642562,42562.57639,140,1059,42562.57639,42562,0.576388889,Start,7.564286,Daytime,0.673611111,42562.52778,Macho,42562.25833,42562.79514,2.917452851,no,no,no,No,27.86,0,1
130,WDM130,41970,0.309027778,44,63,41970,41970,0.434027778,41970.30903,WDM13041970,41970.43403,160,1206,41970.43403,41970,0.434027778,Start,7.5375,Daytime,0.545138889,41970.42014,Ol Pejeta,41970.24722,41970.78194,1.691915915,no,no,no,No,27.48,3.81,1
119,WDM119,41816,0.444444444,7,14,41816,41816,0.569444444,41816.44444,WDM11941816,41816.56944,145,1085,41816.56944,41816,0.569444444,Start,7.482759,Daytime,0.670138889,41816.53819,Crocodiles,41816.25625,41816.79375,0,no,no,no,No,27.58,0,1
112,WDM112,39767,0.315972222,2,0,39767,41229,0.440972222,39767.31597,WDM11241229,39767.44097,165,1222,39767.44097,39767,0.440972222,Start,7.406061,Daytime,0.555555556,39767.43056,Tuis,41229.24514,41229.77986,0.385878764,no,no,no,Yes,28.2,0.25,1
119,WDM119,41898,0.461805556,18,15,41898,41898,0.586805556,41898.46181,WDM11941898,41898.58681,150,1109,41898.58681,41898,0.586805556,Start,7.393333,Daytime,0.690972222,41898.56944,Crocodiles,41898.25278,41898.78611,1.87273631,no,no,no,Yes,28.14,0,1
119,WDM119,41839,0.340277778,52,42,41839,41839,0.465277778,41839.34028,WDM11941839,41839.46528,150,1102,41839.46528,41839,0.465277778,Start,7.346667,Daytime,0.569444444,41839.45486,Crocodiles,41839.25903,41839.79514,1.893889339,no,no,no,Yes,27.45,0,1
131,WDM131,42159,0.319444444,26,19,42159,42159,0.444444444,42159.31944,WDM13142159,42159.44444,225,1648,42159.44444,42159,0.444444444,Start,7.324444,Daytime,0.600694444,42159.42708,Crocodiles,42159.25347,42159.79028,8.948836521,yes,yes,yes,Yes,27.49,1.2,1
126,WDF126,42166,0.295138889,2,0,42166,42166,0.420138889,42166.29514,WDF12642166,42166.42014,205,1485,42166.42014,42166,0.420138889,Start,7.243902,Daytime,0.5625,42166.40278,Toucans,42166.25417,42166.79097,0.647213395,no,no,no,No,26.84,0,1
119,WDM119,41893,0.291666667,38,28,41893,41893,0.416666667,41893.29167,WDM11941893,41893.41667,285,2060,41893.41667,41893,0.416666667,Start,7.22807,Daytime,0.614583333,41893.40625,Crocodiles,41893.25417,41893.7875,8.004451878,yes,no,yes,Yes,27.14,0,1
133,WDM133,42377,0.347222222,4,2,42377,42377,0.472222222,42377.34722,WDM13342377,42377.47222,160,1148,42377.47222,42377,0.472222222,Start,7.175,Daytime,0.583333333,42377.45833,Wobbegongs,42377.25972,42377.79514,0.003505119,no,no,no,No,27.19,0,1
136,WDM136,42575,0.333333333,2,0,42575,42575,0.458333333,42575.33333,WDM13642575,42575.45833,355,2525,42575.45833,42575,0.458333333,Start,7.112676,Daytime,0.704861111,42575.43403,Macho,42575.25972,42575.79514,5.089037863,no,no,no,No,29.58,0,1
126,WDF126,42196,0.354166667,34,26,42196,42196,0.479166667,42196.35417,WDF12642196,42196.47917,180,1272,42196.47917,42196,0.479166667,Start,7.066667,Daytime,0.604166667,42196.45486,Toucans,42196.25833,42196.79514,0.395343511,no,no,no,No,26.31,0,1
112,WDM112,39624,0.288194444,1,0,39624,41086,0.413194444,39624.28819,WDM11241086,39624.41319,205,1446,39624.41319,39624,0.413194444,Start,7.053659,Daytime,0.555555556,39624.36458,Tuis,41086.25625,41086.79375,2.920639428,no,no,no,No,26.5,0.25,1
119,WDM119,41891,0.347222222,9,9,41891,41891,0.472222222,41891.34722,WDM11941891,41891.47222,225,1575,41891.47222,41891,0.472222222,Start,7,Daytime,0.628472222,41891.46181,Crocodiles,41891.25486,41891.78819,10.84919743,yes,no,yes,Yes,25.74,0,1
131,WDM131,42210,0.347222222,8,3,42210,42210,0.472222222,42210.34722,WDM13142210,42210.47222,220,1539,42210.47222,42210,0.472222222,Start,6.995455,Daytime,0.625,42210.46181,Crocodiles,42210.25972,42210.79514,4.909351452,no,no,no,No,28.58,0,1
136,WDM136,42584,0.315972222,3,4,42584,42584,0.440972222,42584.31597,WDM13642584,42584.44097,195,1356,42584.44097,42584,0.440972222,Start,6.953846,Daytime,0.576388889,42584.39583,Macho,42584.25972,42584.79514,0,no,no,no,No,27.73,2.032,1
126,WDF126,42083,0.319444444,79,56,42083,42083,0.444444444,42083.31944,WDF12642083,42083.44444,320,2216,42083.44444,42083,0.444444444,Start,6.925,Daytime,0.666666667,42083.40625,Katu,42083.26181,42083.79514,0,no,no,no,No,NA,0,1
126,WDF126,42275,0.34375,35,54,42275,42275,0.46875,42275.34375,WDF12642275,42275.46875,230,1589,42275.46875,42275,0.46875,Start,6.908696,Daytime,0.628472222,42275.45833,Toucans,42275.25,42275.78333,10.83729201,no,no,no,No,28.85,0,1
133,WDM133,42367,0.4375,32,31,42367,42367,0.5625,42367.4375,WDM13342367,42367.5625,190,1291,42367.5625,42367,0.5625,Start,6.794737,Daytime,0.694444444,42367.52083,Wobbegongs,42367.25625,42367.79167,6.013540288,no,no,no,No,25.76,0,1
