,X.3,X.2,X.1,X,localtimestamp,localdate,date,localtime,location.long,location.lat,ID,dawn,dawnafter,dusk,moonrise,moonset,illumination,moonoverlap,rain,rain.30,displacement,glade.dist,glade.random,maxtemp,effectivedawn,effectivedusk,period,season,moonshine,woody,in.glade,daytemp,partofday,moonprev,delete,startstop,woodyaverage,gladedistmin,p.inglade,moonaverage,glade.dist.km
3952,3952,3952,6258,6258,13/09/2011 06:10,13/09/2011,13/09/2011,06:10:00,36.9177659,0.3750081,1148.11,13/09/2011 06:05,14/09/2011 06:05,13/09/2011 18:54,13/09/2011 19:14,14/09/2011 07:37,0.993863345,10:51:00,0,129.9,0.171299533,0.000899293,0.000669849,25.22,13/09/2011 06:05,13/09/2011 18:54,Day,Wet,0,0.0792,0,Mild,A,11.15084814,NO,Start,0.059664667,0.000638883,0,0,0.070916013
3967,3967,3967,6273,6273,13/09/2011 09:40,13/09/2011,13/09/2011,09:40:00,36.917894,0.3749146,1148.11,13/09/2011 06:05,14/09/2011 06:05,13/09/2011 18:54,13/09/2011 19:14,14/09/2011 07:37,0.993863345,10:51:00,0,129.9,0.252451837,0.001057541,0.002693448,25.22,13/09/2011 06:05,13/09/2011 18:54,Day,Wet,0,0.10186,0,Mild,B,11.15084814,NO,Start,0.069831,0.0010278,0,0,0.1140858
4007,4007,4007,6313,6313,13/09/2011 16:49,13/09/2011,13/09/2011,16:49:00,36.9183057,0.3760503,1148.11,13/09/2011 06:05,14/09/2011 06:05,13/09/2011 18:54,13/09/2011 19:14,14/09/2011 07:37,0.993863345,10:51:00,0,129.9,0.044992888,0.001336312,0.001167402,25.22,13/09/2011 06:05,13/09/2011 18:54,Day,Wet,0,0.02265,0,Mild,C,11.15084814,NO,Start,0.040299231,0.000310132,0,0,0.034424652
4020,4020,4020,6326,6326,13/09/2011 18:59,13/09/2011,13/09/2011,18:59:00,36.9169118,0.3748828,1148.11,13/09/2011 06:05,14/09/2011 06:05,13/09/2011 18:54,13/09/2011 19:14,14/09/2011 07:37,0.993863345,10:51:00,0,129.9,0.055627062,0.000325558,0.000435132,25.22,13/09/2011 06:05,13/09/2011 18:54,Night,Wet,0,0.08487,0,Mild,D,11.15084814,NO,Start,0.054825902,0.000259099,0,0.961277662,0.028759989
4081,4081,4081,6387,6387,14/09/2011 06:10,14/09/2011,14/09/2011,06:10:00,36.9182064,0.3761337,1148.11,14/09/2011 06:05,15/09/2011 06:05,14/09/2011 18:53,14/09/2011 19:55,15/09/2011 08:19,0.973207144,10:10:00,0,129,0.170670501,0.001278227,0,27.12,14/09/2011 06:05,14/09/2011 18:53,Day,Wet,0,0.01641,0,Mild,A,10.78341729,NO,Start,0.084749,0.001278227,0,0,0.141883197
4101,4101,4101,6407,6407,14/09/2011 09:40,14/09/2011,14/09/2011,09:40:00,36.9187104,0.3759463,1148.11,14/09/2011 06:05,15/09/2011 06:05,14/09/2011 18:53,14/09/2011 19:55,15/09/2011 08:19,0.973207144,10:10:00,0,129,0.081441513,0.001694751,0.000870491,27.12,14/09/2011 06:05,14/09/2011 18:53,Day,Wet,0,0.13619,0,Mild,B,10.78341729,NO,Start,0.102966316,0.000404149,0,0,0.044860539
4139,4139,4139,6445,6445,14/09/2011 16:50,14/09/2011,14/09/2011,16:50:00,36.9184279,0.3758613,1148.11,14/09/2011 06:05,15/09/2011 06:05,14/09/2011 18:53,14/09/2011 19:55,15/09/2011 08:19,0.973207144,10:10:00,0,129,0.002973214,0.001400645,0.00186527,27.12,14/09/2011 06:05,14/09/2011 18:53,Day,Wet,0,0.05964,0,Mild,C,10.78341729,NO,Start,0.031174615,0.001294001,0,0,0.143634111
4152,4152,4152,6458,6458,14/09/2011 19:00,14/09/2011,14/09/2011,19:00:00,36.9182879,0.375943,1148.11,14/09/2011 06:05,15/09/2011 06:05,14/09/2011 18:53,14/09/2011 19:55,15/09/2011 08:19,0.973207144,10:10:00,0,129,0.339644549,0.001284926,0.001836499,27.12,14/09/2011 06:05,14/09/2011 18:53,Night,Wet,0,0.02889,0,Mild,D,10.78341729,NO,Start,0.064906333,0.00017771,0,0.87588643,0.01972581
4212,4212,4212,6518,6518,15/09/2011 06:10,15/09/2011,15/09/2011,06:10:00,36.9183927,0.3756658,1148.11,15/09/2011 06:05,16/09/2011 06:04,15/09/2011 18:53,15/09/2011 20:39,16/09/2011 09:03,0.93613439,09:25:00,0.7,126.9,0.007158911,0.00133891,0.002729312,25.87,15/09/2011 06:05,15/09/2011 18:53,Day,Wet,0,0.08157,0,Mild,A,9.894272631,NO,Start,0.083373333,0.001158921,0,0,0.128640231
4233,4233,4233,6539,6539,15/09/2011 09:39,15/09/2011,15/09/2011,09:39:00,36.9182027,0.3757014,1148.11,15/09/2011 06:05,16/09/2011 06:04,15/09/2011 18:53,15/09/2011 20:39,16/09/2011 09:03,0.93613439,09:25:00,0.7,126.9,0.12150823,0.001152792,0.001298538,25.87,15/09/2011 06:05,15/09/2011 18:53,Day,Wet,0,0.07913,0,Mild,B,9.894272631,NO,Start,0.071666596,0.000532054,0,0,0.059057994
4280,4280,4280,6586,6586,23/09/2011 16:50,23/09/2011,23/09/2011,16:50:00,36.9171634,0.3749152,1148.11,23/09/2011 06:02,24/09/2011 06:01,23/09/2011 18:50,24/09/2011 03:24,24/09/2011 15:52,0.245871679,02:37:00,0,127.7,0.19953531,0.000506625,0.000840107,29.61,23/09/2011 06:02,23/09/2011 18:50,Day,Wet,0,0.06501,0,Mild,C,1.210454946,NO,Start,0.225118182,0.000506625,0,0,0.056235375
4291,4291,4291,6597,6597,23/09/2011 19:00,23/09/2011,23/09/2011,19:00:00,36.9183093,0.376432,1148.11,23/09/2011 06:02,24/09/2011 06:01,23/09/2011 18:50,24/09/2011 03:24,24/09/2011 15:52,0.245871679,02:37:00,0,127.7,0.566560588,0.001517733,0.002119755,29.61,23/09/2011 06:02,23/09/2011 18:50,Night,Wet,0,0.01606,0,Mild,D,1.210454946,NO,Start,0.056283091,0.000964373,0,0.067055912,0.107045403
4346,4346,4346,6652,6652,24/09/2011 06:10,24/09/2011,24/09/2011,06:10:00,36.9173436,0.3747803,1148.11,24/09/2011 06:01,25/09/2011 06:01,24/09/2011 18:49,25/09/2011 04:14,25/09/2011 16:42,0.157611377,01:47:00,0,127.7,0.453741468,0.000731712,0.001504745,28.5,24/09/2011 06:01,24/09/2011 18:49,Day,Wet,0,0.07297,0,Mild,A,0.643364227,NO,Start,0.078846667,0.000367384,0,0,0.040779624
4364,4364,4364,6670,6670,24/09/2011 09:40,24/09/2011,24/09/2011,09:40:00,36.9185203,0.3752474,1148.11,24/09/2011 06:01,25/09/2011 06:01,24/09/2011 18:49,25/09/2011 04:14,25/09/2011 16:42,0.157611377,01:47:00,0,127.7,0.202982807,0.001499557,0.001598356,28.5,24/09/2011 06:01,24/09/2011 18:49,Day,Wet,0,0.06938,0,Mild,B,0.643364227,NO,Start,0.090431579,0.000134637,0,0,0.014944707
4402,4402,4402,6708,6708,24/09/2011 16:40,24/09/2011,24/09/2011,16:40:00,36.916852,0.3750369,1148.11,24/09/2011 06:01,25/09/2011 06:01,24/09/2011 18:49,25/09/2011 04:14,25/09/2011 16:42,0.157611377,01:47:00,0,127.7,0.091204221,0.000183443,0.002326452,28.5,24/09/2011 06:01,24/09/2011 18:49,Day,Wet,0,0.13748,0,Mild,C,0.643364227,NO,Start,0.106036667,0.000183443,0,0,0.020362173
4414,4414,4414,6720,6720,24/09/2011 18:49,24/09/2011,24/09/2011,18:49:00,36.9170971,0.3768416,1148.11,24/09/2011 06:01,25/09/2011 06:01,24/09/2011 18:49,25/09/2011 04:14,25/09/2011 16:42,0.157611377,01:47:00,0,127.7,0.220309078,0.001148143,0.001990633,28.5,24/09/2011 06:01,24/09/2011 18:49,Day,Wet,0,0.23116,0,Mild,D,0.643364227,NO,Start,0.084997895,0.000742114,0,0.024886007,0.082374654
4471,4471,4471,6777,6777,25/09/2011 06:10,25/09/2011,25/09/2011,06:10:00,36.9177263,0.3752156,1148.11,25/09/2011 06:01,26/09/2011 06:01,25/09/2011 18:49,26/09/2011 05:05,26/09/2011 17:33,0.084915894,00:56:00,0.2,104.1,0.082813163,0.000759635,0.001220937,27.85,25/09/2011 06:01,25/09/2011 18:49,Day,Wet,0,0.05655,0,Mild,A,0.281073622,NO,Start,0.065242778,0.000383857,0,0,0.042608127
4489,4489,4489,6795,6795,25/09/2011 09:39,25/09/2011,25/09/2011,09:39:00,36.9171622,0.374503,1148.11,25/09/2011 06:01,26/09/2011 06:01,25/09/2011 18:49,26/09/2011 05:05,26/09/2011 17:33,0.084915894,00:56:00,0.2,104.1,0.057085287,0.000775739,0.00103603,27.85,25/09/2011 06:01,25/09/2011 18:49,Day,Wet,0,0.08859,0,Mild,B,0.281073622,NO,Start,0.072732162,0.000526916,0,0,0.058487676
4526,4526,4526,6832,6832,25/09/2011 16:50,25/09/2011,25/09/2011,16:50:00,36.9184135,0.375593,1148.11,25/09/2011 06:01,26/09/2011 06:01,25/09/2011 18:49,26/09/2011 05:05,26/09/2011 17:33,0.084915894,00:56:00,0.2,104.1,0.295595298,0.00135673,0.001451635,27.85,25/09/2011 06:01,25/09/2011 18:49,Day,Wet,0,0.08322,0,Mild,C,0.281073622,NO,Start,0.082279,0.001341132,0,0,0.148865652
4536,4536,4536,6842,6842,25/09/2011 19:00,25/09/2011,25/09/2011,19:00:00,36.9182617,0.3753643,1148.11,25/09/2011 06:01,26/09/2011 06:01,25/09/2011 18:49,26/09/2011 05:05,26/09/2011 17:33,0.084915894,00:56:00,0.2,104.1,0.329191403,0.001223037,0.001633384,27.85,25/09/2011 06:01,25/09/2011 18:49,Night,Wet,0,0.0863,0,Mild,D,0.281073622,NO,Start,0.082397869,0.000571974,0,0.006960319,0.063489114
4597,4597,4597,6903,6903,26/09/2011 06:10,26/09/2011,26/09/2011,06:10:00,36.9176334,0.3751538,1148.11,26/09/2011 06:01,27/09/2011 06:00,26/09/2011 18:49,27/09/2011 05:56,27/09/2011 18:24,0.032834615,00:04:00,0,78.9,0.145143308,0.000710684,0.000597317,27.02,26/09/2011 06:01,26/09/2011 18:49,Day,Wet,0,0.05025,0,Mild,A,0.079254834,NO,Start,0.059524211,0.000458592,0,0,0.050903712
4616,4616,4616,6922,6922,26/09/2011 12:10,26/09/2011,26/09/2011,12:10:00,36.9182104,0.3756254,1148.11,26/09/2011 06:01,27/09/2011 06:00,26/09/2011 18:49,27/09/2011 05:56,27/09/2011 18:24,0.032834615,00:04:00,0,78.9,1.33889053,0.001154621,0.001259616,27.02,26/09/2011 06:01,26/09/2011 18:49,Day,Wet,0,0.08336,0,Mild,B,0.079254834,NO,Start,0.061134762,0.001076942,0,0,0.119540562
4637,4637,4637,6943,6943,26/09/2011 16:40,26/09/2011,26/09/2011,16:40:00,36.9180395,0.3761515,1148.11,26/09/2011 06:01,27/09/2011 06:00,26/09/2011 18:49,27/09/2011 05:56,27/09/2011 18:24,0.032834615,00:04:00,0,78.9,0.024847736,0.0011394,0.000927732,27.02,26/09/2011 06:01,26/09/2011 18:49,Day,Wet,0,0.01921,0,Mild,C,0.079254834,NO,Start,0.058648889,0.000429277,0,0,0.047649747
4646,4646,4646,6952,6952,26/09/2011 19:10,26/09/2011,26/09/2011,19:10:00,36.917413,0.3751619,1148.11,26/09/2011 06:01,27/09/2011 06:00,26/09/2011 18:49,27/09/2011 05:56,27/09/2011 18:24,0.032834615,00:04:00,0,78.9,0.18711093,0.000521633,4.18E-05,27.02,26/09/2011 06:01,26/09/2011 18:49,Night,Wet,0,0.07569,0,Mild,D,0.079254834,NO,Start,0.0791714,0.000521633,0,0,0.057901263
4696,4696,4696,7002,7002,27/09/2011 06:09,27/09/2011,27/09/2011,06:09:00,36.9180264,0.375676,1148.11,27/09/2011 06:00,28/09/2011 06:00,27/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.005421719,00:00:00,0.2,78.9,0.119292456,0.000974786,0.000837666,26.37,27/09/2011 06:00,27/09/2011 18:48,Day,Wet,0,0.07533,0,Mild,A,0.002188974,NO,Start,0.091310556,0.000207587,0,0,0.023042157
4714,4714,4714,7020,7020,27/09/2011 09:40,27/09/2011,27/09/2011,09:40:00,36.9170965,0.3745541,1148.11,27/09/2011 06:00,28/09/2011 06:00,27/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.005421719,00:00:00,0.2,78.9,0.114368921,0.000695036,0.001383889,26.37,27/09/2011 06:00,27/09/2011 18:48,Day,Wet,0,0.06938,0,Mild,B,0.002188974,NO,Start,0.087099706,0.000695036,0,0,0.077148996
4748,4748,4748,7054,7054,27/09/2011 16:50,27/09/2011,27/09/2011,16:50:00,36.9184079,0.3763519,1148.11,27/09/2011 06:00,28/09/2011 06:00,27/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.005421719,00:00:00,0.2,78.9,0.113892932,0.001558616,0.001638228,26.37,27/09/2011 06:00,27/09/2011 18:48,Day,Wet,0,0.02394,0,Mild,C,0.002188974,NO,Start,0.047961,0.000753326,0,0,0.083619186
4758,4758,4758,7064,7064,27/09/2011 18:50,27/09/2011,27/09/2011,18:50:00,36.9188906,0.3755518,1148.11,27/09/2011 06:00,28/09/2011 06:00,27/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.005421719,00:00:00,0.2,78.9,0.435469413,0.001833849,0.001590686,26.37,27/09/2011 06:00,27/09/2011 18:48,Night,Wet,0,0.15454,0,Mild,D,0.002188974,NO,Start,0.122211129,0.001146166,0,0,0.127224426
4820,4820,4820,7126,7126,28/09/2011 06:10,28/09/2011,28/09/2011,06:10:00,36.917736,0.3756268,1148.11,28/09/2011 06:00,29/09/2011 06:00,28/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.00521097,00:29:00,0,79.1,0.613623745,0.000681103,0.001207537,27.02,28/09/2011 06:00,28/09/2011 18:48,Day,Wet,0,0.06788,0,Mild,A,0,NO,Start,0.080212,0.000328059,0,0,0.036414549
4840,4840,4840,7146,7146,28/09/2011 09:30,28/09/2011,28/09/2011,09:30:00,36.9175286,0.3750418,1148.11,28/09/2011 06:00,29/09/2011 06:00,28/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.00521097,00:29:00,0,79.1,0.131902995,0.000687151,0.002566964,27.02,28/09/2011 06:00,28/09/2011 18:48,Day,Wet,0,0.06028,0,Mild,B,0,NO,Start,0.074257059,0.000687151,0,0,0.076273761
4874,4874,4874,7180,7180,28/09/2011 16:40,28/09/2011,28/09/2011,16:40:00,36.9184947,0.3760013,1148.11,28/09/2011 06:00,29/09/2011 06:00,28/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.00521097,00:29:00,0,79.1,0.032379006,0.001499763,0.000947174,27.02,28/09/2011 06:00,28/09/2011 18:48,Day,Wet,0,0.07727,0,Mild,C,0,NO,Start,0.043425833,0.000730172,0,0,0.081049092
4886,4886,4886,7192,7192,28/09/2011 18:50,28/09/2011,28/09/2011,18:50:00,36.9180584,0.3756736,1148.11,28/09/2011 06:00,29/09/2011 06:00,28/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.00521097,00:29:00,0,79.1,0.40936557,0.001006379,0.00152851,27.02,28/09/2011 06:00,28/09/2011 18:48,Night,Wet,0.00521097,0.07333,0,Mild,D,0,NO,Start,0.132258413,0.000579587,0,0.000248141,0.064334157
4949,4949,4949,7255,7255,29/09/2011 06:10,29/09/2011,29/09/2011,06:10:00,36.9183248,0.3759163,1148.11,29/09/2011 06:00,30/09/2011 05:59,29/09/2011 18:48,29/09/2011 07:43,29/09/2011 20:12,0.032812106,01:24:00,0,79.1,0.205018828,0.001313122,0.001801391,27.9,29/09/2011 06:00,29/09/2011 18:48,Day,Wet,0,0.03799,0,Mild,A,0.002518636,NO,Start,0.077012105,0.000950989,0,0,0.105559779
4968,4968,4968,7274,7274,29/09/2011 09:30,29/09/2011,29/09/2011,09:30:00,36.918186,0.3754737,1148.11,29/09/2011 06:00,30/09/2011 05:59,29/09/2011 18:48,29/09/2011 07:43,29/09/2011 20:12,0.032812106,01:24:00,0,79.1,0.071036118,0.001133613,0.003080171,27.9,29/09/2011 06:00,29/09/2011 18:48,Day,Wet,0,0.0863,0,Mild,B,0.002518636,NO,Start,0.054011622,0.000959678,0,0,0.106524258
5005,5005,5005,7311,7311,29/09/2011 17:00,29/09/2011,29/09/2011,17:00:00,36.9180438,0.3762749,1148.11,29/09/2011 06:00,30/09/2011 05:59,29/09/2011 18:48,29/09/2011 07:43,29/09/2011 20:12,0.032812106,01:24:00,0,79.1,0.374501335,0.001210078,8.46E-05,27.9,29/09/2011 06:00,29/09/2011 18:48,Day,Wet,0,0.01907,0,Mild,C,0.002518636,NO,Start,0.045495,0.000497212,0,0,0.055190532
5015,5015,5015,7321,7321,29/09/2011 19:00,29/09/2011,29/09/2011,19:00:00,36.9172465,0.3746493,1148.11,29/09/2011 06:00,30/09/2011 05:59,29/09/2011 18:48,29/09/2011 07:43,29/09/2011 20:12,0.032812106,01:24:00,0,79.1,0.618921263,0.000731478,0.001861622,27.9,29/09/2011 06:00,29/09/2011 18:48,Night,Wet,0.032812106,0.07189,0,Mild,D,0.002518636,NO,Start,0.071078364,0.000685911,0,0.003579502,0.076136121
5070,5070,5070,7376,7376,30/09/2011 06:00,30/09/2011,30/09/2011,06:00:00,36.9175154,0.3748469,1148.11,30/09/2011 05:59,01/10/2011 05:59,30/09/2011 18:47,30/09/2011 08:40,30/09/2011 21:10,0.086720252,02:23:00,0,79.1,0.263521403,0.000818057,0.001170645,28.41,30/09/2011 05:59,30/09/2011 18:47,Day,Wet,0,0.07677,0,Mild,A,0.045936948,NO,Start,0.090288571,0,0.047619048,0,0
5091,5091,5091,7397,7397,30/09/2011 09:30,30/09/2011,30/09/2011,09:30:00,36.9178916,0.3757298,1148.11,30/09/2011 05:59,01/10/2011 05:59,30/09/2011 18:47,30/09/2011 08:40,30/09/2011 21:10,0.086720252,02:23:00,0,79.1,0.030937518,0.000848997,0.002156472,28.41,30/09/2011 05:59,30/09/2011 18:47,Day,Wet,0,0.0524,0,Mild,B,0.045936948,NO,Start,0.055059756,0.000765331,0,0,0.084951741
5132,5132,5132,7438,7438,30/09/2011 16:39,30/09/2011,30/09/2011,16:39:00,36.9178644,0.3759481,1148.11,30/09/2011 05:59,01/10/2011 05:59,30/09/2011 18:47,30/09/2011 08:40,30/09/2011 21:10,0.086720252,02:23:00,0,79.1,0.028654145,0.000889667,0.000993102,28.41,30/09/2011 05:59,30/09/2011 18:47,Day,Wet,0,0.02,0,Mild,C,0.045936948,NO,Start,0.039996364,0.000770173,0,0,0.085489203
5143,5143,5143,7449,7449,30/09/2011 18:50,30/09/2011,30/09/2011,18:50:00,36.9181536,0.3756819,1148.11,30/09/2011 05:59,01/10/2011 05:59,30/09/2011 18:47,30/09/2011 08:40,30/09/2011 21:10,0.086720252,02:23:00,0,79.1,0.221779913,0.001101935,0.001365696,28.41,30/09/2011 05:59,30/09/2011 18:47,Night,Wet,0.086720252,0.08042,0,Mild,D,0.045936948,NO,Start,0.124869839,0.000565402,0,0.019581992,0.062759622
5205,5205,5205,7511,7511,01/10/2011 06:00,01/10/2011,01/10/2011,06:00:00,36.9179311,0.3755752,1148.11,01/10/2011 05:59,02/10/2011 05:59,01/10/2011 18:47,01/10/2011 09:39,01/10/2011 22:10,0.163402146,03:23:00,0,79.1,0.241902501,0.000874206,0.000900633,27.83,01/10/2011 05:59,01/10/2011 18:47,Day,Wet,0,0.07813,0,Mild,A,0.206683267,NO,Start,0.083015789,0.000256361,0,0,0.028456071
5224,5224,5224,7530,7530,01/10/2011 09:29,01/10/2011,01/10/2011,09:29:00,36.9176328,0.3745895,1148.11,01/10/2011 05:59,02/10/2011 05:59,01/10/2011 18:47,01/10/2011 09:39,01/10/2011 22:10,0.163402146,03:23:00,0,79.1,0.232762733,0.001077788,0.001232547,27.83,01/10/2011 05:59,01/10/2011 18:47,Day,Wet,0,0.14357,0,Mild,B,0.206683267,NO,Start,0.086006667,0.000736331,0,0,0.081732741
5254,5254,5254,7560,7560,01/10/2011 16:40,01/10/2011,01/10/2011,16:40:00,36.9179442,0.3758596,1148.11,01/10/2011 05:59,02/10/2011 05:59,01/10/2011 18:47,01/10/2011 09:39,01/10/2011 22:10,0.163402146,03:23:00,0,79.1,0.135591777,0.000931928,0.001929678,27.83,01/10/2011 05:59,01/10/2011 18:47,Day,Wet,0,0.03068,0,Mild,C,0.206683267,NO,Start,0.034596667,0.000786528,0,0,0.087304608
5266,5266,5266,7572,7572,01/10/2011 19:00,01/10/2011,01/10/2011,19:00:00,36.9183972,0.376381,1148.11,01/10/2011 05:59,02/10/2011 05:59,01/10/2011 18:47,01/10/2011 09:39,01/10/2011 22:10,0.163402146,03:23:00,0,79.1,0.68554595,0.001564151,0.001554725,27.83,01/10/2011 05:59,01/10/2011 18:47,Night,Wet,0.163402146,0.02337,0,Mild,D,0.206683267,NO,Start,0.15118,0.001284645,0,0.046297275,0.142595595
5326,5326,5326,7632,7632,02/10/2011 06:00,02/10/2011,02/10/2011,06:00:00,36.9179112,0.3758591,1148.11,02/10/2011 05:59,03/10/2011 05:58,02/10/2011 18:47,02/10/2011 10:39,02/10/2011 23:10,0.257669525,04:23:00,0,71.8,0.574211895,0.000900407,0.002014351,27.7,02/10/2011 05:59,02/10/2011 18:47,Day,Wet,0,0.03075,0,Mild,A,0.552843927,NO,Start,0.0653565,0.000423531,0,0,0.047011941
5346,5346,5346,7652,7652,02/10/2011 09:30,02/10/2011,02/10/2011,09:30:00,36.9175145,0.3751904,1148.11,02/10/2011 05:59,03/10/2011 05:58,02/10/2011 18:47,02/10/2011 10:39,02/10/2011 23:10,0.257669525,04:23:00,0,71.8,0.232144869,0.000589803,0.002909777,27.7,02/10/2011 05:59,02/10/2011 18:47,Day,Wet,0,0.07003,0,Mild,B,0.552843927,NO,Start,0.083721667,0.000589803,0,0,0.065468133
5358,5358,5358,11922,11922,18/06/2010 15:00,18/06/2010,18/06/2010,15:00:00,36.9113924,0.337861,1150_2.10,18/06/2010 06:08,19/06/2010 06:08,18/06/2010 19:01,18/06/2010 11:45,19/06/2010 00:12,0.357862599,05:11:00,0,21.2,0,0.001831804,0.002329305,32,18/06/2010 06:08,18/06/2010 19:01,Day,Dry,0,0.17791,0,Hot,B,NA,NO,Start,0.170279167,0.001388013,0,0,0.154069443
5370,5370,5370,11934,11934,18/06/2010 17:00,18/06/2010,18/06/2010,17:00:00,36.910939,0.3377467,1150_2.10,18/06/2010 06:08,19/06/2010 06:08,18/06/2010 19:01,18/06/2010 11:45,19/06/2010 00:12,0.357862599,05:11:00,0,21.2,0.044303047,0.001364593,0.001641262,32,18/06/2010 06:08,18/06/2010 19:01,Day,Dry,0,0.10759,0,Hot,C,NA,NO,Start,0.079825833,0.001006046,0,0,0.111671106
5382,5382,5382,11946,11946,18/06/2010 19:10,18/06/2010,18/06/2010,19:10:00,36.910545,0.3368129,1150_2.10,18/06/2010 06:08,19/06/2010 06:08,18/06/2010 19:01,18/06/2010 11:45,19/06/2010 00:12,0.357862599,05:11:00,0,21.2,0.027104612,0.001015069,0.002185797,32,18/06/2010 06:08,18/06/2010 19:01,Night,Dry,0.357862599,0.13863,0,Hot,D,NA,NO,Start,0.13664661,0.000707038,0,0.181964033,0.078481218
5441,5441,5441,12005,12005,19/06/2010 06:10,19/06/2010,19/06/2010,06:10:00,36.9103315,0.3382039,1150_2.10,19/06/2010 06:08,20/06/2010 06:08,19/06/2010 19:01,19/06/2010 12:35,20/06/2010 01:02,0.474262547,06:01:00,0,21.2,0.104799427,0.000933032,0.002063758,26,19/06/2010 06:08,19/06/2010 19:01,Day,Dry,0,0.29274,0,Mild,A,1.854921138,NO,Start,0.248509474,0.000130475,0,0,0.014482725
5460,5460,5460,12024,12024,19/06/2010 09:39,19/06/2010,19/06/2010,09:39:00,36.9095525,0.3372789,1150_2.10,19/06/2010 06:08,20/06/2010 06:08,19/06/2010 19:01,19/06/2010 12:35,20/06/2010 01:02,0.474262547,06:01:00,0,21.2,0.157837701,0,0.001212072,26,19/06/2010 06:08,19/06/2010 19:01,Day,Dry,0,0.10064,1,Mild,B,1.854921138,NO,Start,0.129097317,0,0.170731707,0,0
5501,5501,5501,12065,12065,19/06/2010 17:10,19/06/2010,19/06/2010,17:10:00,36.9116814,0.338515,1150_2.10,19/06/2010 06:08,20/06/2010 06:08,19/06/2010 19:01,19/06/2010 12:35,20/06/2010 01:02,0.474262547,06:01:00,0,21.2,0.054797263,0.002299521,0,26,19/06/2010 06:08,19/06/2010 19:01,Day,Dry,0,0.12228,0,Mild,C,1.854921138,NO,Start,0.118255455,0.001434086,0,0,0.159183546
5512,5512,5512,12076,12076,19/06/2010 19:10,19/06/2010,19/06/2010,19:10:00,36.9111723,0.3378964,1150_2.10,19/06/2010 06:08,20/06/2010 06:08,19/06/2010 19:01,19/06/2010 12:35,20/06/2010 01:02,0.474262547,06:01:00,0,21.2,0.291623902,0.001626136,0.000866787,26,19/06/2010 06:08,19/06/2010 19:01,Night,Dry,0.474262547,0.15296,0,Mild,D,1.854921138,NO,Start,0.140654386,0.001059721,0,0.282893449,0.117629031
5569,5569,5569,12133,12133,20/06/2010 06:09,20/06/2010,20/06/2010,06:09:00,36.9106421,0.3379446,1150_2.10,20/06/2010 06:08,21/06/2010 06:08,20/06/2010 19:01,20/06/2010 13:26,21/06/2010 01:53,0.590818109,06:52:00,6.2,21.2,0.074600603,0.001141498,0.001103162,29,20/06/2010 06:08,20/06/2010 19:01,Day,Dry,0,0.06616,0,Mild,A,2.853479658,NO,Start,0.160817,0.001007846,0,0,0.111870906
5589,5589,5589,12153,12153,20/06/2010 09:40,20/06/2010,20/06/2010,09:40:00,36.9103984,0.3382689,1150_2.10,20/06/2010 06:08,21/06/2010 06:08,20/06/2010 19:01,20/06/2010 13:26,21/06/2010 01:53,0.590818109,06:52:00,6.2,21.2,0.131125665,0.001022891,0,29,20/06/2010 06:08,20/06/2010 19:01,Day,Dry,0,0.25948,0,Mild,B,2.853479658,NO,Start,0.179866098,0,0.170731707,0,0
5630,5630,5630,12194,12194,20/06/2010 17:10,20/06/2010,20/06/2010,17:10:00,36.9096366,0.3372126,1150_2.10,20/06/2010 06:08,21/06/2010 06:08,20/06/2010 19:01,20/06/2010 13:26,21/06/2010 01:53,0.590818109,06:52:00,6.2,21.2,0.045353831,3.89E-05,0.002171383,29,20/06/2010 06:08,20/06/2010 19:01,Day,Dry,0,0.11361,0,Mild,C,2.853479658,NO,Start,0.117540833,0,0.5,0,0
5642,5642,5642,12206,12206,20/06/2010 19:10,20/06/2010,20/06/2010,19:10:00,36.9096849,0.3378956,1150_2.10,20/06/2010 06:08,21/06/2010 06:08,20/06/2010 19:01,20/06/2010 13:26,21/06/2010 01:53,0.590818109,06:52:00,6.2,21.2,0.052753199,0.000219327,0.000448429,29,20/06/2010 06:08,20/06/2010 19:01,Night,Dry,0.590818109,0.14974,0,Mild,D,2.853479658,NO,Start,0.130535323,0,0.14516129,0.362114325,0
5704,5704,5704,12268,12268,21/06/2010 06:10,21/06/2010,21/06/2010,06:10:00,36.9101765,0.337676,1150_2.10,21/06/2010 06:08,22/06/2010 06:08,21/06/2010 19:02,21/06/2010 14:17,22/06/2010 02:45,0.700788442,07:43:00,2.2,27.4,0.327921347,0.000608935,0.000233354,26,21/06/2010 06:08,21/06/2010 19:02,Day,Dry,0,0.1807,0,Mild,A,4.056951015,NO,Start,0.150958421,0.000608935,0,0,0.067591785
