,X.3,X.2,X.1,X,localtimestamp,localdate,date,localtime,location.long,location.lat,ID,dawn,dawnafter,dusk,moonrise,moonset,illumination,moonoverlap,rain,rain.30,displacement,glade.dist,glade.random,maxtemp,effectivedawn,effectivedusk,period,season,moonshine,woody,in.glade,daytemp,partofday,moonprev,delete,startstop,woodyaverage,gladedistmin,p.inglade,moonaverage,glade.dist.km
10504,10504,10504,21839,24259,24/06/2010 06:10,24/06/2010,24/06/2010,06:10:00,36.9096448,0.3379163,1155.1,24/06/2010 06:09,25/06/2010 06:09,24/06/2010 19:02,24/06/2010 17:01,25/06/2010 05:30,0.940295981,10:28:00,0,29.6,0.068597376,0.000202826,0.000935248,34,24/06/2010 06:09,24/06/2010 19:02,Day,Dry,0,0.14751,0,Hot,A,8.381918288,NO,Start,0.164284286,8.05E-05,0,0,0.0089355
10525,10525,10525,21860,24280,24/06/2010 09:40,24/06/2010,24/06/2010,09:40:00,36.9099033,0.3388856,1155.1,24/06/2010 06:09,25/06/2010 06:09,24/06/2010 19:02,24/06/2010 17:01,25/06/2010 05:30,0.940295981,10:28:00,0,29.6,0.137928568,0.000930605,0.001152412,34,24/06/2010 06:09,24/06/2010 19:02,Day,Dry,0,0.11519,0,Hot,B,8.381918288,NO,Start,0.15175325,5.64E-05,0,0,0.0062604
10565,10565,10565,21900,24320,24/06/2010 17:00,24/06/2010,24/06/2010,17:00:00,36.9097275,0.3381408,1155.1,24/06/2010 06:09,25/06/2010 06:09,24/06/2010 19:02,24/06/2010 17:01,25/06/2010 05:30,0.940295981,10:28:00,0,29.6,0.23593764,0.000427005,0.001080357,34,24/06/2010 06:09,24/06/2010 19:02,Day,Dry,0,0.16551,0,Hot,C,8.381918288,NO,Start,0.141676154,0.000427005,0,0,0.047397555
10578,10578,10578,21913,24333,24/06/2010 19:10,24/06/2010,24/06/2010,19:10:00,36.9100914,0.3389706,1155.1,24/06/2010 06:09,25/06/2010 06:09,24/06/2010 19:02,24/06/2010 17:01,25/06/2010 05:30,0.940295981,10:28:00,0,29.6,0.068420246,0.001124416,0.000209013,34,24/06/2010 06:09,24/06/2010 19:02,Night,Dry,0.940295981,0.0992,0,Hot,D,8.381918288,NO,Start,0.183111154,0,0.038461538,0.867965521,0
10630,10630,10630,21965,24385,25/06/2010 06:19,25/06/2010,25/06/2010,06:19:00,36.909664,0.337741,1155.1,25/06/2010 06:09,26/06/2010 06:09,25/06/2010 19:02,25/06/2010 17:56,26/06/2010 06:24,0.980115049,11:07:00,0,29.6,0.069767184,0.00015883,0.00056775,36,25/06/2010 06:09,25/06/2010 19:02,Day,Dry,0,0.1501,0,Hot,A,9.841764601,NO,Start,0.104588333,7.66E-05,0,0,0.0085026
10648,10648,10648,21983,24403,25/06/2010 09:40,25/06/2010,25/06/2010,09:40:00,36.9094085,0.3380236,1155.1,25/06/2010 06:09,26/06/2010 06:09,25/06/2010 19:02,25/06/2010 17:56,26/06/2010 06:24,0.980115049,11:07:00,0,29.6,0.137841394,8.80E-05,0.001228335,36,25/06/2010 06:09,25/06/2010 19:02,Day,Dry,0,0.09999,0,Hot,B,9.841764601,NO,Start,0.237998095,8.80E-05,0,0,0.009768
10690,10690,10690,22025,24445,25/06/2010 16:59,25/06/2010,25/06/2010,16:59:00,36.9102884,0.3388489,1155.1,25/06/2010 06:09,26/06/2010 06:09,25/06/2010 19:02,25/06/2010 17:56,26/06/2010 06:24,0.980115049,11:07:00,0,29.6,0.025467823,0.001207996,0.000133367,36,25/06/2010 06:09,25/06/2010 19:02,Day,Dry,0,0.13884,0,Hot,C,9.841764601,NO,Start,0.1241475,0.000959395,0,0,0.106492845
10702,10702,10702,22037,24457,25/06/2010 19:10,25/06/2010,25/06/2010,19:10:00,36.9104865,0.3388594,1155.1,25/06/2010 06:09,26/06/2010 06:09,25/06/2010 19:02,25/06/2010 17:56,26/06/2010 06:24,0.980115049,11:07:00,0,29.6,0.163604309,0.001385019,0.000477285,36,25/06/2010 06:09,25/06/2010 19:02,Night,Dry,0.980115049,0.13325,0,Hot,D,9.841764601,NO,Start,0.135255179,0,0.196428571,0.980115049,0
10758,10758,10758,22093,24513,26/06/2010 06:10,26/06/2010,26/06/2010,06:10:00,36.9095144,0.337941,1155.1,26/06/2010 06:09,27/06/2010 06:09,26/06/2010 19:03,26/06/2010 18:50,27/06/2010 07:16,0.998437167,11:06:00,0,29.6,0.183899375,0.000156963,0.000154404,32,26/06/2010 06:09,26/06/2010 19:03,Day,Dry,0,0.13454,0,Hot,A,10.89561229,NO,Start,0.149238947,8.83E-05,0,0,0.0098013
10777,10777,10777,22112,24532,26/06/2010 09:40,26/06/2010,26/06/2010,09:40:00,36.9097274,0.3378888,1155.1,26/06/2010 06:09,27/06/2010 06:09,26/06/2010 19:03,26/06/2010 18:50,27/06/2010 07:16,0.998437167,11:06:00,0,29.6,0.110657399,0.000251731,0.000986898,32,26/06/2010 06:09,26/06/2010 19:03,Day,Dry,0,0.15977,0,Hot,B,10.89561229,NO,Start,0.26865675,4.88E-05,0,0,0.0054168
10817,10817,10817,22152,24572,26/06/2010 17:00,26/06/2010,26/06/2010,17:00:00,36.9093294,0.338097,1155.1,26/06/2010 06:09,27/06/2010 06:09,26/06/2010 19:03,26/06/2010 18:50,27/06/2010 07:16,0.998437167,11:06:00,0,29.6,0.024418231,3.24E-05,0.000622658,32,26/06/2010 06:09,26/06/2010 19:03,Day,Dry,0,0.0972,0,Hot,C,10.89561229,NO,Start,0.11047,0,0.153846154,0,0
10830,10830,10830,22165,24585,26/06/2010 19:09,26/06/2010,26/06/2010,19:09:00,36.9092215,0.3379248,1155.1,26/06/2010 06:09,27/06/2010 06:09,26/06/2010 19:03,26/06/2010 18:50,27/06/2010 07:16,0.998437167,11:06:00,0,29.6,0.105420539,0,0.000547424,32,26/06/2010 06:09,26/06/2010 19:03,Night,Dry,0.998437167,0.09032,1,Hot,D,10.89561229,NO,Start,0.133425283,0,0.113207547,0.998437167,0
10883,10883,10883,22218,24638,27/06/2010 06:10,27/06/2010,27/06/2010,06:10:00,36.9099007,0.3385513,1155.1,27/06/2010 06:09,28/06/2010 06:10,27/06/2010 19:03,27/06/2010 19:40,28/06/2010 08:05,0.996023998,10:30:00,0,29.6,0.718360223,0.000723146,0,28,27/06/2010 06:09,27/06/2010 19:03,Day,Dry,0,0.14959,0,Mild,A,11.08265255,NO,Start,0.123173684,0.000667041,0,0,0.074041551
10902,10902,10902,22237,24657,27/06/2010 09:40,27/06/2010,27/06/2010,09:40:00,36.9096887,0.3383285,1155.1,27/06/2010 06:09,28/06/2010 06:10,27/06/2010 19:03,27/06/2010 19:40,28/06/2010 08:05,0.996023998,10:30:00,0,29.6,0.359771733,0.000441776,0.000595984,28,27/06/2010 06:09,27/06/2010 19:03,Day,Dry,0,0.13253,0,Mild,B,11.08265255,NO,Start,0.210474375,0,0.046875,0,0
10966,10966,10966,22301,24721,04/07/2010 17:00,04/07/2010,04/07/2010,17:00:00,36.9096511,0.338153,1155.1,04/07/2010 06:11,05/07/2010 06:11,04/07/2010 19:04,05/07/2010 00:34,05/07/2010 12:59,0.554623307,05:37:00,0,65.6,0.223210864,0.000356984,0.001634288,26,04/07/2010 06:11,04/07/2010 19:04,Day,Wet,0,0.12228,0,Mild,C,4.094329944,NO,Start,0.133131111,0.000303009,0,0,0.033633999
10975,10975,10975,22310,24730,04/07/2010 19:10,04/07/2010,04/07/2010,19:10:00,36.9096244,0.3380712,1155.1,04/07/2010 06:11,05/07/2010 06:11,04/07/2010 19:04,05/07/2010 00:34,05/07/2010 12:59,0.554623307,05:37:00,0,65.6,0.006365532,0.000308649,0.00107252,26,04/07/2010 06:11,04/07/2010 19:04,Night,Wet,0,0.13067,0,Mild,D,4.094329944,NO,Start,0.128145517,0.000104,0,0.277311654,0.011544
11033,11033,11033,22368,24788,05/07/2010 06:20,05/07/2010,05/07/2010,06:20:00,36.9099689,0.3397127,1155.1,05/07/2010 06:11,06/07/2010 06:11,05/07/2010 19:04,06/07/2010 01:19,06/07/2010 13:46,0.45727388,04:52:00,0,65.6,0.077978587,0.001659983,0.001725665,33,05/07/2010 06:11,05/07/2010 19:04,Day,Wet,0,0.1144,0,Hot,A,3.115134241,NO,Start,0.109554706,0.00106169,0,0,0.11784759
11050,11050,11050,22385,24805,05/07/2010 09:50,05/07/2010,05/07/2010,09:50:00,36.9101146,0.3397121,1155.1,05/07/2010 06:11,06/07/2010 06:11,05/07/2010 19:04,06/07/2010 01:19,06/07/2010 13:46,0.45727388,04:52:00,0,65.6,0.079224554,0.00172646,0,33,05/07/2010 06:11,05/07/2010 19:04,Day,Wet,0,0.1321,0,Hot,B,3.115134241,NO,Start,0.158340488,0,0.12195122,0,0
11091,11091,11091,22426,24846,05/07/2010 17:00,05/07/2010,05/07/2010,17:00:00,36.9098949,0.3375942,1155.1,05/07/2010 06:11,06/07/2010 06:11,05/07/2010 19:04,06/07/2010 01:19,06/07/2010 13:46,0.45727388,04:52:00,0,65.6,0.372432356,0.000316522,0.00065932,33,05/07/2010 06:11,05/07/2010 19:04,Day,Wet,0,0.16393,0,Hot,C,3.115134241,NO,Start,0.222835,0.000277959,0,0,0.030853449
11101,11101,11101,22436,24856,05/07/2010 19:19,05/07/2010,05/07/2010,19:19:00,36.9095145,0.3378344,1155.1,05/07/2010 06:11,06/07/2010 06:11,05/07/2010 19:04,06/07/2010 01:19,06/07/2010 13:46,0.45727388,04:52:00,0,65.6,0.235776504,6.26E-05,0.000301274,33,05/07/2010 06:11,05/07/2010 19:04,Night,Wet,0,0.13698,0,Hot,D,3.115134241,NO,Start,0.140088065,0,0.080645161,0.21388617,0
11163,11163,11163,22498,24918,06/07/2010 06:20,06/07/2010,06/07/2010,06:20:00,36.9100558,0.338821,1155.1,06/07/2010 06:11,07/07/2010 06:11,06/07/2010 19:04,07/07/2010 02:07,07/07/2010 14:36,0.359286423,04:04:00,0,65.6,0.161141584,0.001000745,0.000176297,31,06/07/2010 06:11,06/07/2010 19:04,Day,Wet,0,0.09906,0,Hot,A,2.225399549,NO,Start,0.137389474,0.000537996,0,0,0.059717556
11182,11182,11182,22517,24937,06/07/2010 09:50,06/07/2010,06/07/2010,09:50:00,36.9080654,0.3375065,1155.1,06/07/2010 06:11,07/07/2010 06:11,06/07/2010 19:04,07/07/2010 02:07,07/07/2010 14:36,0.359286423,04:04:00,0,65.6,0.005011986,0.000542776,0,31,06/07/2010 06:11,06/07/2010 19:04,Day,Wet,0,0.13777,0,Hot,B,2.225399549,NO,Start,0.142448372,0.0005344,0,0,0.0593184
11225,11225,11225,22560,24980,06/07/2010 17:00,06/07/2010,06/07/2010,17:00:00,36.9080874,0.3374995,1155.1,06/07/2010 06:11,07/07/2010 06:11,06/07/2010 19:04,07/07/2010 02:07,07/07/2010 14:36,0.359286423,04:04:00,0,65.6,0.041454192,0.000522677,0.001423743,31,06/07/2010 06:11,06/07/2010 19:04,Day,Wet,0,0.13339,0,Hot,C,2.225399549,NO,Start,0.140281667,0.000487031,0,0,0.054060441
11237,11237,11237,22572,24992,06/07/2010 19:10,06/07/2010,06/07/2010,19:10:00,36.9080576,0.3374869,1155.1,06/07/2010 06:11,07/07/2010 06:11,06/07/2010 19:04,07/07/2010 02:07,07/07/2010 14:36,0.359286423,04:04:00,0,65.6,0.009208692,0.000554523,0.000489405,31,06/07/2010 06:11,06/07/2010 19:04,Night,Wet,0,0.14128,0,Hot,D,2.225399549,NO,Start,0.140572769,0.000494933,0,0.127132119,0.054937563
11302,11302,11302,22637,25057,07/07/2010 06:20,07/07/2010,07/07/2010,06:20:00,36.9080305,0.3375056,1155.1,07/07/2010 06:11,08/07/2010 06:12,07/07/2010 19:04,08/07/2010 02:59,08/07/2010 15:31,0.264450716,03:13:00,0,56.5,0.004011234,0.000577215,0.000494056,39,07/07/2010 06:11,07/07/2010 19:04,Day,Wet,0,0.143,0,Hot,A,1.46109812,NO,Start,0.130185238,0.000513424,0,0,0.056990064
11323,11323,11323,22658,25078,07/07/2010 09:50,07/07/2010,07/07/2010,09:50:00,36.9080634,0.3375451,1155.1,07/07/2010 06:11,08/07/2010 06:12,07/07/2010 19:04,08/07/2010 02:59,08/07/2010 15:31,0.264450716,03:13:00,0,56.5,0.013647344,0.000538589,0.000538861,39,07/07/2010 06:11,07/07/2010 19:04,Day,Wet,0,0.13038,0,Hot,B,1.46109812,NO,Start,0.142164286,0.000495062,0,0,0.054951882
11365,11365,11365,22700,25120,07/07/2010 17:00,07/07/2010,07/07/2010,17:00:00,36.9080325,0.3374683,1155.1,07/07/2010 06:11,08/07/2010 06:12,07/07/2010 19:04,08/07/2010 02:59,08/07/2010 15:31,0.264450716,03:13:00,0,56.5,0.028181022,0.000583307,0,39,07/07/2010 06:11,07/07/2010 19:04,Day,Wet,0,0.14938,0,Hot,C,1.46109812,NO,Start,0.145895833,0.000532322,0,0,0.059087742
11377,11377,11377,22712,25132,07/07/2010 19:10,07/07/2010,07/07/2010,19:10:00,36.9080778,0.3374315,1155.1,07/07/2010 06:11,08/07/2010 06:12,07/07/2010 19:04,08/07/2010 02:59,08/07/2010 15:31,0.264450716,03:13:00,0,56.5,0.061411725,0.000550473,0.000620353,39,07/07/2010 06:11,07/07/2010 19:04,Night,Wet,0,0.14895,0,Hot,D,1.46109812,NO,Start,0.141881642,0.000377005,0,0.078940512,0.041847555
11444,11444,11444,22779,25199,08/07/2010 06:20,08/07/2010,08/07/2010,06:20:00,36.9079987,0.3374824,1155.1,08/07/2010 06:12,09/07/2010 06:12,08/07/2010 19:05,09/07/2010 03:56,09/07/2010 16:28,0.177198834,02:16:00,0,56.5,0.023281967,0.000612983,0.000264009,31,08/07/2010 06:12,08/07/2010 19:05,Day,Wet,0,0.15311,0,Hot,A,0.850649803,NO,Start,0.144955238,0.000529619,0,0,0.058787709
11465,11465,11465,22800,25220,08/07/2010 09:49,08/07/2010,08/07/2010,09:49:00,36.9080334,0.3374985,1155.1,08/07/2010 06:12,09/07/2010 06:12,08/07/2010 19:05,09/07/2010 03:56,09/07/2010 16:28,0.177198834,02:16:00,0,56.5,0.016207714,0.000575724,0.000432154,31,08/07/2010 06:12,08/07/2010 19:05,Day,Wet,0,0.144,0,Hot,B,0.850649803,NO,Start,0.140512667,0.000536865,0,0,0.059592015
11480,11480,11480,22815,25235,07/09/2011 11:09,07/09/2011,07/09/2011,11:09:00,36.8328126,0.4892604,1155.11,07/09/2011 06:07,08/09/2011 06:07,07/09/2011 18:56,07/09/2011 14:46,08/09/2011 03:13,0.733225625,08:17:00,30.3,171.2,0,0.001645873,0.000948839,24.82,07/09/2011 06:07,07/09/2011 18:56,Day,Wet,0,0.03985,0,Cool,B,4.655405075,NO,Start,0.043006875,0.001186493,0,0,0.131700723
11512,11512,11512,22847,25267,07/09/2011 16:50,07/09/2011,07/09/2011,16:50:00,36.832897,0.4889775,1155.11,07/09/2011 06:07,08/09/2011 06:07,07/09/2011 18:56,07/09/2011 14:46,08/09/2011 03:13,0.733225625,08:17:00,30.3,171.2,0.153723713,0.001890364,0.003662158,24.82,07/09/2011 06:07,07/09/2011 18:56,Day,Wet,0,0.03756,0,Cool,C,4.655405075,NO,Start,0.040011,0.001238727,0,0,0.137498697
11522,11522,11522,22857,25277,07/09/2011 19:00,07/09/2011,07/09/2011,19:00:00,36.8326532,0.48987,1155.11,07/09/2011 06:07,08/09/2011 06:07,07/09/2011 18:56,07/09/2011 14:46,08/09/2011 03:13,0.733225625,08:17:00,30.3,171.2,0.133322841,0.001183936,0.002450886,24.82,07/09/2011 06:07,07/09/2011 18:56,Night,Wet,0.733225625,0.03283,0,Cool,D,4.655405075,NO,Start,0.032122069,0.000908006,0,0.543598308,0.100788666
11580,11580,11580,22915,25335,08/09/2011 06:10,08/09/2011,08/09/2011,06:10:00,36.8326278,0.4899992,1155.11,08/09/2011 06:07,09/09/2011 06:07,08/09/2011 18:55,08/09/2011 15:38,09/09/2011 04:03,0.822222635,09:08:00,0,200.9,0.046993829,0.001092955,0.000959225,25.16,08/09/2011 06:07,08/09/2011 18:55,Day,Wet,0,0.03082,0,Mild,A,6.07355226,NO,Start,0.042858,0.001092955,0,0,0.121318005
11600,11600,11600,22935,25355,08/09/2011 09:40,08/09/2011,08/09/2011,09:40:00,36.8332964,0.4894919,1155.11,08/09/2011 06:07,09/09/2011 06:07,08/09/2011 18:55,08/09/2011 15:38,09/09/2011 04:03,0.822222635,09:08:00,0,200.9,0.232495441,0.001315373,0.000502449,25.16,08/09/2011 06:07,08/09/2011 18:55,Day,Wet,0,0.03398,0,Mild,B,6.07355226,NO,Start,0.041605366,0.001203844,0,0,0.133626684
11641,11641,11641,22976,25396,08/09/2011 16:49,08/09/2011,08/09/2011,16:49:00,36.8323321,0.4895658,1155.11,08/09/2011 06:07,09/09/2011 06:07,08/09/2011 18:55,08/09/2011 15:38,09/09/2011 04:03,0.822222635,09:08:00,0,200.9,0.40108059,0.00160969,0.001962729,25.16,08/09/2011 06:07,08/09/2011 18:55,Day,Wet,0,0.03269,0,Mild,C,6.07355226,NO,Start,0.03040125,0.001060594,0,0,0.117725934
11649,11649,11649,22984,25404,08/09/2011 19:00,08/09/2011,08/09/2011,19:00:00,36.8323757,0.4892584,1155.11,08/09/2011 06:07,09/09/2011 06:07,08/09/2011 18:55,08/09/2011 15:38,09/09/2011 04:03,0.822222635,09:08:00,0,200.9,0.486678837,0.00184498,0.004065388,25.16,08/09/2011 06:07,08/09/2011 18:55,Night,Wet,0.822222635,0.04544,0,Mild,D,6.07355226,NO,Start,0.037051579,0.000978997,0,0.649123133,0.108668667
11706,11706,11706,23041,25461,09/09/2011 06:10,09/09/2011,09/09/2011,06:10:00,36.8326305,0.4899332,1155.11,09/09/2011 06:07,10/09/2011 06:06,09/09/2011 18:55,09/09/2011 16:25,10/09/2011 04:49,0.894336088,09:54:00,0,198.3,0.038971015,0.001145333,0.000429235,25.62,09/09/2011 06:07,09/09/2011 18:55,Day,Wet,0,0.02996,0,Mild,A,7.5096334,NO,Start,0.03936,0.001061182,0,0,0.117791202
11721,11721,11721,23056,25476,09/09/2011 09:40,09/09/2011,09/09/2011,09:40:00,36.8324019,0.4893249,1155.11,09/09/2011 06:07,10/09/2011 06:06,09/09/2011 18:55,09/09/2011 16:25,10/09/2011 04:49,0.894336088,09:54:00,0,198.3,0.134108352,0.001775015,0.000219802,25.62,09/09/2011 06:07,09/09/2011 18:55,Day,Wet,0,0.04559,0,Mild,B,7.5096334,NO,Start,0.042746154,0.001122277,0,0,0.124572747
11760,11760,11760,23095,25515,09/09/2011 16:49,09/09/2011,09/09/2011,16:49:00,36.8323196,0.4893759,1155.11,09/09/2011 06:07,10/09/2011 06:06,09/09/2011 18:55,09/09/2011 16:25,10/09/2011 04:49,0.894336088,09:54:00,0,198.3,0.258593213,0.001779995,0.003032489,25.62,09/09/2011 06:07,09/09/2011 18:55,Day,Wet,0,0.03656,0,Mild,C,7.5096334,NO,Start,0.044689091,0.001167712,0,0,0.129616032
11771,11771,11771,23106,25526,09/09/2011 19:00,09/09/2011,09/09/2011,19:00:00,36.833017,0.489717,1155.11,09/09/2011 06:07,10/09/2011 06:06,09/09/2011 18:55,09/09/2011 16:25,10/09/2011 04:49,0.894336088,09:54:00,0,198.3,0.238842417,0.001147236,0.000978659,25.62,09/09/2011 06:07,09/09/2011 18:55,Night,Wet,0.894336088,0.01864,0,Mild,D,7.5096334,NO,Start,0.039661724,0.000883912,0,0.770979386,0.098114232
11829,11829,11829,23164,25584,10/09/2011 06:09,10/09/2011,10/09/2011,06:09:00,36.8331807,0.4890174,1155.11,10/09/2011 06:06,11/09/2011 06:06,10/09/2011 18:55,10/09/2011 17:10,11/09/2011 05:33,0.947790144,10:38:00,0.6,197.6,0.032017808,0.001798411,0.002834371,25.18,10/09/2011 06:06,10/09/2011 18:55,Day,Wet,0,0.04387,0,Mild,A,8.853927271,NO,Start,0.039856667,0.001231824,0,0,0.136732464
11847,11847,11847,23182,25602,10/09/2011 09:40,10/09/2011,10/09/2011,09:40:00,36.832711,0.4894524,1155.11,10/09/2011 06:06,11/09/2011 06:06,10/09/2011 18:55,10/09/2011 17:10,11/09/2011 05:33,0.947790144,10:38:00,0.6,197.6,0.05467696,0.001509628,0.002657218,25.18,10/09/2011 06:06,10/09/2011 18:55,Day,Wet,0,0.04659,0,Mild,B,8.853927271,NO,Start,0.053533846,0.000956786,0,0,0.106203246
11873,11873,11873,23208,25628,10/09/2011 16:50,10/09/2011,10/09/2011,16:50:00,36.8330557,0.488962,1155.11,10/09/2011 06:06,11/09/2011 06:06,10/09/2011 18:55,10/09/2011 17:10,11/09/2011 05:33,0.947790144,10:38:00,0.6,197.6,0.053468215,0.001871212,0.002839195,25.18,10/09/2011 06:06,10/09/2011 18:55,Day,Wet,0,0.03025,0,Mild,C,8.853927271,NO,Start,0.034788889,0.001478549,0,0,0.164118939
11882,11882,11882,23217,25637,10/09/2011 19:00,10/09/2011,10/09/2011,19:00:00,36.8328625,0.4897384,1155.11,10/09/2011 06:06,11/09/2011 06:06,10/09/2011 18:55,10/09/2011 17:10,11/09/2011 05:33,0.947790144,10:38:00,0.6,197.6,0.47448334,0.00118612,0.001688203,25.18,10/09/2011 06:06,10/09/2011 18:55,Night,Wet,0.947790144,0.02265,0,Mild,D,8.853927271,NO,Start,0.043139184,0.00097625,0,0.889762176,0.10836375
11931,11931,11931,23266,25686,11/09/2011 06:09,11/09/2011,11/09/2011,06:09:00,36.8326813,0.4899513,1155.11,11/09/2011 06:06,12/09/2011 06:06,11/09/2011 18:54,11/09/2011 17:52,12/09/2011 06:14,0.981972046,11:12:00,0,177.7,0.020649697,0.001101285,0.002808219,26.71,11/09/2011 06:06,11/09/2011 18:54,Day,Wet,0,0.03118,0,Mild,A,10.07816853,NO,Start,0.019708824,0.000313919,0,0,0.034845009
11948,11948,11948,23283,25703,11/09/2011 09:39,11/09/2011,11/09/2011,09:39:00,36.8333189,0.4903694,1155.11,11/09/2011 06:06,12/09/2011 06:06,11/09/2011 18:54,11/09/2011 17:52,12/09/2011 06:14,0.981972046,11:12:00,0,177.7,0.494327068,0.000439677,0.002512005,26.71,11/09/2011 06:06,11/09/2011 18:54,Day,Wet,0,0.01226,0,Mild,B,10.07816853,NO,Start,0.039448649,0.000439677,0,0,0.048804147
11985,11985,11985,23320,25740,11/09/2011 16:49,11/09/2011,11/09/2011,16:49:00,36.8331564,0.4890483,1155.11,11/09/2011 06:06,12/09/2011 06:06,11/09/2011 18:54,11/09/2011 17:52,12/09/2011 06:14,0.981972046,11:12:00,0,177.7,0.023792856,0.001770648,0.001511621,26.71,11/09/2011 06:06,11/09/2011 18:54,Day,Wet,0,0.04602,0,Mild,C,10.07816853,NO,Start,0.0442375,0.001396816,0,0,0.155046576
11997,11997,11997,23332,25752,11/09/2011 19:10,11/09/2011,11/09/2011,19:10:00,36.8331595,0.488893,1155.11,11/09/2011 06:06,12/09/2011 06:06,11/09/2011 18:54,11/09/2011 17:52,12/09/2011 06:14,0.981972046,11:12:00,0,177.7,0.568363405,0.001924417,0.003914698,26.71,11/09/2011 06:06,11/09/2011 18:54,Night,Wet,0.981972046,0.03713,0,Mild,D,10.07816853,NO,Start,0.037581724,0.001004771,0,0.981972046,0.111529581
12055,12055,12055,23390,25810,12/09/2011 06:10,12/09/2011,12/09/2011,06:10:00,36.8327558,0.4899351,1155.11,12/09/2011 06:06,13/09/2011 06:05,12/09/2011 18:54,12/09/2011 18:33,13/09/2011 06:56,0.997095214,11:11:00,0,131,0.080026496,0.001071636,0.002120405,25.18,12/09/2011 06:06,12/09/2011 18:54,Day,Wet,0,0.02745,0,Mild,A,10.99808692,NO,Start,0.040839412,0.001071636,0,0,0.118951596
12072,12072,12072,23407,25827,12/09/2011 09:40,12/09/2011,12/09/2011,09:40:00,36.8326006,0.4898468,1155.11,12/09/2011 06:06,13/09/2011 06:05,12/09/2011 18:54,12/09/2011 18:33,13/09/2011 06:56,0.997095214,11:11:00,0,131,0.216127486,0.00123319,0.001796819,25.18,12/09/2011 06:06,12/09/2011 18:54,Day,Wet,0,0.0339,0,Mild,B,10.99808692,NO,Start,0.039944242,0.001062055,0,0,0.117888105
12105,12105,12105,23440,25860,12/09/2011 16:50,12/09/2011,12/09/2011,16:50:00,36.8334905,0.4891129,1155.11,12/09/2011 06:06,13/09/2011 06:05,12/09/2011 18:54,12/09/2011 18:33,13/09/2011 06:56,0.997095214,11:11:00,0,131,0.289286381,0.001694994,0.000493664,25.18,12/09/2011 06:06,12/09/2011 18:54,Day,Wet,0,0.0519,0,Mild,C,10.99808692,NO,Start,0.046848333,0.001670758,0,0,0.185454138
12117,12117,12117,23452,25872,12/09/2011 19:00,12/09/2011,12/09/2011,19:00:00,36.8332421,0.4890415,1155.11,12/09/2011 06:06,13/09/2011 06:05,12/09/2011 18:54,12/09/2011 18:33,13/09/2011 06:56,0.997095214,11:11:00,0,131,0.279110659,0.001768534,0,25.18,12/09/2011 06:06,12/09/2011 18:54,Night,Wet,0.997095214,0.04652,0,Mild,D,10.99808692,NO,Start,0.0536525,0.001031552,0,0.997095214,0.114502272
12173,12173,12173,23508,25928,13/09/2011 06:10,13/09/2011,13/09/2011,06:10:00,36.8332652,0.4889318,1155.11,13/09/2011 06:05,14/09/2011 06:05,13/09/2011 18:54,13/09/2011 19:14,14/09/2011 07:37,0.993863345,10:51:00,0,129.9,0.038846493,0.001876322,0.0029639,25.22,13/09/2011 06:05,13/09/2011 18:54,Day,Wet,0,0.04881,0,Mild,A,11.15084814,NO,Start,0.04399,0.001387892,0,0,0.154056012
12190,12190,12190,23525,25945,13/09/2011 09:39,13/09/2011,13/09/2011,09:39:00,36.8327403,0.4890875,1155.11,13/09/2011 06:05,14/09/2011 06:05,13/09/2011 18:54,13/09/2011 19:14,14/09/2011 07:37,0.993863345,10:51:00,0,129.9,0.162200771,0.001833129,0.000881816,25.22,13/09/2011 06:05,13/09/2011 18:54,Day,Wet,0,0.04122,0,Mild,B,11.15084814,NO,Start,0.039312121,0.001134554,0,0,0.125935494
12223,12223,12223,23558,25978,13/09/2011 16:50,13/09/2011,13/09/2011,16:50:00,36.8331216,0.4890325,1155.11,13/09/2011 06:05,14/09/2011 06:05,13/09/2011 18:54,13/09/2011 19:14,14/09/2011 07:37,0.993863345,10:51:00,0,129.9,0.012006665,0.001791058,0.00191019,25.22,13/09/2011 06:05,13/09/2011 18:54,Day,Wet,0,0.04437,0,Mild,C,11.15084814,NO,Start,0.044246,0.001456392,0,0,0.161659512
12233,12233,12233,23568,25988,13/09/2011 19:00,13/09/2011,13/09/2011,19:00:00,36.8326386,0.489832,1155.11,13/09/2011 06:05,14/09/2011 06:05,13/09/2011 18:54,13/09/2011 19:14,14/09/2011 07:37,0.993863345,10:51:00,0,129.9,0.359932244,0.001223412,0.001338661,25.22,13/09/2011 06:05,13/09/2011 18:54,Night,Wet,0,0.03254,0,Mild,D,11.15084814,NO,Start,0.036537872,0.00033956,0,0.951571288,0.03769116
12280,12280,12280,23615,26035,14/09/2011 06:09,14/09/2011,14/09/2011,06:09:00,36.8331519,0.4894211,1155.11,14/09/2011 06:05,15/09/2011 06:05,14/09/2011 18:53,14/09/2011 19:55,15/09/2011 08:19,0.973207144,10:10:00,0,129,0.008300602,0.001402442,0.000553235,27.12,14/09/2011 06:05,14/09/2011 18:53,Day,Wet,0,0.03376,0,Mild,A,10.78341729,NO,Start,0.037518571,0.00119911,0,0,0.13310121
