Date,Temp,Period
20/11/2015,25.66,B
21/11/2015,26.54,B
22/11/2015,24.96,B
23/11/2015,24.68,B
24/11/2015,26.2,B
25/11/2015,25.97,B
26/11/2015,27.19,B
27/11/2015,22.42,B
28/11/2015,23.82,B
29/11/2015,24.89,B
30/11/2015,24.99,B
01/12/2015,21.83,B
02/12/2015,25.29,B
03/12/2015,26.68,B
04/12/2015,26.31,B
05/12/2015,26.84,B
06/12/2015,27.29,B
07/12/2015,28.12,B
08/12/2015,27.78,B
09/12/2015,27.69,B
10/12/2015,27.59,B
11/12/2015,27.05,B
12/12/2015,27.65,B
13/12/2015,28.33,B
14/12/2015,25.39,B
15/12/2015,25.76,B
16/12/2015,25.05,B
17/12/2015,25.6,B
18/12/2015,24.75,B
19/12/2015,24.12,B
20/12/2015,24.87,B
21/12/2015,25.26,B
22/12/2015,25.8,B
23/12/2015,NA,B
24/12/2015,24.85,B
25/12/2015,25.83,B
26/12/2015,24.95,B
27/12/2015,25.87,B
28/12/2015,25.4,B
29/12/2015,25.76,B
30/12/2015,25.02,B
31/12/2015,26.1,B
01/01/2016,29,B
02/01/2016,28.83,B
03/01/2016,28.29,B
04/01/2016,27.14,B
05/01/2016,24.37,B
06/01/2016,25.84,B
07/01/2016,26.2,B
08/01/2016,27.19,B
09/01/2016,27.24,B
10/01/2016,26.94,B
11/01/2016,27.51,B
12/01/2016,26.64,B
13/01/2016,26.47,B
14/01/2016,27.51,B
15/01/2016,27.55,B
16/01/2016,28.22,B
17/01/2016,26.67,B
18/01/2016,27.61,B
19/01/2016,26.74,B
20/01/2016,24.78,B
21/01/2016,25.02,B
22/01/2016,25.09,B
23/01/2016,26.04,B
24/01/2016,26.98,B
25/01/2016,28.26,B
26/01/2016,28.52,B
27/01/2016,28.93,B
28/01/2016,29.4,B
29/01/2016,28.42,B
30/01/2016,27.79,B
31/01/2016,27.35,B
01/02/2016,27.85,B
02/02/2016,27,B
03/02/2016,26.54,B
04/02/2016,26.71,B
05/02/2016,27.85,B
06/02/2016,27.82,B
07/02/2016,28.8,B
08/02/2016,30.54,B
09/02/2016,29.67,B
10/02/2016,26.33,B
11/02/2016,28.59,B
12/02/2016,28.04,B
13/02/2016,28.52,B
14/02/2016,29.34,B
15/02/2016,28.49,B
16/02/2016,28.09,B
17/02/2016,28.52,B
18/02/2016,31.38,B
19/02/2016,31.32,B
20/02/2016,27.94,B
21/02/2016,27.17,B
22/02/2016,27.58,B
23/02/2016,29.63,B
24/02/2016,29.26,B
25/02/2016,29.87,B
26/02/2016,30.4,B
27/02/2016,29.29,B
28/02/2016,28.52,B
29/02/2016,28.04,B
01/03/2016,29.73,B
02/03/2016,29.97,B
03/03/2016,30.21,B
04/03/2016,30.07,B
05/03/2016,29.67,B
06/03/2016,29.87,B
07/03/2016,30.9,B
08/03/2016,29.76,B
09/03/2016,30.48,B
10/03/2016,29.16,B
11/03/2016,28.73,B
12/03/2016,29.7,B
13/03/2016,29.02,B
14/03/2016,29.26,B
15/03/2016,29.94,B
16/03/2016,30.97,B
17/03/2016,31.6,B
18/03/2016,32.21,B
19/03/2016,31.91,B
20/03/2016,31.13,B
21/03/2016,31.43,B
22/03/2016,31.64,B
23/03/2016,31.4,B
24/03/2016,31.33,B
25/03/2016,30.42,B
26/03/2016,30.37,B
27/03/2016,29.9,B
28/03/2016,31.43,B
29/03/2016,32.35,B
30/03/2016,31.97,B
31/03/2016,30.96,B
01/04/2016,31.4,B
02/04/2016,29.92,B
03/04/2016,30.51,B
04/04/2016,28.26,B
05/04/2016,28.49,B
06/04/2016,30.17,B
07/04/2016,28.19,B
08/04/2016,29.24,B
09/04/2016,31.45,B
10/04/2016,29.93,B
11/04/2016,30.57,B
12/04/2016,27.96,B
13/04/2016,29.66,B
14/04/2016,28.98,B
15/04/2016,28.78,B
16/04/2016,29.38,B
17/04/2016,30.98,B
18/04/2016,28.13,B
19/04/2016,27.41,B
20/04/2016,28.78,B
21/04/2016,29.19,B
22/04/2016,28.58,B
23/04/2016,30.1,B
24/04/2016,29.93,B
25/04/2016,27.9,B
26/04/2016,29.74,B
27/04/2016,28.49,B
28/04/2016,30.03,B
29/04/2016,26.92,B
30/04/2016,27.48,B
01/05/2016,26,B
02/05/2016,23.45,B
03/05/2016,26.49,B
04/05/2016,26.28,B
05/05/2016,28.2,B
06/05/2016,27.96,B
07/05/2016,25.95,B
08/05/2016,26.38,B
09/05/2016,25.32,B
10/05/2016,27.58,B
11/05/2016,24.68,B
12/05/2016,25.06,B
13/05/2016,26.31,B
14/05/2016,26.99,B
15/05/2016,26.35,B
16/05/2016,27.29,B
17/05/2016,28.03,B
18/05/2016,27.32,B
19/05/2016,27.43,B
20/05/2016,25.31,B
21/05/2016,26.21,B
22/05/2016,25.68,B
23/05/2016,25.97,B
24/05/2016,26.08,B
25/05/2016,26.01,B
26/05/2016,25.91,B
27/05/2016,26.79,B
28/05/2016,29.14,B
29/05/2016,28.2,B
30/05/2016,28.73,B
31/05/2016,28.88,B
01/06/2016,29.84,B
02/06/2016,28.43,B
03/06/2016,29.39,B
04/06/2016,29.91,B
05/06/2016,27.87,B
06/06/2016,29.03,B
07/06/2016,29.5,B
08/06/2016,29.77,B
09/06/2016,29.33,B
10/06/2016,29.44,B
11/06/2016,28.64,B
12/06/2016,28,B
13/06/2016,29.74,B
14/06/2016,28.52,B
15/06/2016,30.19,B
16/06/2016,30.6,B
17/06/2016,28.81,B
18/06/2016,29.11,B
19/06/2016,24.48,B
20/06/2016,28.31,B
21/06/2016,26.41,B
22/06/2016,27.66,B
23/06/2016,25.32,B
24/06/2016,26.53,B
25/06/2016,26.08,B
26/06/2016,24.91,B
27/06/2016,25.64,B
28/06/2016,29.73,B
29/06/2016,28,B
30/06/2016,28.95,B
01/07/2016,28.17,B
02/07/2016,29.42,B
03/07/2016,29.23,B
04/07/2016,29.23,B
05/07/2016,28.98,B
06/07/2016,28.48,B
07/07/2016,27.88,B
08/07/2016,29.66,B
09/07/2016,27.75,B
10/07/2016,28.51,B
11/07/2016,27.86,B
12/07/2016,29.14,B
13/07/2016,28.29,B
14/07/2016,25.5,B
15/07/2016,26.29,B
16/07/2016,28.95,B
17/07/2016,28.1,B
18/07/2016,28.34,B
19/07/2016,30.54,B
20/07/2016,28.35,B
21/07/2016,28.26,B
22/07/2016,28.19,B
23/07/2016,29.38,B
24/07/2016,29.58,B
25/07/2016,29.1,B
26/07/2016,28.98,B
27/07/2016,29.75,B
28/07/2016,30.98,B
29/07/2016,26.01,B
30/07/2016,28.46,B
31/07/2016,28.29,B
01/08/2016,28.46,B
02/08/2016,27.73,B
03/08/2016,,B
04/08/2016,,B
05/08/2016,,B
06/08/2016,NA,B
07/08/2016,26.23,B
08/08/2016,27.37,B
09/08/2016,25.18,B
10/08/2016,23.24,B
11/08/2016,24.9,B
12/08/2016,28.53,B
13/08/2016,28.37,B
14/08/2016,28.08,B
15/08/2016,28.22,B
16/08/2016,29.63,B
17/08/2016,26.25,B
18/08/2016,30.35,B
19/08/2016,32.89,B
20/08/2016,29.96,B
21/08/2016,30.81,B
22/08/2016,30.08,B
23/08/2016,30.39,B
24/08/2016,30.86,B
25/08/2016,26.42,B
26/08/2016,29.07,B
27/08/2016,28.46,B
28/08/2016,28.75,B
29/08/2016,28.27,B
30/08/2016,27.16,B
31/08/2016,28.66,B
01/09/2016,29.06,B
02/09/2016,25.8,B
03/09/2016,27.69,B
04/09/2016,29.17,B
05/09/2016,29.33,B
06/09/2016,27.31,B
07/09/2016,29.97,B
08/09/2016,30.14,B
09/09/2016,30.27,B
10/09/2016,30.21,B
11/09/2016,30.31,B
12/09/2016,29.33,B
13/09/2016,29.33,B
14/09/2016,30.51,B
15/09/2016,29.8,B
16/09/2016,29.87,B
17/09/2016,30.71,B
18/09/2016,31.05,B
19/09/2016,32.17,B
20/09/2016,31.72,B
21/09/2016,26.13,B
22/09/2016,28.93,B
23/09/2016,29.53,B
24/09/2016,29.97,B
25/09/2016,30.17,B
26/09/2016,30.75,B
27/09/2016,29.94,B
28/09/2016,30.41,B
29/09/2016,29.37,B
30/09/2016,30.51,B
01/10/2016,30.82,B
02/10/2016,30.24,B
03/10/2016,30.68,B
04/10/2016,30.48,B
05/10/2016,29.97,B
06/10/2016,29.67,B
07/10/2016,30.17,B
08/10/2016,31.46,B
09/10/2016,31.25,B
10/10/2016,29.43,B
11/10/2016,30.85,B
12/10/2016,29.54,B
13/10/2016,31.42,B
14/10/2016,30.98,B
15/10/2016,30.95,B
16/10/2016,30.65,B
17/10/2016,31.42,B
18/10/2016,29.9,B
19/10/2016,30.54,B
20/10/2016,31.22,B
21/10/2016,30.61,B
22/10/2016,30.82,B
23/10/2016,30.65,B
24/10/2016,31.3,B
25/10/2016,29.95,B
26/10/2016,28.9,B
27/10/2016,28.17,B
28/10/2016,28.9,B
29/10/2016,27.59,B
30/10/2016,29.41,B
31/10/2016,31.49,B
01/11/2016,30.15,B
02/11/2016,29.74,B
03/11/2016,29.03,B
04/11/2016,29.24,B
05/11/2016,28.93,B
06/11/2016,27.12,B
07/11/2016,28.84,B
08/11/2016,29.64,B
09/11/2016,28.59,B
10/11/2016,27.52,B
11/11/2016,26.22,B
12/11/2016,29.07,B
13/11/2016,28.8,B
14/11/2016,28.6,B
15/11/2016,26.81,B
16/11/2016,26.68,B
17/11/2016,27.42,B
18/11/2016,25.09,B
19/11/2016,26.22,B
20/11/2016,24.85,B
21/11/2016,26.08,B
22/11/2016,26.65,B
23/11/2016,20.52,B
24/11/2016,27.36,B
25/11/2016,29.72,B
26/11/2016,29.99,B
27/11/2016,28.61,B
28/11/2016,28.27,B
29/11/2016,29.15,B
30/11/2016,27.76,B
01/12/2016,26.69,B
02/12/2016,27.39,B
03/12/2016,27.49,B
04/12/2016,26.45,B
05/12/2016,24.17,B
06/12/2016,26.41,B
07/12/2016,28.1,B
08/12/2016,28.54,B
09/12/2016,28.34,B
10/12/2016,28.84,B
11/12/2016,28.06,B
12/12/2016,28.17,B
13/12/2016,26.27,B
14/12/2016,26.47,B
15/12/2016,26.75,B
16/12/2016,29.55,B
17/12/2016,29.71,B
18/12/2016,29.27,B
19/12/2016,27.79,B
20/12/2016,27.15,B
21/12/2016,28.17,B
22/12/2016,27.56,B
23/12/2016,26.61,B
24/12/2016,27.42,B
25/12/2016,26.37,B
26/12/2016,26.34,B
27/12/2016,26.41,B
28/12/2016,28.5,B
29/12/2016,30.45,B
30/12/2016,31.03,B
31/12/2016,29.17,B
