,ID,timedate.local,LocalTime,timestep,Temperature,Radiation,Rainfall,Denning,Moonlight,Duration,Intensity,Stop
1379,WDM133,04/12/2015 17:25,5:25 PM,11,21.55636364,0.031636364,0,No,1.316516816,160,43.89375,1
1380,WDM133,05/12/2015 17:45,5:45 PM,12,22.31083333,0.010833333,0,No,0.807407869,175,30,1
1381,WDM133,07/12/2015 17:50,5:50 PM,9,22.38333333,0.015,0,No,0.195863839,140,28.32143,1
1382,WDM133,08/12/2015 17:20,5:20 PM,10,23.275,0.0557,0,No,0.062389229,145,36.0069,1
1383,WDM133,09/12/2015 16:55,4:55 PM,13,22.44384615,0.027846154,0,No,0.008926244,190,29.00526,1
1384,WDM133,10/12/2015 16:30,4:30 PM,11,24.38272727,0.132181818,0,No,0,160,20.2125,1
1385,WDM133,12/12/2015 18:05,6:05 PM,7,18.36142857,0.000571429,3.302,No,0.02451772,100,27.76,1
1386,WDM133,13/12/2015 17:35,5:35 PM,6,22.185,0.035333333,0,No,0.141529077,95,51.64211,1
1387,WDM133,16/12/2015 17:00,5:00 PM,14,19.005,0.031785714,0,No,1.560131081,205,45.60976,1
1388,WDM133,19/12/2015 17:50,5:50 PM,7,20.94142857,0.029857143,0,No,4.906921585,110,24.14545,1
1389,WDM133,20/12/2015 17:55,5:55 PM,5,20.076,0.0212,0,No,6.305410439,80,56.6375,1
1390,WDM133,22/12/2015 18:15,6:15 PM,4,21.4775,0.00925,0,No,9.121013794,60,42.78333,1
1391,WDM133,23/12/2015 17:25,5:25 PM,10,20.228,0.0421,0,No,10.36352514,155,43.86452,1
1392,WDM133,24/12/2015 17:55,5:55 PM,7,21.22428571,0.016285714,0,No,11.12749101,110,43.6,1
1393,WDM133,26/12/2015 16:30,4:30 PM,15,19.84933333,0.066066667,0,No,9.902107128,220,68.20909,1
1394,WDM133,28/12/2015 16:45,4:45 PM,10,22.268,0.1067,0,No,7.273764488,150,12.8,1
1395,WDM133,29/12/2015 17:00,5:00 PM,11,21.64363636,0.087272727,0,No,6.013540288,165,21.87273,1
1396,WDM133,30/12/2015 17:25,5:25 PM,10,22.36,0.0473,0,No,4.823638609,155,36.72903,1
1397,WDM133,31/12/2015 17:45,5:45 PM,10,23.565,0.0317,0,No,3.746086823,145,32.11724,1
1398,WDM133,02/01/2016 17:30,5:30 PM,11,24.36636364,0.031818182,0,No,1.990208954,165,39.38788,1
1399,WDM133,04/01/2016 17:30,5:30 PM,6,23.03,0.088666667,0,No,0.792988459,85,16.54118,1
1400,WDM133,05/01/2016 17:25,5:25 PM,11,20.03727273,0.038909091,0,No,0.414144646,165,37.01212,1
1401,WDM133,06/01/2016 17:15,5:15 PM,8,21.88125,0.063,0,No,0.171782146,115,13.73913,1
1402,WDM133,07/01/2016 17:20,5:20 PM,9,22.73444444,0.09,0,No,0.045046789,135,49.27407,1
1403,WDM133,09/01/2016 17:30,5:30 PM,8,23.3575,0.069125,0,No,0,115,55.75652,1
1404,WDM133,10/01/2016 17:25,5:25 PM,9,22.89333333,0.049111111,0,No,0,135,33.00741,1
1405,WDM133,12/01/2016 17:30,5:30 PM,12,21.86166667,0.0365,0.254,No,0.241686667,175,37.41714,1
1406,WDM133,13/01/2016 18:05,6:05 PM,6,22.115,0.048166667,0,No,0.600870007,85,41.8,1
1407,WDM135,06/08/2016 17:00,5:00 PM,12,17.3825,0.009333333,0,No,0.550845292,175,47.52,1
1408,WDM135,07/08/2016 17:20,5:20 PM,9,19.31777778,0.027555556,0,No,0.979123044,135,27.91111,1
1409,WDM135,08/08/2016 16:30,4:30 PM,14,21.36714286,0.051857143,0,No,1.55185461,215,22.73953,1
1410,WDM135,10/08/2016 18:05,6:05 PM,6,18.54833333,0.022166667,0,No,3.133402592,95,18.78947,1
1411,WDM135,11/08/2016 16:45,4:45 PM,10,21.238,0.1505,0,No,4.134109257,150,50.54,1
1412,WDM135,12/08/2016 16:50,4:50 PM,11,22.63,0.048818182,0,No,5.273156916,170,42.00588,1
1413,WDM135,13/08/2016 17:05,5:05 PM,9,20.40222222,0.012777778,0,No,6.509228205,140,39.94286,1
1414,WDM135,14/08/2016 17:15,5:15 PM,9,22.24666667,0.041222222,0,No,7.791984344,140,23.66429,1
1415,WDM135,15/08/2016 16:40,4:40 PM,10,22.71,0.0614,0,No,9.074540871,150,31.77333,1
1416,WDM135,16/08/2016 17:35,5:35 PM,6,20.77333333,0.0145,0,No,10.25558219,95,37.15789,1
1417,WDM135,17/08/2016 17:40,5:40 PM,8,21.155,0.036125,0,No,11.16460917,125,38.896,1
1418,WDM135,18/08/2016 17:55,5:55 PM,5,23.188,0.0292,0,No,11.02223548,80,40.6,1
1419,WDM135,19/08/2016 17:30,5:30 PM,8,22.8625,0.012875,0,No,10.06763154,125,16.048,1
1420,WDM135,20/08/2016 17:45,5:45 PM,5,21.024,0.0362,0,No,8.623230936,80,26.9875,1
1421,WDM135,21/08/2016 16:35,4:35 PM,14,21.67428571,0.098428571,0,No,7.099295689,210,36.13333,1
1422,WDM135,22/08/2016 17:30,5:30 PM,8,22.705,0.078375,0,No,5.567076204,120,67.725,1
1423,WDM135,23/08/2016 17:20,5:20 PM,9,19.19666667,0.030333333,0,No,4.130261438,135,27.2,1
1424,WDM135,24/08/2016 17:00,5:00 PM,11,17.92636364,0.048909091,0,No,2.859076876,165,37.06061,1
1425,WDM135,25/08/2016 17:05,5:05 PM,9,21.59,0.115555556,0,No,1.817571091,140,30.11429,1
1426,WDM135,26/08/2016 17:20,5:20 PM,8,22.31125,0.103875,0,No,1.033762535,125,35.488,1
1428,WDM135,28/08/2016 17:20,5:20 PM,8,22.8775,0.039,0,No,0.193199981,125,26.608,1
1430,WDM135,30/08/2016 16:35,4:35 PM,10,21.882,0.1271,0,No,0.003496292,145,24.44828,1
1431,WDM135,31/08/2016 17:20,5:20 PM,10,20.205,0.0808,0,No,0,145,39.44828,1
1432,WDM135,01/09/2016 17:10,5:10 PM,12,22.42666667,0.070333333,0,No,0,180,38.61667,1
1433,WDM135,02/09/2016 17:35,5:35 PM,6,21.51666667,0.086833333,0,No,0.03023678,95,51.25263,1
1434,WDM135,03/09/2016 17:45,5:45 PM,5,22.632,0.0518,0,No,0.133398805,75,28.56,1
1435,WDM135,04/09/2016 18:00,6:00 PM,4,19.945,0.02125,0,No,0.338232518,60,18.78333,1
1436,WDM135,05/09/2016 17:25,5:25 PM,8,22.11375,0.056375,0,No,0.663952947,120,34.53333,1
1437,WDM135,06/09/2016 18:00,6:00 PM,7,20.02428571,0.010142857,0,No,1.133566186,100,36.37,1
1438,WDM135,07/09/2016 17:15,5:15 PM,8,22.86625,0.05,0,No,1.760584852,120,27.55,1
1439,WDM135,08/09/2016 17:20,5:20 PM,9,21.01,0.095111111,0.254,No,2.565022346,130,28.58462,1
1440,WDM135,09/09/2016 17:30,5:30 PM,10,21.364,0.0265,0,No,3.534605634,145,28.49655,1
1441,WDM135,11/09/2016 17:05,5:05 PM,12,22.88583333,0.040833333,0,No,5.930053054,175,29.73143,1
1442,WDM135,12/09/2016 17:30,5:30 PM,11,22.33909091,0.013363636,0,No,7.274300807,160,33.3,1
1443,WDM135,13/09/2016 17:35,5:35 PM,10,23.988,0.0443,0,No,8.632931395,150,40.58667,1
1444,WDM135,14/09/2016 17:45,5:45 PM,6,25.11833333,0.042666667,0,No,9.913215159,90,37.01111,1
1445,WDM135,15/09/2016 17:30,5:30 PM,7,23.18571429,0.059142857,0,No,11.00297817,105,20.66667,1
1446,WDM135,16/09/2016 17:30,5:30 PM,6,24.21,0.0545,0,No,11.12551448,95,37.48421,1
1447,WDM135,17/09/2016 17:25,5:25 PM,11,17.84727273,0.007545455,0,No,10.49525512,160,40.3875,1
1448,WDM135,18/09/2016 17:55,5:55 PM,6,22.83666667,0.0085,0,No,9.075466543,85,24.09412,1
1449,WDM135,19/09/2016 17:45,5:45 PM,7,24.46142857,0.024571429,0,No,7.527221661,105,34.44762,1
1450,WDM135,20/09/2016 16:35,4:35 PM,13,22.14,0.102769231,0,No,5.95383249,190,27.31053,1
1451,WDM135,21/09/2016 16:15,4:15 PM,12,22.92166667,0.0675,0,No,4.462729379,180,24.21667,1
1452,WDM135,22/09/2016 17:45,5:45 PM,11,20.96909091,0.014545455,0,No,3.142383216,170,30.91176,1
1453,WDM135,23/09/2016 17:35,5:35 PM,9,24.19111111,0.047555556,0,No,2.053301123,130,33.84615,1
1454,WDM135,24/09/2016 18:00,6:00 PM,5,24.526,0.0276,0,No,1.225147882,80,31.3375,1
1455,WDM135,26/09/2016 16:55,4:55 PM,10,16.485,0.0085,0.762,No,0.2883993,155,16.81935,1
1456,WDM135,27/09/2016 17:05,5:05 PM,9,23.47222222,0.071222222,0,No,0.095845514,130,44.82308,1
1457,WDM135,28/09/2016 17:15,5:15 PM,13,23.27,0.030769231,0,No,0.01741085,200,31.42,1
1458,WDM135,29/09/2016 17:40,5:40 PM,7,20.78,0.024428571,0,No,0.000242812,105,47.88571,1
1459,WDM135,30/09/2016 17:10,5:10 PM,11,20.63727273,0.017,0,No,0,160,24.63125,1
1460,WDM135,01/10/2016 17:05,5:05 PM,9,25.09333333,0.039444444,0,No,0.004724625,130,20.92308,1
1461,WDM135,02/10/2016 17:55,5:55 PM,5,21.626,0.0092,0,No,0.055343183,75,21.10667,1
1462,WDM135,03/10/2016 17:30,5:30 PM,8,22.8675,0.008375,0,No,0.18486522,120,31.30833,1
1463,WDM135,04/10/2016 17:20,5:20 PM,11,24.19272727,0.062545455,0,No,0.424737717,170,24.48235,1
1464,WDM135,05/10/2016 17:15,5:15 PM,11,19.86545455,0.004454545,0,No,0.806209701,165,31.11515,1
1465,WDM135,06/10/2016 17:45,5:45 PM,7,21.43,0.001714286,0,No,1.352174801,105,10.8,1
1466,WDM135,07/10/2016 17:15,5:15 PM,8,24.91125,0.02975,0,No,2.081377299,115,26.33913,1
1467,WDM135,09/10/2016 17:40,5:40 PM,6,24.24166667,0.026833333,0,No,4.126905862,85,56.31765,1
1468,WDM135,10/10/2016 17:20,5:20 PM,8,22.685,0.03875,0,No,5.405864518,115,27.13913,1
1469,WDM135,11/10/2016 17:15,5:15 PM,9,24.30777778,0.024111111,0,No,6.778055252,130,27.52308,1
1470,WDM135,12/10/2016 17:10,5:10 PM,8,23.84625,0.019625,0,No,8.167716857,115,25.6087,1
1471,WDM135,13/10/2016 17:25,5:25 PM,8,25.715,0.043875,0,No,9.501168824,125,26.888,1
1472,WDM135,14/10/2016 17:30,5:30 PM,8,25.42875,0.026625,0,No,10.66978512,120,45.95833,1
1473,WDM135,16/10/2016 18:05,6:05 PM,5,24.54,0.0044,0,No,10.8576674,80,30.625,1
1474,WDM135,17/10/2016 17:35,5:35 PM,7,23.49142857,0.009428571,0,No,9.467774961,105,39.47619,1
1475,WDM135,18/10/2016 17:50,5:50 PM,8,21.56125,0.003625,0,No,7.92018997,115,32.38261,1
1477,WDM135,21/10/2016 17:25,5:25 PM,7,22.15857143,0.015,0,No,3.495491529,110,46.71818,1
1478,WDM135,23/10/2016 17:40,5:40 PM,7,20.32428571,0.002285714,0,No,1.51145647,105,14.87619,1
1479,WDM135,24/10/2016 17:00,5:00 PM,9,25.36333333,0.035222222,0,No,0.877226514,130,51.51538,1
1480,WDM135,26/10/2016 17:30,5:30 PM,6,21.83166667,0.020833333,0,No,0.19176281,95,39.96842,1
1481,WDM135,28/10/2016 17:30,5:30 PM,8,22.5375,0.01525,0,No,0.008595542,125,42.92,1
1482,WDM135,29/10/2016 17:25,5:25 PM,8,21.4275,0.034125,0,No,0,120,34.625,1
1483,WDM135,31/10/2016 17:20,5:20 PM,7,26.13857143,0.057285714,0,No,0.011804482,105,40.71429,1
1484,WDM135,01/11/2016 17:10,5:10 PM,9,21.54888889,0.012111111,0,No,0.079713778,140,35.77857,1
1486,WDM135,06/11/2016 17:25,5:25 PM,8,18.86,0.018125,0,No,2.495791958,120,55.14167,1
1487,WDM135,07/11/2016 16:45,4:45 PM,13,19.11923077,0.032615385,3.048,No,3.552595012,195,27.85128,1
1488,WDM135,08/11/2016 16:40,4:40 PM,11,22.20909091,0.018727273,0,No,4.78698907,160,34.06875,1
1489,WDM135,10/11/2016 17:05,5:05 PM,8,21.54625,0.046875,0,No,7.545669159,125,30.904,1
1490,WDM135,12/11/2016 17:30,5:30 PM,7,23.18428571,0.037142857,0,No,10.19862122,100,33.4,1
1491,WDM135,14/11/2016 16:10,4:10 PM,16,23.236875,0.10475,0,No,11.01387856,235,23.60851,1
1492,WDM135,16/11/2016 17:05,5:05 PM,10,22.554,0.0878,0,No,8.434097531,145,42.69655,1
1493,WDM135,18/11/2016 17:00,5:00 PM,9,21.63,0.070222222,0,No,5.384001113,140,60.98571,1
1494,WDM135,19/11/2016 17:00,5:00 PM,7,21.67428571,0.069,0,No,4.041722924,110,24.49091,1
1495,WDM135,20/11/2016 17:30,5:30 PM,6,21.745,0.067,0,No,2.902664485,95,37.75789,1
1496,WDM135,21/11/2016 17:35,5:35 PM,5,21.546,0.032,0,No,1.972894139,80,51.8625,1
1497,WDM135,23/11/2016 17:10,5:10 PM,11,17.98818182,0.029272727,0.508,No,0.736082444,170,42.62941,1
1498,WDM135,24/11/2016 17:30,5:30 PM,8,20.97875,0.017125,0,No,0.381473968,115,50.38261,1
1499,WDM135,25/11/2016 16:55,4:55 PM,10,23.954,0.0799,0,No,0.163161666,150,37.65333,1
1500,WDM135,26/11/2016 16:45,4:45 PM,11,21.68090909,0.053818182,0,No,0.049262741,160,23.7125,1
1501,WDM135,27/11/2016 17:00,5:00 PM,9,21.48222222,0.053,0,No,0.006598711,140,30.57143,1
1502,WDM135,28/11/2016 17:05,5:05 PM,11,23.01909091,0.055545455,0,No,0,165,33.18788,1
1503,WDM135,29/11/2016 17:05,5:05 PM,11,22.06727273,0.036181818,0,No,0,160,44.60625,1
1504,WDM135,30/11/2016 17:15,5:15 PM,9,21.66555556,0.049888889,0,No,0.017588072,130,55.65385,1
1505,WDM135,01/12/2016 16:35,4:35 PM,11,19.29909091,0.047454545,0,No,0.104050156,170,21.92353,1
1506,WDM135,02/12/2016 16:10,4:10 PM,11,24.29363636,0.140363636,0,No,0.302451216,170,25.28235,1
1507,WDM135,03/12/2016 16:15,4:15 PM,18,22.30388889,0.096777778,0,No,0.655503928,275,39.45455,1
1508,WDM135,05/12/2016 17:20,5:20 PM,8,20.7225,0.0625,0,No,1.950865673,120,43.36667,1
1509,WDM135,06/12/2016 16:45,4:45 PM,10,22.376,0.1218,0,No,2.912987209,150,28.38,1
1510,WDM135,07/12/2016 16:35,4:35 PM,12,23.0975,0.109,0,No,4.07202218,180,29.92778,1
1511,WDM135,08/12/2016 17:15,5:15 PM,9,23.20444444,0.065111111,0,No,5.386774215,140,33.17143,1
1512,WDM135,09/12/2016 16:45,4:45 PM,11,23.73,0.091090909,0,No,6.790269955,160,29.49375,1
1513,WDM135,11/12/2016 17:05,5:05 PM,12,22.37166667,0.047416667,0,No,9.57171774,185,14.45946,1
1514,WDM135,12/12/2016 17:50,5:50 PM,6,22.69166667,0.0285,0,No,10.78116759,85,35.09412,1
1515,WDM135,13/12/2016 17:00,5:00 PM,11,20.89454545,0.036363636,0,No,11.08810163,160,45.975,1
1516,WDM135,14/12/2016 16:45,4:45 PM,11,22.35181818,0.111363636,0,No,10.55894396,165,31.78182,1
1517,WDM135,15/12/2016 17:20,5:20 PM,7,23.04,0.078714286,0,No,9.12457139,110,41.19091,1
1518,WDM135,16/12/2016 16:50,4:50 PM,12,24.54833333,0.078083333,0,No,7.633255674,175,25.12,1
1519,WDM135,17/12/2016 17:15,5:15 PM,8,24.7925,0.08225,0,No,6.184031918,125,22.752,1
1520,WDM135,18/12/2016 16:55,4:55 PM,13,23.95384615,0.066230769,0,No,4.844358028,190,24.26842,1
1521,WDM135,21/12/2016 17:50,5:50 PM,8,23.25375,0.032625,0,No,1.842985359,125,48.48,1
1522,WDM135,23/12/2016 17:35,5:35 PM,8,21.6825,0.057125,0,No,0.708835259,125,52.656,1
1523,WDM135,25/12/2016 17:40,5:40 PM,8,21.74125,0.034125,0,No,0.158436246,125,36.24,1
1524,WDM135,26/12/2016 18:00,6:00 PM,6,21.77833333,0.019666667,0,No,0.045626262,90,45.48889,1
1525,WDM135,27/12/2016 17:25,5:25 PM,11,21.97,0.032272727,0,No,0.005012305,170,47.33529,1
1526,WDM135,28/12/2016 17:40,5:40 PM,7,23.30571429,0.040857143,0,No,0,105,33.54286,1
1527,WDM135,29/12/2016 17:40,5:40 PM,8,24.1325,0.022125,0,No,0,115,24.53043,1
1528,WDM135,30/12/2016 17:35,5:35 PM,9,23.94333333,0.026666667,0,No,0.028274196,130,36.58462,1
1529,WDM135,01/01/2017 17:20,5:20 PM,14,21.90785714,0.047642857,0,No,0.392936013,205,40.12195,1
1530,WDM135,02/01/2017 18:00,6:00 PM,7,20.28285714,0.020142857,0,No,0.820120976,100,27.35,1
1531,WDM135,03/01/2017 17:50,5:50 PM,10,22.427,0.0332,0,No,1.45831253,150,38.02,1
1532,WDM135,05/01/2017 17:55,5:55 PM,7,22.79,0.027571429,0,No,3.379867569,100,41.27,1
1533,WDM135,06/01/2017 17:30,5:30 PM,8,23.3375,0.073625,0,No,4.636862028,120,34.575,1
1534,WDM135,07/01/2017 18:05,6:05 PM,6,23.02166667,0.035166667,0,No,6.025126631,95,25.68421,1
1535,WDM135,08/01/2017 18:05,6:05 PM,12,23.055,0.017083333,0,No,7.49158623,180,24.05,1
1536,WDM135,11/01/2017 17:40,5:40 PM,8,22.375,0.04425,0,No,11.14716397,115,29.30435,1
1537,WDM135,12/01/2017 17:50,5:50 PM,5,22.802,0.0562,0,No,10.98127002,80,26.25,1
1538,WDM135,13/01/2017 18:20,6:20 PM,9,21.54444444,0.013,0,No,9.919309564,140,40.75714,1
1539,WDM135,15/01/2017 18:20,6:20 PM,5,24.29,0.0178,0,No,7.161139178,70,25.31429,1
1540,WDM135,02/02/2017 18:05,6:05 PM,7,24.27142857,0.033,0,No,1.839831531,110,21.04545,1
1541,WDM135,03/02/2017 17:25,5:25 PM,7,25.39714286,0.106,0,No,2.832046939,110,27.85455,1
1542,WDM135,05/02/2017 18:25,6:25 PM,5,22.092,0.0078,0,No,5.433285574,70,36.77143,1
1544,WDM135,08/02/2017 18:05,6:05 PM,5,24.746,0.0608,0,No,9.754257034,75,40.81333,1
1545,WDM135,09/02/2017 18:10,6:10 PM,6,24.14333333,0.026,0,No,10.89500672,85,33.18824,1
1546,WDM135,10/02/2017 18:20,6:20 PM,6,24.905,0.026333333,0,No,11.13597653,95,31.45263,1
1547,WDM135,13/02/2017 18:10,6:10 PM,11,24.65909091,0.014,0,No,8.168939128,165,38.04242,1
1549,WDM135,17/02/2017 17:50,5:50 PM,8,22.5875,0.057375,0,No,3.425840045,125,36.584,1
1550,WDM135,20/02/2017 17:20,5:20 PM,12,23.83833333,0.106,0,No,1.077911577,175,17.79429,1
1551,WDM135,22/02/2017 17:35,5:35 PM,8,23.73875,0.0755,0,No,0.276590343,115,37.85217,1
1552,WDM135,23/02/2017 17:55,5:55 PM,7,23.09571429,0.026857143,0,No,0.091829589,110,12.95455,1
1553,WDM135,24/02/2017 18:10,6:10 PM,6,24.03833333,0.0265,0,No,0.014366812,90,36,1
1554,WDM135,25/02/2017 18:25,6:25 PM,5,23.91,0.012,0,No,2.29E-05,70,28.35714,1
1555,WDM135,27/02/2017 17:05,5:05 PM,15,24.484,0.0576,0,No,0.017896939,230,24.06522,1
1556,WDM135,28/02/2017 17:55,5:55 PM,8,24.18375,0.02025,0,No,0.125325895,120,36.81667,1
1557,WDM135,01/03/2017 18:25,6:25 PM,3,24.08666667,0.030666667,0,No,0.381065112,50,24.46,1
1558,WDM135,02/03/2017 18:15,6:15 PM,10,22.365,0.0131,0,No,0.835972887,150,34.07333,1
1559,WDM135,03/03/2017 18:10,6:10 PM,7,24.96428571,0.027142857,0,No,1.530278288,100,17.19,1
1560,WDM135,04/03/2017 18:10,6:10 PM,7,25.46142857,0.008428571,0,No,2.478291026,100,31.86,1
1561,WDM135,05/03/2017 18:05,6:05 PM,7,26.35285714,0.041,0,No,3.662109802,100,35.93,1
1562,WDM135,06/03/2017 18:20,6:20 PM,6,26.515,0.023333333,0,No,5.030488674,90,28.03333,1
1563,WDM135,13/03/2017 17:45,5:45 PM,7,24.23285714,0.032,0,No,10.22499938,105,41.15238,1
1564,WDM135,15/03/2017 18:20,6:20 PM,6,26.41666667,0.018666667,0,No,7.815466405,95,41.61053,1
1427,WDM136,27/08/2016 17:40,5:40 PM,7,18.20833333,0.023444444,0,No,0.50361044,100,37.08,1
1429,WDM136,29/08/2016 17:15,5:15 PM,12,21.65095238,0.077047619,0,No,0.047612175,180,46.01667,1
1476,WDM136,19/10/2016 17:40,5:40 PM,10,18.55588235,0.001411765,0,No,6.341751536,155,21.32903,1
1485,WDM136,03/11/2016 17:05,5:05 PM,10,20.085,0.0298,0,No,0.527583876,155,38.44516,1
1543,WDM136,06/02/2017 18:00,6:00 PM,8,23.014,0.020933333,0,No,6.918550857,125,55.928,1
1548,WDM136,16/02/2017 17:25,5:25 PM,13,24.16045455,0.034454545,0,No,4.480311857,195,52.72821,1
1565,WDM136,06/08/2016 18:00,6:00 PM,7,17.34142857,0.003285714,0,No,0.550845292,100,45.35,1
1566,WDM136,07/08/2016 17:05,5:05 PM,11,19.61545455,0.035818182,0,No,0.979123044,160,51.65,1
1567,WDM136,08/08/2016 17:40,5:40 PM,9,19.49888889,0.019888889,0,No,1.55185461,135,43.94815,1
1568,WDM136,10/08/2016 17:15,5:15 PM,12,18.66333333,0.043166667,0,No,3.133402592,180,45.49444,1
1569,WDM136,12/08/2016 18:15,6:15 PM,6,19.945,0.004,0,No,5.273156916,85,50.56471,1
1570,WDM136,13/08/2016 18:00,6:00 PM,7,18.95142857,0.006285714,0,No,6.509228205,105,13.44762,1
1571,WDM136,14/08/2016 17:00,5:00 PM,7,23.42428571,0.070285714,0,No,7.791984344,110,10.79091,1
1572,WDM136,17/08/2016 16:55,4:55 PM,9,22.40222222,0.111888889,0,No,11.16460917,135,8.844444,1
1573,WDM136,18/08/2016 18:15,6:15 PM,5,22.45,0.0156,0,No,11.02223548,80,13.375,1
1574,WDM136,19/08/2016 17:40,5:40 PM,9,22.37555556,0.010111111,0,No,10.06763154,140,30.78571,1
1575,WDM136,20/08/2016 17:05,5:05 PM,11,21.94727273,0.067818182,0,No,8.623230936,165,8.339394,1
1576,WDM136,21/08/2016 17:50,5:50 PM,8,20.16375,0.01025,0,No,7.099295689,115,42.74783,1
1577,WDM136,22/08/2016 18:05,6:05 PM,6,21.915,0.04,0,No,5.567076204,85,47.43529,1
1578,WDM136,23/08/2016 18:15,6:15 PM,9,17.6,0.007,0,No,4.130261438,140,19.62143,1
1579,WDM136,24/08/2016 17:50,5:50 PM,8,17.69125,0.0215,0,No,2.859076876,125,27.648,1
1580,WDM136,27/08/2016 17:40,5:40 PM,7,18.20833333,0.023444444,0,No,0.50361044,100,37.08,1
1581,WDM136,29/08/2016 17:15,5:15 PM,12,21.65095238,0.077047619,0,No,0.047612175,180,46.01667,1
1582,WDM136,30/08/2016 17:40,5:40 PM,12,19.17416667,0.028333333,0,No,0.003496292,175,41.4,1
1583,WDM136,31/08/2016 17:35,5:35 PM,9,19.86777778,0.057666667,0,No,0,135,32.67407,1
1584,WDM136,02/09/2016 17:50,5:50 PM,6,20.565,0.054,0,No,0.03023678,90,51.44444,1
1585,WDM136,04/09/2016 16:30,4:30 PM,14,21.53285714,0.086285714,0,No,0.338232518,215,40.49767,1
1586,WDM136,06/09/2016 17:25,5:25 PM,11,20.01090909,0.021909091,0,No,1.133566186,160,36.225,1
1587,WDM136,09/09/2016 17:45,5:45 PM,12,20.9275,0.012416667,0,No,3.534605634,180,40.18889,1
1588,WDM136,10/09/2016 18:25,6:25 PM,4,21.8175,0.004,0,No,4.66200156,55,45.14545,1
1589,WDM136,11/09/2016 18:00,6:00 PM,8,22.0375,0.01625,0,No,5.930053054,120,48.575,1
1590,WDM136,14/09/2016 17:25,5:25 PM,7,25.45285714,0.057857143,0,No,9.913215159,100,20.09,1
1591,WDM136,21/09/2016 18:05,6:05 PM,7,20.78,0.001285714,0,No,4.462729379,100,36.02,1
1592,WDM136,22/09/2016 17:20,5:20 PM,7,23.50428571,0.078428571,0,No,3.142383216,100,54.8,1
1593,WDM136,24/09/2016 17:20,5:20 PM,9,25.09666667,0.070888889,0,No,1.225147882,140,41.12857,1
1594,WDM136,27/09/2016 17:40,5:40 PM,8,22.44875,0.013625,0,No,0.095845514,125,46.896,1
1595,WDM136,28/09/2016 17:35,5:35 PM,8,23.69125,0.023,0,No,0.01741085,115,32.15652,1
1596,WDM136,29/09/2016 17:30,5:30 PM,5,21.73,0.0512,0,No,0.000242812,80,22.025,1
1597,WDM136,30/09/2016 17:05,5:05 PM,10,21.515,0.0292,0,No,0,150,45.96667,1
1598,WDM136,01/10/2016 16:40,4:40 PM,16,23.968125,0.0279375,0,No,0.004724625,240,31.97917,1
1599,WDM136,03/10/2016 17:25,5:25 PM,13,22.29384615,0.005153846,0,No,0.18486522,200,63.43,1
1600,WDM136,05/10/2016 17:30,5:30 PM,9,19.58777778,0.003444444,0,No,0.806209701,140,34.80714,1
1601,WDM136,07/10/2016 17:55,5:55 PM,5,24.44,0.0042,0,No,2.081377299,75,34.85333,1
1602,WDM136,08/10/2016 17:40,5:40 PM,7,24.79571429,0.024285714,0,No,3.010913625,100,18.94,1
1603,WDM136,09/10/2016 17:45,5:45 PM,5,24.426,0.0322,0,No,4.126905862,70,49.08571,1
1604,WDM136,10/10/2016 16:35,4:35 PM,13,23.46153846,0.072307692,0,No,5.405864518,195,14.4,1
1605,WDM136,12/10/2016 16:45,4:45 PM,12,23.90416667,0.041333333,0,No,8.167716857,185,17.17297,1
1606,WDM136,15/10/2016 18:20,6:20 PM,3,24.5,0.004666667,0,No,11.16690087,40,30.15,1
1607,WDM136,19/10/2016 17:40,5:40 PM,10,18.55588235,0.001411765,0,No,6.341751536,155,21.32903,1
1608,WDM136,21/10/2016 17:50,5:50 PM,5,22.052,0.009,0,No,3.495491529,75,37.56,1
