,RoundedDT,ID,LocalDate,LocalTime,Duration,Moonlight,Denning,Intensity,DateTime,Time1,Time2,Stop,AirTC_1_Avg,RH_1,AirTC_2_Avg,RH_2,Solar1_kW_Avg,Solar2_kW_Avg,WS_mph_S_WVT,WindDir_D1_WVT,Rain_in_Tot
18075,10/07/2015 08:00,WDF126,10/07/2015,6H 10M 0S,155,0.845737996,No,51.38065,10/07/2015 07:55,7,8,0,14.11,74.08,14.17,73.2,0.239,0.241,3.268,182.6,0
18078,10/07/2015 08:15,WDF126,10/07/2015,6H 10M 0S,155,0.845737996,No,51.38065,10/07/2015 08:10,8,9,0,15.14,71.05,15.23,70.61,0.267,0.269,4.154,156.2,0
18079,10/07/2015 08:30,WDF126,10/07/2015,6H 10M 0S,155,0.845737996,No,51.38065,10/07/2015 08:25,9,10,1,15.43,71.72,15.47,71.45,0.255,0.257,4.662,147.3,0
18092,11/07/2015 06:15,WDF126,11/07/2015,6H 20M 0S,95,0.395343511,No,34.14737,11/07/2015 06:20,0,1,0,13.06,83.6,12.92,84.5,0,0,3.084,174.3,0
18094,11/07/2015 06:30,WDF126,11/07/2015,6H 20M 0S,95,0.395343511,No,34.14737,11/07/2015 06:35,1,2,0,13.03,83.2,12.88,84.1,0,0.001,3.627,189.5,0
18095,11/07/2015 06:45,WDF126,11/07/2015,6H 20M 0S,95,0.395343511,No,34.14737,11/07/2015 06:50,2,3,0,13.01,83.7,12.88,84.6,0.005,0.005,4.209,189.5,0
18098,11/07/2015 07:00,WDF126,11/07/2015,6H 20M 0S,95,0.395343511,No,34.14737,11/07/2015 07:05,3,4,0,13.22,83.3,13.09,84,0.027,0.027,4.578,184.9,0
18100,11/07/2015 07:15,WDF126,11/07/2015,6H 20M 0S,95,0.395343511,No,34.14737,11/07/2015 07:20,4,5,0,13.5,79.14,13.4,79.41,0.071,0.071,5.698,184.1,0
18101,11/07/2015 07:30,WDF126,11/07/2015,6H 20M 0S,95,0.395343511,No,34.14737,11/07/2015 07:35,5,6,1,13.92,71.08,13.86,70.91,0.134,0.133,6.804,177.8,0
18108,12/07/2015 06:15,WDF126,12/07/2015,6H 10M 0S,145,0.14027356,No,25.66897,12/07/2015 06:10,0,1,0,13.08,83.5,12.93,84.4,0,0,3.344,168.2,0
18111,12/07/2015 06:30,WDF126,12/07/2015,6H 10M 0S,145,0.14027356,No,25.66897,12/07/2015 06:25,1,2,0,13.07,84.2,12.92,85.2,0.001,0.001,3.857,168.1,0
18113,12/07/2015 06:45,WDF126,12/07/2015,6H 10M 0S,145,0.14027356,No,25.66897,12/07/2015 06:40,2,3,0,13.07,85.1,12.92,86.2,0.006,0.006,3.854,175.2,0
18115,12/07/2015 07:00,WDF126,12/07/2015,6H 10M 0S,145,0.14027356,No,25.66897,12/07/2015 06:55,3,4,0,13.05,84.8,12.93,85.6,0.028,0.028,3.26,164.7,0
18116,12/07/2015 07:15,WDF126,12/07/2015,6H 10M 0S,145,0.14027356,No,25.66897,12/07/2015 07:10,4,5,0,13.35,83.3,13.26,83.7,0.077,0.076,4.033,160.3,0
18119,12/07/2015 07:30,WDF126,12/07/2015,6H 10M 0S,145,0.14027356,No,25.66897,12/07/2015 07:25,5,6,0,14.01,80,13.98,79.98,0.138,0.138,4.365,154.6,0
18120,12/07/2015 07:45,WDF126,12/07/2015,6H 10M 0S,145,0.14027356,No,25.66897,12/07/2015 07:40,6,7,0,14.66,77.09,14.7,76.79,0.203,0.204,5.187,149.6,0
18122,12/07/2015 08:00,WDF126,12/07/2015,6H 10M 0S,145,0.14027356,No,25.66897,12/07/2015 07:55,7,8,0,15.16,75.52,15.2,75.29,0.246,0.255,6.795,153.2,0
18123,12/07/2015 08:15,WDF126,12/07/2015,6H 10M 0S,145,0.14027356,No,25.66897,12/07/2015 08:10,8,9,0,15.89,71.52,15.93,71.18,0.317,0.321,6.309,154.2,0
18124,12/07/2015 08:30,WDF126,12/07/2015,6H 10M 0S,145,0.14027356,No,25.66897,12/07/2015 08:25,9,10,1,16.28,68.81,16.35,68.1,0.373,0.379,8.09,153.1,0
18125,13/07/2015 06:45,WDF126,13/07/2015,6H 45M 0S,150,0.029311466,No,55.50667,13/07/2015 06:45,0,1,0,12.63,88.1,12.51,89.4,0.007,0.007,1.608,145.5,0
18128,13/07/2015 07:00,WDF126,13/07/2015,6H 45M 0S,150,0.029311466,No,55.50667,13/07/2015 07:00,1,2,0,10.59,88.7,10.47,89.8,0.042,0.042,1.577,42.57,0
18129,13/07/2015 07:15,WDF126,13/07/2015,6H 45M 0S,150,0.029311466,No,55.50667,13/07/2015 07:15,2,3,0,10.74,85.9,10.65,86.6,0.093,0.093,0.472,47.11,0
18132,13/07/2015 07:30,WDF126,13/07/2015,6H 45M 0S,150,0.029311466,No,55.50667,13/07/2015 07:30,3,4,0,10.98,86,11,85.7,0.147,0.148,1.314,95.7,0
18133,13/07/2015 07:45,WDF126,13/07/2015,6H 45M 0S,150,0.029311466,No,55.50667,13/07/2015 07:45,4,5,0,11.68,81.6,11.76,80.8,0.212,0.214,1.924,75.68,0
18135,13/07/2015 08:00,WDF126,13/07/2015,6H 45M 0S,150,0.029311466,No,55.50667,13/07/2015 08:00,5,6,0,12.53,78.38,12.65,78.04,0.271,0.275,2.404,87,0
18137,13/07/2015 08:15,WDF126,13/07/2015,6H 45M 0S,150,0.029311466,No,55.50667,13/07/2015 08:15,6,7,0,13.91,75.22,13.96,74.68,0.302,0.306,2.151,84,0
18140,13/07/2015 08:30,WDF126,13/07/2015,6H 45M 0S,150,0.029311466,No,55.50667,13/07/2015 08:30,7,8,0,15.49,72.3,15.67,71.86,0.379,0.385,3.177,123.8,0
18141,13/07/2015 08:45,WDF126,13/07/2015,6H 45M 0S,150,0.029311466,No,55.50667,13/07/2015 08:45,8,9,0,17.04,69.48,17.2,68.57,0.434,0.441,4.592,163.5,0
18144,13/07/2015 09:00,WDF126,13/07/2015,6H 45M 0S,150,0.029311466,No,55.50667,13/07/2015 09:00,9,10,1,17.44,68.36,17.5,67.81,0.479,0.489,5.205,195,0
18147,14/07/2015 06:00,WDF126,14/07/2015,6H 5M 0S,150,0.00129165,No,24.88,14/07/2015 06:05,0,1,0,12.84,83.9,12.7,84.8,0,0,3.148,165.8,0
18148,14/07/2015 06:15,WDF126,14/07/2015,6H 5M 0S,150,0.00129165,No,24.88,14/07/2015 06:20,1,2,0,12.3,86,12.16,87.1,0,0,1.282,128.5,0
18149,14/07/2015 06:30,WDF126,14/07/2015,6H 5M 0S,150,0.00129165,No,24.88,14/07/2015 06:35,2,3,0,12.19,85.1,12.04,86.1,0.001,0.001,1.764,123.2,0
18151,14/07/2015 06:45,WDF126,14/07/2015,6H 5M 0S,150,0.00129165,No,24.88,14/07/2015 06:50,3,4,0,12.08,87,11.94,88,0.006,0.006,2.394,152.3,0
18153,14/07/2015 07:00,WDF126,14/07/2015,6H 5M 0S,150,0.00129165,No,24.88,14/07/2015 07:05,4,5,0,11.69,88.2,11.57,89.4,0.033,0.033,1.595,122.3,0
18154,14/07/2015 07:15,WDF126,14/07/2015,6H 5M 0S,150,0.00129165,No,24.88,14/07/2015 07:20,5,6,0,11.41,87.5,11.37,87.8,0.076,0.076,1.39,124.6,0
18157,14/07/2015 07:30,WDF126,14/07/2015,6H 5M 0S,150,0.00129165,No,24.88,14/07/2015 07:35,6,7,0,11.91,85.1,11.96,85,0.142,0.143,1.996,131.4,0
18158,14/07/2015 07:45,WDF126,14/07/2015,6H 5M 0S,150,0.00129165,No,24.88,14/07/2015 07:50,7,8,0,13.01,80.7,13.13,80,0.203,0.205,3.279,143.1,0
18160,14/07/2015 08:00,WDF126,14/07/2015,6H 5M 0S,150,0.00129165,No,24.88,14/07/2015 08:05,8,9,0,14.01,79.05,14.14,78.48,0.264,0.268,3.42,134,0
18162,14/07/2015 08:15,WDF126,14/07/2015,6H 5M 0S,150,0.00129165,No,24.88,14/07/2015 08:20,9,10,1,15,74.33,15.1,73.79,0.325,0.33,6.523,149.7,0
18171,15/07/2015 05:45,WDF126,15/07/2015,5H 50M 0S,210,0,No,49.76667,15/07/2015 05:50,0,1,0,14,81.7,13.87,82.6,0,0,4.476,148.2,0
18172,15/07/2015 06:00,WDF126,15/07/2015,5H 50M 0S,210,0,No,49.76667,15/07/2015 06:05,1,2,0,13.49,79.9,13.36,80.8,0,0,5.592,143.6,0
18173,15/07/2015 06:15,WDF126,15/07/2015,5H 50M 0S,210,0,No,49.76667,15/07/2015 06:20,2,3,0,12.78,81.9,12.64,82.9,0,0,3.179,138.3,0
18174,15/07/2015 06:30,WDF126,15/07/2015,5H 50M 0S,210,0,No,49.76667,15/07/2015 06:35,3,4,0,12.29,83,12.13,83.8,0.001,0.001,2.74,147,0
18176,15/07/2015 06:45,WDF126,15/07/2015,5H 50M 0S,210,0,No,49.76667,15/07/2015 06:50,4,5,0,12.22,82.8,12.09,83.5,0.006,0.006,1.328,173.9,0
18178,15/07/2015 07:00,WDF126,15/07/2015,5H 50M 0S,210,0,No,49.76667,15/07/2015 07:05,5,6,0,12.32,83.1,12.19,83.7,0.032,0.032,0.271,158.2,0
18180,15/07/2015 07:15,WDF126,15/07/2015,5H 50M 0S,210,0,No,49.76667,15/07/2015 07:20,6,7,0,12.04,83.2,11.93,83.9,0.083,0.083,0.792,294.7,0
18181,15/07/2015 07:30,WDF126,15/07/2015,5H 50M 0S,210,0,No,49.76667,15/07/2015 07:35,7,8,0,12.78,78.04,12.7,78.01,0.139,0.14,0.953,316.1,0
18184,15/07/2015 07:45,WDF126,15/07/2015,5H 50M 0S,210,0,No,49.76667,15/07/2015 07:50,8,9,0,14.36,70.01,14.36,70.04,0.2,0.202,0.659,140.3,0
18185,15/07/2015 08:00,WDF126,15/07/2015,5H 50M 0S,210,0,No,49.76667,15/07/2015 08:05,9,10,0,15.45,68.14,15.48,67.56,0.261,0.264,1.21,117.5,0
18187,15/07/2015 08:15,WDF126,15/07/2015,5H 50M 0S,210,0,No,49.76667,15/07/2015 08:20,10,11,0,16.36,63.49,16.49,62.48,0.32,0.325,3.236,128.9,0
18190,15/07/2015 08:30,WDF126,15/07/2015,5H 50M 0S,210,0,No,49.76667,15/07/2015 08:35,11,12,0,16.9,60.3,17.04,59.32,0.377,0.384,3.909,139,0
18192,15/07/2015 08:45,WDF126,15/07/2015,5H 50M 0S,210,0,No,49.76667,15/07/2015 08:50,12,13,0,17.72,56.57,17.86,55.63,0.435,0.443,4.961,159.3,0
18193,15/07/2015 09:00,WDF126,15/07/2015,5H 50M 0S,210,0,No,49.76667,15/07/2015 09:05,13,14,1,18.15,56.84,18.25,55.89,0.49,0.5,5.791,157.9,0
18198,16/07/2015 05:45,WDF126,16/07/2015,5H 50M 0S,200,0.0023398,No,39.79,16/07/2015 05:50,0,1,0,10.68,82.5,10.52,83.2,0,0,1.993,125,0
18199,16/07/2015 06:00,WDF126,16/07/2015,5H 50M 0S,200,0.0023398,No,39.79,16/07/2015 06:05,1,2,0,10.28,83.3,10.15,83.9,0,0,1.126,147,0
18201,16/07/2015 06:15,WDF126,16/07/2015,5H 50M 0S,200,0.0023398,No,39.79,16/07/2015 06:20,2,3,0,9.93,83.3,9.81,83.9,0,0,0.134,78.73,0
18202,16/07/2015 06:30,WDF126,16/07/2015,5H 50M 0S,200,0.0023398,No,39.79,16/07/2015 06:35,3,4,0,9.96,84.2,9.86,84.6,0.001,0.001,0.546,335.7,0
18204,16/07/2015 06:45,WDF126,16/07/2015,5H 50M 0S,200,0.0023398,No,39.79,16/07/2015 06:50,4,5,0,10.54,87,10.4,88,0.006,0.006,2.265,147,0
18206,16/07/2015 07:00,WDF126,16/07/2015,5H 50M 0S,200,0.0023398,No,39.79,16/07/2015 07:05,5,6,0,10.67,87.8,10.55,88.4,0.035,0.035,1.83,137.9,0
18209,16/07/2015 07:15,WDF126,16/07/2015,5H 50M 0S,200,0.0023398,No,39.79,16/07/2015 07:20,6,7,0,11.21,85.8,11.15,85.8,0.087,0.087,2.28,155.7,0
18211,16/07/2015 07:30,WDF126,16/07/2015,5H 50M 0S,200,0.0023398,No,39.79,16/07/2015 07:35,7,8,0,12.29,81.7,12.32,81.2,0.144,0.145,2.751,160.6,0
18213,16/07/2015 07:45,WDF126,16/07/2015,5H 50M 0S,200,0.0023398,No,39.79,16/07/2015 07:50,8,9,0,13,78.73,13.06,78.22,0.205,0.207,4.611,159.5,0
18215,16/07/2015 08:00,WDF126,16/07/2015,5H 50M 0S,200,0.0023398,No,39.79,16/07/2015 08:05,9,10,0,13.78,74.86,13.85,74.62,0.265,0.269,6.316,171.2,0
18217,16/07/2015 08:15,WDF126,16/07/2015,5H 50M 0S,200,0.0023398,No,39.79,16/07/2015 08:20,10,11,0,14.77,69.97,14.81,69.56,0.325,0.331,5.555,178.8,0
18219,16/07/2015 08:30,WDF126,16/07/2015,5H 50M 0S,200,0.0023398,No,39.79,16/07/2015 08:35,11,12,0,15.55,67.59,15.61,66.98,0.383,0.391,6.407,176.1,0
18220,16/07/2015 08:45,WDF126,16/07/2015,5H 50M 0S,200,0.0023398,No,39.79,16/07/2015 08:50,12,13,1,16.22,62.67,16.33,61.83,0.439,0.449,5.439,172.6,0
18225,17/07/2015 06:45,WDF126,17/07/2015,6H 50M 0S,140,0.056584041,No,38.55714,17/07/2015 06:50,0,1,0,12.25,87.3,12.12,88.2,0.005,0.006,4.045,192.5,0
18226,17/07/2015 07:00,WDF126,17/07/2015,6H 50M 0S,140,0.056584041,No,38.55714,17/07/2015 07:05,1,2,0,12.21,87.4,12.09,88.2,0.029,0.029,2.848,191.7,0
18228,17/07/2015 07:15,WDF126,17/07/2015,6H 50M 0S,140,0.056584041,No,38.55714,17/07/2015 07:20,2,3,0,12.46,86.3,12.39,86.6,0.077,0.076,1.786,177.6,0
18230,17/07/2015 07:30,WDF126,17/07/2015,6H 50M 0S,140,0.056584041,No,38.55714,17/07/2015 07:35,3,4,0,12.95,84.2,12.95,84.1,0.134,0.134,1.892,186.8,0
18233,17/07/2015 07:45,WDF126,17/07/2015,6H 50M 0S,140,0.056584041,No,38.55714,17/07/2015 07:50,4,5,0,13.56,81,13.62,80.4,0.193,0.195,2.089,177.5,0
18235,17/07/2015 08:00,WDF126,17/07/2015,6H 50M 0S,140,0.056584041,No,38.55714,17/07/2015 08:05,5,6,0,14.15,78.23,14.25,77.83,0.254,0.256,3.934,157.2,0
18236,17/07/2015 08:15,WDF126,17/07/2015,6H 50M 0S,140,0.056584041,No,38.55714,17/07/2015 08:20,6,7,0,14.75,75.52,14.87,75.08,0.312,0.317,3.46,175.2,0
18237,17/07/2015 08:30,WDF126,17/07/2015,6H 50M 0S,140,0.056584041,No,38.55714,17/07/2015 08:35,7,8,0,15.55,71.07,15.67,70.3,0.371,0.378,3.999,164.1,0
18238,17/07/2015 08:45,WDF126,17/07/2015,6H 50M 0S,140,0.056584041,No,38.55714,17/07/2015 08:50,8,9,1,16.49,66.73,16.65,65.99,0.428,0.437,3.119,178.2,0
18239,18/07/2015 06:15,WDF126,18/07/2015,6H 10M 0S,160,0.191953961,No,31.8125,18/07/2015 06:10,0,1,0,13.52,78.85,13.38,79.73,0,0,4.059,176.6,0
18242,18/07/2015 06:30,WDF126,18/07/2015,6H 10M 0S,160,0.191953961,No,31.8125,18/07/2015 06:25,1,2,0,13.37,79.97,13.25,80.8,0.001,0.001,4.171,173.8,0
18244,18/07/2015 06:45,WDF126,18/07/2015,6H 10M 0S,160,0.191953961,No,31.8125,18/07/2015 06:40,2,3,0,13.28,80.5,13.15,81.4,0.006,0.006,4.167,177.8,0
18245,18/07/2015 07:00,WDF126,18/07/2015,6H 10M 0S,160,0.191953961,No,31.8125,18/07/2015 06:55,3,4,0,13.31,80.5,13.19,81.1,0.027,0.027,4.892,189.7,0
18247,18/07/2015 07:15,WDF126,18/07/2015,6H 10M 0S,160,0.191953961,No,31.8125,18/07/2015 07:10,4,5,0,13.5,79.33,13.41,79.87,0.067,0.067,4.904,191,0
18250,18/07/2015 07:30,WDF126,18/07/2015,6H 10M 0S,160,0.191953961,No,31.8125,18/07/2015 07:25,5,6,0,13.88,77.06,13.81,77.73,0.121,0.121,6.667,197.9,0
18251,18/07/2015 07:45,WDF126,18/07/2015,6H 10M 0S,160,0.191953961,No,31.8125,18/07/2015 07:40,6,7,0,14.42,74.01,14.37,74.35,0.179,0.181,7.905,199.2,0
18253,18/07/2015 08:00,WDF126,18/07/2015,6H 10M 0S,160,0.191953961,No,31.8125,18/07/2015 07:55,7,8,0,15.08,71.26,15.06,71.53,0.238,0.24,7.558,192.7,0
18255,18/07/2015 08:15,WDF126,18/07/2015,6H 10M 0S,160,0.191953961,No,31.8125,18/07/2015 08:10,8,9,0,15.71,68.47,15.69,68.54,0.298,0.303,8.15,192.6,0
18258,18/07/2015 08:30,WDF126,18/07/2015,6H 10M 0S,160,0.191953961,No,31.8125,18/07/2015 08:25,9,10,0,16.59,64.91,16.6,64.57,0.35,0.355,6.796,180.3,0
18260,18/07/2015 08:45,WDF126,18/07/2015,6H 10M 0S,160,0.191953961,No,31.8125,18/07/2015 08:40,10,11,1,17.25,62.4,17.3,61.86,0.403,0.411,5.871,175.7,0
18261,19/07/2015 06:15,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 06:10,0,1,0,15.24,80.4,15.12,81.2,0,0,0.401,36.69,0
18264,19/07/2015 06:30,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 06:25,1,2,0,15.52,78.83,15.4,79.51,0,0,0.092,26.65,0
18266,19/07/2015 06:45,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 06:40,2,3,0,15.69,79.57,15.56,80.1,0.001,0.002,0.137,194.1,0
18267,19/07/2015 07:00,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 06:55,3,4,0,15.81,78.39,15.68,79.1,0.007,0.007,0.33,179.7,0
18270,19/07/2015 07:15,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 07:10,4,5,0,15.83,78.05,15.7,78.99,0.014,0.015,0.972,74.93,0
18271,19/07/2015 07:30,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 07:25,5,6,0,15.94,78.01,15.78,78.83,0.029,0.03,0.52,37.09,0.254
18273,19/07/2015 07:45,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 07:40,6,7,0,16.24,77.84,16.1,78.52,0.049,0.051,0.836,28.4,0
18275,19/07/2015 08:00,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 07:55,7,8,0,16.42,77.67,16.27,78.62,0.073,0.075,1.768,17.21,0
18277,19/07/2015 08:15,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 08:10,8,9,0,16.67,77.91,16.51,78.69,0.113,0.116,2.645,17.16,0
18280,19/07/2015 08:30,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 08:25,9,10,0,17.17,78.05,17.12,79.1,0.204,0.208,2.219,19.17,0
18281,19/07/2015 08:45,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 08:40,10,11,0,18.42,73.38,18.55,71.89,0.295,0.299,2.694,2.907,0.254
18282,19/07/2015 09:00,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 08:55,11,12,0,19.21,71.04,19.45,69.89,0.287,0.292,1.832,353.2,0
18283,19/07/2015 09:15,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 09:10,12,13,0,19.97,67.04,20.25,64.94,0.457,0.466,2.225,355,0
18284,19/07/2015 09:30,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 09:25,13,14,0,21.18,59.32,21.54,56.88,0.481,0.489,3.136,67.87,0
18285,19/07/2015 09:45,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 09:40,14,15,0,21.22,59.11,21.29,58.33,0.368,0.374,2.21,49.98,0
18286,19/07/2015 10:00,WDF126,19/07/2015,6H 10M 0S,245,0.433289481,No,61.21633,19/07/2015 09:55,15,16,1,21.72,56.47,21.79,54.98,0.588,0.599,2.74,39.33,0
18287,20/07/2015 06:00,WDF126,20/07/2015,6H 5M 0S,140,0.80402612,No,30.05714,20/07/2015 06:05,0,1,0,14.59,82.4,14.44,82.6,0,0,3.713,207.6,0
18288,20/07/2015 06:15,WDF126,20/07/2015,6H 5M 0S,140,0.80402612,No,30.05714,20/07/2015 06:20,1,2,0,14.3,83.2,14.14,83.4,0,0,3.404,189,0
18289,20/07/2015 06:30,WDF126,20/07/2015,6H 5M 0S,140,0.80402612,No,30.05714,20/07/2015 06:35,2,3,0,14.11,83.5,13.95,83.6,0.001,0.001,2.927,198.3,0
18290,20/07/2015 06:45,WDF126,20/07/2015,6H 5M 0S,140,0.80402612,No,30.05714,20/07/2015 06:50,3,4,0,13.91,84.6,13.75,85.1,0.005,0.006,3.695,186.1,0
18291,20/07/2015 07:00,WDF126,20/07/2015,6H 5M 0S,140,0.80402612,No,30.05714,20/07/2015 07:05,4,5,0,13.93,84.5,13.81,85.1,0.023,0.023,2.397,159.8,0
18292,20/07/2015 07:15,WDF126,20/07/2015,6H 5M 0S,140,0.80402612,No,30.05714,20/07/2015 07:20,5,6,0,13.97,85.2,14,86.2,0.062,0.062,1.524,182.3,0
18293,20/07/2015 07:30,WDF126,20/07/2015,6H 5M 0S,140,0.80402612,No,30.05714,20/07/2015 07:35,6,7,0,14.3,85.1,14.46,85.5,0.056,0.057,0.915,161.5,0
18294,20/07/2015 07:45,WDF126,20/07/2015,6H 5M 0S,140,0.80402612,No,30.05714,20/07/2015 07:50,7,8,0,14.76,85.2,14.81,85.6,0.077,0.079,0.494,66.61,0
18295,20/07/2015 08:00,WDF126,20/07/2015,6H 5M 0S,140,0.80402612,No,30.05714,20/07/2015 08:05,8,9,1,15.36,85.3,15.37,85.6,0.107,0.108,0.363,127.9,0
18296,21/07/2015 06:00,WDF126,21/07/2015,6H 5M 0S,90,1.318714381,No,49.28889,21/07/2015 06:05,0,1,0,13.21,86.4,13.1,87.1,0,0,2.804,158.4,0
18299,21/07/2015 06:15,WDF126,21/07/2015,6H 5M 0S,90,1.318714381,No,49.28889,21/07/2015 06:20,1,2,0,13.24,86.7,13.12,87.6,0,0,3.614,157.3,0
18300,21/07/2015 06:30,WDF126,21/07/2015,6H 5M 0S,90,1.318714381,No,49.28889,21/07/2015 06:35,2,3,0,13.24,86.7,13.14,87.5,0,0.001,3.473,150.5,0
18302,21/07/2015 06:45,WDF126,21/07/2015,6H 5M 0S,90,1.318714381,No,49.28889,21/07/2015 06:50,3,4,0,13.05,86.5,12.95,87.2,0.005,0.005,2.229,139,0
18304,21/07/2015 07:00,WDF126,21/07/2015,6H 5M 0S,90,1.318714381,No,49.28889,21/07/2015 07:05,4,5,0,12.76,86.6,12.7,87.5,0.021,0.021,1.754,130.6,0
18306,21/07/2015 07:15,WDF126,21/07/2015,6H 5M 0S,90,1.318714381,No,49.28889,21/07/2015 07:20,5,6,1,12.75,87.3,12.75,88.3,0.052,0.052,1.855,142.1,0
18317,22/07/2015 06:00,WDF126,22/07/2015,6H 5M 0S,175,1.978099383,No,52.22286,22/07/2015 06:05,0,1,0,15,76.22,14.88,76.7,0,0,6.073,192.1,0
18319,22/07/2015 06:15,WDF126,22/07/2015,6H 5M 0S,175,1.978099383,No,52.22286,22/07/2015 06:20,1,2,0,14.87,77.04,14.75,77.68,0,0,5.165,183.8,0
18321,22/07/2015 06:30,WDF126,22/07/2015,6H 5M 0S,175,1.978099383,No,52.22286,22/07/2015 06:35,2,3,0,14.73,78.12,14.62,78.63,0,0.001,6.058,178.2,0
18322,22/07/2015 06:45,WDF126,22/07/2015,6H 5M 0S,175,1.978099383,No,52.22286,22/07/2015 06:50,3,4,0,14.58,79,14.48,79.58,0.002,0.002,6.525,184.7,0
18324,22/07/2015 07:00,WDF126,22/07/2015,6H 5M 0S,175,1.978099383,No,52.22286,22/07/2015 07:05,4,5,0,14.48,79.27,14.38,79.92,0.009,0.01,7.189,183.6,0
18327,22/07/2015 07:15,WDF126,22/07/2015,6H 5M 0S,175,1.978099383,No,52.22286,22/07/2015 07:20,5,6,0,14.44,79.37,14.34,79.95,0.021,0.022,6.618,190.9,0
18328,22/07/2015 07:30,WDF126,22/07/2015,6H 5M 0S,175,1.978099383,No,52.22286,22/07/2015 07:35,6,7,0,14.47,79.14,14.37,79.88,0.037,0.039,7.072,188.1,0
18331,22/07/2015 07:45,WDF126,22/07/2015,6H 5M 0S,175,1.978099383,No,52.22286,22/07/2015 07:50,7,8,0,14.61,78.56,14.5,79.54,0.059,0.06,6.764,185.4,0
18333,22/07/2015 08:00,WDF126,22/07/2015,6H 5M 0S,175,1.978099383,No,52.22286,22/07/2015 08:05,8,9,0,14.89,76.93,14.79,77.92,0.086,0.088,6.541,185.3,0
18334,22/07/2015 08:15,WDF126,22/07/2015,6H 5M 0S,175,1.978099383,No,52.22286,22/07/2015 08:20,9,10,0,15.26,75.28,15.17,76.22,0.105,0.107,6.168,183.4,0
18336,22/07/2015 08:30,WDF126,22/07/2015,6H 5M 0S,175,1.978099383,No,52.22286,22/07/2015 08:35,10,11,0,15.71,73.18,15.62,74.23,0.119,0.122,5.364,176.7,0
18339,22/07/2015 08:45,WDF126,22/07/2015,6H 5M 0S,175,1.978099383,No,52.22286,22/07/2015 08:50,11,12,1,16.22,70.4,16.14,71.08,0.148,0.151,5.596,168.7,0
18344,23/07/2015 06:00,WDF126,23/07/2015,6H 5M 0S,315,2.800075456,No,49.47937,23/07/2015 06:05,0,1,0,13.87,83.8,13.77,84.4,0,0,2.099,150.3,0
18345,23/07/2015 06:15,WDF126,23/07/2015,6H 5M 0S,315,2.800075456,No,49.47937,23/07/2015 06:20,1,2,0,13.66,84.5,13.57,84.9,0,0,1.694,159.3,0
18346,23/07/2015 06:30,WDF126,23/07/2015,6H 5M 0S,315,2.800075456,No,49.47937,23/07/2015 06:35,2,3,0,13.59,84.6,13.47,85.1,0,0.001,1.404,175.8,0
18347,23/07/2015 06:45,WDF126,23/07/2015,6H 5M 0S,315,2.800075456,No,49.47937,23/07/2015 06:50,3,4,0,13.63,85.6,13.5,86,0.004,0.005,2.383,170.6,0
18348,23/07/2015 07:00,WDF126,23/07/2015,6H 5M 0S,315,2.800075456,No,49.47937,23/07/2015 07:05,4,5,0,13.81,85.9,13.71,86.7,0.025,0.025,2.406,147.2,0
18349,23/07/2015 07:15,WDF126,23/07/2015,6H 5M 0S,315,2.800075456,No,49.47937,23/07/2015 07:20,5,6,0,14.16,86.2,14.16,87.5,0.081,0.081,2.683,162.6,0
18350,23/07/2015 07:30,WDF126,23/07/2015,6H 5M 0S,315,2.800075456,No,49.47937,23/07/2015 07:35,6,7,0,14.86,85.5,15.02,86.2,0.128,0.129,2.487,165.8,0
18351,23/07/2015 07:45,WDF126,23/07/2015,6H 5M 0S,315,2.800075456,No,49.47937,23/07/2015 07:50,7,8,0,15.49,82.8,15.75,82,0.233,0.234,4.914,153.8,0
18352,23/07/2015 08:00,WDF126,23/07/2015,6H 5M 0S,315,2.800075456,No,49.47937,23/07/2015 08:05,8,9,0,16.11,76.49,16.44,74.56,0.2,0.201,5.859,160,0
18353,23/07/2015 08:15,WDF126,23/07/2015,6H 5M 0S,315,2.800075456,No,49.47937,23/07/2015 08:20,9,10,0,16.36,72.46,16.56,71.13,0.161,0.162,5.429,159.5,0
