,RoundedDT,ID,LocalDate,LocalTime,Duration,Moonlight,Denning,Intensity,DateTime,Time1,Time2,Stop,AirTC_1_Avg,RH_1,AirTC_2_Avg,RH_2,Solar1_kW_Avg,Solar2_kW_Avg,WS_mph_S_WVT,WindDir_D1_WVT,Rain_in_Tot
14014,09/02/2015 06:15,WDF126,09/02/2015,5H 45M 0S,170,4.941047235,No,47.84706,09/02/2015 06:15,2,3,0,10.84,85.5,10.75,85.8,0,0,1.095,49.13,0
14019,09/02/2015 06:30,WDF126,09/02/2015,5H 45M 0S,170,4.941047235,No,47.84706,09/02/2015 06:30,3,4,0,10.39,86.8,10.26,87.3,0,0,1.956,170.5,0
14022,09/02/2015 06:45,WDF126,09/02/2015,5H 45M 0S,170,4.941047235,No,47.84706,09/02/2015 06:45,4,5,0,9.92,87.6,9.81,88.1,0.003,0.003,1.986,255.8,0
14024,09/02/2015 07:00,WDF126,09/02/2015,5H 45M 0S,170,4.941047235,No,47.84706,09/02/2015 07:00,5,6,0,10,80.8,9.93,79.93,0.026,0.027,2.335,268,0
14028,09/02/2015 07:15,WDF126,09/02/2015,5H 45M 0S,170,4.941047235,No,47.84706,09/02/2015 07:15,6,7,0,10.46,81.2,10.41,80.8,0.077,0.078,1.578,271,0
14030,09/02/2015 07:30,WDF126,09/02/2015,5H 45M 0S,170,4.941047235,No,47.84706,09/02/2015 07:30,7,8,0,11.53,76.1,11.49,75.06,0.143,0.143,0.083,210.4,0
14034,09/02/2015 07:45,WDF126,09/02/2015,5H 45M 0S,170,4.941047235,No,47.84706,09/02/2015 07:45,8,9,0,12.69,71.84,12.67,71.3,0.138,0.143,1.097,72.68,0
14036,09/02/2015 08:00,WDF126,09/02/2015,5H 45M 0S,170,4.941047235,No,47.84706,09/02/2015 08:00,9,10,0,13.61,63.98,13.76,61.81,0.179,0.141,2.816,119.2,0
14038,09/02/2015 08:15,WDF126,09/02/2015,5H 45M 0S,170,4.941047235,No,47.84706,09/02/2015 08:15,10,11,1,15.24,57.27,15.39,55.95,0.331,0.276,3.033,153.9,0
14082,11/02/2015 05:15,WDF126,11/02/2015,5H 10M 0S,215,2.696582972,No,52.27907,11/02/2015 05:10,0,1,0,11.46,80.1,11.35,80.5,0,0,2.18,236.6,0
14083,11/02/2015 05:30,WDF126,11/02/2015,5H 10M 0S,215,2.696582972,No,52.27907,11/02/2015 05:25,1,2,0,11.4,78.3,11.28,78.61,0,0,3,228.3,0
14085,11/02/2015 05:45,WDF126,11/02/2015,5H 10M 0S,215,2.696582972,No,52.27907,11/02/2015 05:40,2,3,0,11.26,81,11.15,81.4,0,0,1.153,270.4,0
14087,11/02/2015 06:00,WDF126,11/02/2015,5H 10M 0S,215,2.696582972,No,52.27907,11/02/2015 05:55,3,4,0,11.65,79.76,11.53,80.1,0,0,1.957,233.3,0
14089,11/02/2015 06:15,WDF126,11/02/2015,5H 10M 0S,215,2.696582972,No,52.27907,11/02/2015 06:10,4,5,0,11.79,78.44,11.67,78.81,0,0,3.59,221.1,0
14094,11/02/2015 06:30,WDF126,11/02/2015,5H 10M 0S,215,2.696582972,No,52.27907,11/02/2015 06:25,5,6,0,11.72,80.6,11.6,81,0,0,3.416,219,0
14096,11/02/2015 06:45,WDF126,11/02/2015,5H 10M 0S,215,2.696582972,No,52.27907,11/02/2015 06:40,6,7,0,11.37,80.9,11.26,81.4,0.003,0.003,1.744,251.2,0
14103,11/02/2015 07:00,WDF126,11/02/2015,5H 10M 0S,215,2.696582972,No,52.27907,11/02/2015 06:55,7,8,0,11.14,81.1,11.01,81.4,0.019,0.019,2.191,190,0
14107,11/02/2015 07:15,WDF126,11/02/2015,5H 10M 0S,215,2.696582972,No,52.27907,11/02/2015 07:10,8,9,0,10.65,82.8,10.59,82.7,0.071,0.071,3.642,142.8,0
14108,11/02/2015 07:30,WDF126,11/02/2015,5H 10M 0S,215,2.696582972,No,52.27907,11/02/2015 07:25,9,10,0,10.91,80.2,10.93,79.93,0.127,0.127,3.261,148.7,0
14115,11/02/2015 07:45,WDF126,11/02/2015,5H 10M 0S,215,2.696582972,No,52.27907,11/02/2015 07:40,10,11,0,11.49,76.48,11.54,75.87,0.112,0.195,4.012,169.6,0
14117,11/02/2015 08:00,WDF126,11/02/2015,5H 10M 0S,215,2.696582972,No,52.27907,11/02/2015 07:55,11,12,0,12.43,72.68,12.52,71.8,0.19,0.098,3.597,161.7,0
14122,11/02/2015 08:15,WDF126,11/02/2015,5H 10M 0S,215,2.696582972,No,52.27907,11/02/2015 08:10,12,13,0,13.4,68.04,13.52,67.16,0.323,0.261,3.515,145.8,0
14123,11/02/2015 08:30,WDF126,11/02/2015,5H 10M 0S,215,2.696582972,No,52.27907,11/02/2015 08:25,13,14,1,14.48,65.81,14.61,64.79,0.39,0.374,3.741,138.5,0
14141,12/02/2015 06:30,WDF126,12/02/2015,6H 35M 0S,85,1.776730835,No,34.25882,12/02/2015 06:35,0,1,0,10.75,61.64,10.65,61.03,0,0,1.655,297.3,0
14142,12/02/2015 06:45,WDF126,12/02/2015,6H 35M 0S,85,1.776730835,No,34.25882,12/02/2015 06:50,1,2,0,10.95,59.1,10.81,58.42,0.001,0.002,0,0,0
14145,12/02/2015 07:00,WDF126,12/02/2015,6H 35M 0S,85,1.776730835,No,34.25882,12/02/2015 07:05,2,3,0,10.74,60.29,10.63,59.64,0.013,0.013,0.362,247.9,0
14146,12/02/2015 07:15,WDF126,12/02/2015,6H 35M 0S,85,1.776730835,No,34.25882,12/02/2015 07:20,3,4,0,10.84,60.76,10.74,60.36,0.069,0.068,1.278,254.2,0
14148,12/02/2015 07:30,WDF126,12/02/2015,6H 35M 0S,85,1.776730835,No,34.25882,12/02/2015 07:35,4,5,0,12.5,52.26,12.41,51.35,0.118,0.122,1.737,215.4,0
14151,12/02/2015 07:45,WDF126,12/02/2015,6H 35M 0S,85,1.776730835,No,34.25882,12/02/2015 07:50,5,6,1,14.05,51.58,14.05,50.16,0.095,0.161,1.811,161.4,0
14185,14/02/2015 06:15,WDF126,14/02/2015,6H 10M 0S,135,0.521915358,No,45.1037,14/02/2015 06:10,0,1,0,12.96,62.62,12.82,61.51,0,0,0.976,253.4,0
14189,14/02/2015 06:30,WDF126,14/02/2015,6H 10M 0S,135,0.521915358,No,45.1037,14/02/2015 06:25,1,2,0,12.92,62.56,12.84,61.74,0,0,0.585,127.2,0
14196,14/02/2015 06:45,WDF126,14/02/2015,6H 10M 0S,135,0.521915358,No,45.1037,14/02/2015 06:40,2,3,0,12.74,64.25,12.68,63.17,0.002,0.003,1.201,234.9,0
14198,14/02/2015 07:00,WDF126,14/02/2015,6H 10M 0S,135,0.521915358,No,45.1037,14/02/2015 06:55,3,4,0,12.87,64.59,12.78,64.39,0.017,0.018,1.572,212.5,0
14201,14/02/2015 07:15,WDF126,14/02/2015,6H 10M 0S,135,0.521915358,No,45.1037,14/02/2015 07:10,4,5,0,13.42,63.98,13.4,64.35,0.064,0.064,0.538,156.2,0
14207,14/02/2015 07:30,WDF126,14/02/2015,6H 10M 0S,135,0.521915358,No,45.1037,14/02/2015 07:25,5,6,0,14.27,59.54,14.4,57.65,0.118,0.121,1.553,135.8,0
14212,14/02/2015 07:45,WDF126,14/02/2015,6H 10M 0S,135,0.521915358,No,45.1037,14/02/2015 07:40,6,7,0,15.23,56.22,15.44,54.36,0.113,0.173,2.038,157.9,0
14213,14/02/2015 08:00,WDF126,14/02/2015,6H 10M 0S,135,0.521915358,No,45.1037,14/02/2015 07:55,7,8,0,16.92,48.5,17.28,45.89,0.212,0.105,2.419,180.7,0
14217,14/02/2015 08:15,WDF126,14/02/2015,6H 10M 0S,135,0.521915358,No,45.1037,14/02/2015 08:10,8,9,1,17.84,45.32,18.29,42.64,0.324,0.319,3.808,176.3,0
14228,15/02/2015 06:00,WDF126,15/02/2015,6H 0M 0S,150,0.199365364,No,67.80667,15/02/2015 06:00,0,1,0,15.24,71.37,15.13,70.87,0,0,0.045,277.4,0
14230,15/02/2015 06:15,WDF126,15/02/2015,6H 0M 0S,150,0.199365364,No,67.80667,15/02/2015 06:15,1,2,0,14.74,72.59,14.7,71.78,0,0,0.252,277.2,0
14234,15/02/2015 06:30,WDF126,15/02/2015,6H 0M 0S,150,0.199365364,No,67.80667,15/02/2015 06:30,2,3,0,14.71,76.66,14.59,76.66,0,0,2.172,252.3,0
14236,15/02/2015 06:45,WDF126,15/02/2015,6H 0M 0S,150,0.199365364,No,67.80667,15/02/2015 06:45,3,4,0,15.18,77.51,15.04,77.65,0.001,0.002,2.9,243.4,0
14239,15/02/2015 07:00,WDF126,15/02/2015,6H 0M 0S,150,0.199365364,No,67.80667,15/02/2015 07:00,4,5,0,15.47,77.11,15.36,77.85,0.013,0.013,3.798,227.4,0
14243,15/02/2015 07:15,WDF126,15/02/2015,6H 0M 0S,150,0.199365364,No,67.80667,15/02/2015 07:15,5,6,0,15.79,76.4,15.73,77.31,0.043,0.043,2.844,227.3,0
14246,15/02/2015 07:30,WDF126,15/02/2015,6H 0M 0S,150,0.199365364,No,67.80667,15/02/2015 07:30,6,7,0,16.46,75.52,16.52,76.87,0.1,0.102,2.041,267.7,0
14248,15/02/2015 07:45,WDF126,15/02/2015,6H 0M 0S,150,0.199365364,No,67.80667,15/02/2015 07:45,7,8,0,17.76,73.86,17.9,74.3,0.127,0.135,0.858,36.79,0
14251,15/02/2015 08:00,WDF126,15/02/2015,6H 0M 0S,150,0.199365364,No,67.80667,15/02/2015 08:00,8,9,0,19.39,66.84,19.58,66.16,0.215,0.187,1.195,115.8,0
14253,15/02/2015 08:15,WDF126,15/02/2015,6H 0M 0S,150,0.199365364,No,67.80667,15/02/2015 08:15,9,10,1,20.79,57.12,21.14,55.36,0.298,0.283,3.459,186.2,0
14295,17/02/2015 06:00,WDF126,17/02/2015,6H 5M 0S,195,0.002072489,No,53.14872,17/02/2015 06:05,0,1,0,15.97,76.99,15.88,77.6,0,0,7.012,204.5,0
14298,17/02/2015 06:15,WDF126,17/02/2015,6H 5M 0S,195,0.002072489,No,53.14872,17/02/2015 06:20,1,2,0,15.94,76.32,15.84,77.03,0,0,5.703,211.2,0
14301,17/02/2015 06:30,WDF126,17/02/2015,6H 5M 0S,195,0.002072489,No,53.14872,17/02/2015 06:35,2,3,0,15.89,76.52,15.77,77.2,0,0,4.882,188.3,0
14304,17/02/2015 06:45,WDF126,17/02/2015,6H 5M 0S,195,0.002072489,No,53.14872,17/02/2015 06:50,3,4,0,15.82,76.49,15.69,77.23,0.002,0.003,3.853,171.2,0
14307,17/02/2015 07:00,WDF126,17/02/2015,6H 5M 0S,195,0.002072489,No,53.14872,17/02/2015 07:05,4,5,0,15.81,76.56,15.7,77.3,0.01,0.01,5.599,144.2,0
14311,17/02/2015 07:15,WDF126,17/02/2015,6H 5M 0S,195,0.002072489,No,53.14872,17/02/2015 07:20,5,6,0,15.8,76.56,15.7,77.14,0.03,0.031,8.25,144.3,0
14315,17/02/2015 07:30,WDF126,17/02/2015,6H 5M 0S,195,0.002072489,No,53.14872,17/02/2015 07:35,6,7,0,15.87,76.09,15.78,76.6,0.057,0.057,7.808,149.8,0
14317,17/02/2015 07:45,WDF126,17/02/2015,6H 5M 0S,195,0.002072489,No,53.14872,17/02/2015 07:50,7,8,0,16.1,74.03,16.02,74.37,0.089,0.089,8.45,150.8,0
14321,17/02/2015 08:00,WDF126,17/02/2015,6H 5M 0S,195,0.002072489,No,53.14872,17/02/2015 08:05,8,9,0,16.54,70.67,16.48,70.67,0.139,0.137,7.301,156.4,0
14322,17/02/2015 08:15,WDF126,17/02/2015,6H 5M 0S,195,0.002072489,No,53.14872,17/02/2015 08:20,9,10,0,17.23,66.54,17.18,66.44,0.177,0.167,8.46,159.7,0
14326,17/02/2015 08:30,WDF126,17/02/2015,6H 5M 0S,195,0.002072489,No,53.14872,17/02/2015 08:35,10,11,0,17.76,63.76,17.73,63.46,0.207,0.206,6.346,168.4,0
14328,17/02/2015 08:45,WDF126,17/02/2015,6H 5M 0S,195,0.002072489,No,53.14872,17/02/2015 08:50,11,12,0,18.57,58.41,18.58,57.42,0.368,0.369,7.051,160.5,0
14329,17/02/2015 09:00,WDF126,17/02/2015,6H 5M 0S,195,0.002072489,No,53.14872,17/02/2015 09:05,12,13,1,20.05,50.96,20.19,49.3,0.491,0.495,6.591,168.4,0
14340,18/02/2015 05:45,WDF126,18/02/2015,5H 50M 0S,150,0,No,72.48,18/02/2015 05:50,0,1,0,12.47,90.1,12.28,90.4,0,0,2.728,212,0
14341,18/02/2015 06:00,WDF126,18/02/2015,5H 50M 0S,150,0,No,72.48,18/02/2015 06:05,1,2,0,12.29,90.1,12.13,90.3,0,0,1.351,213.7,0
14342,18/02/2015 06:15,WDF126,18/02/2015,5H 50M 0S,150,0,No,72.48,18/02/2015 06:20,2,3,0,12.29,90.3,12.11,90.5,0,0,2.362,209.6,0
14345,18/02/2015 06:30,WDF126,18/02/2015,5H 50M 0S,150,0,No,72.48,18/02/2015 06:35,3,4,0,12.2,90.1,12.04,90.4,0,0,1.846,185.4,0
14348,18/02/2015 06:45,WDF126,18/02/2015,5H 50M 0S,150,0,No,72.48,18/02/2015 06:50,4,5,0,12.03,90.1,11.87,90.3,0.002,0.002,1.376,218.9,0.254
14351,18/02/2015 07:00,WDF126,18/02/2015,5H 50M 0S,150,0,No,72.48,18/02/2015 07:05,5,6,0,11.87,90.3,11.72,90.6,0.014,0.015,2.151,222.3,0
14354,18/02/2015 07:15,WDF126,18/02/2015,5H 50M 0S,150,0,No,72.48,18/02/2015 07:20,6,7,0,12.26,90.7,12.25,91.2,0.062,0.062,1.162,225.7,0
14357,18/02/2015 07:30,WDF126,18/02/2015,5H 50M 0S,150,0,No,72.48,18/02/2015 07:35,7,8,0,13.4,90.6,13.48,91.6,0.123,0.127,0.719,208.1,0
14358,18/02/2015 07:45,WDF126,18/02/2015,5H 50M 0S,150,0,No,72.48,18/02/2015 07:50,8,9,0,14.51,90.2,14.97,91.7,0.171,0.222,1.876,185.9,0
14362,18/02/2015 08:00,WDF126,18/02/2015,5H 50M 0S,150,0,No,72.48,18/02/2015 08:05,9,10,1,15.56,87.9,15.95,89.9,0.215,0.146,1.842,193.2,0
14379,19/02/2015 06:00,WDF126,19/02/2015,6H 0M 0S,175,0.00376807,No,69.02286,19/02/2015 06:00,0,1,0,13.72,84.8,13.58,84.6,0,0,2.427,240.1,0
14385,19/02/2015 06:15,WDF126,19/02/2015,6H 0M 0S,175,0.00376807,No,69.02286,19/02/2015 06:15,1,2,0,13.86,85,13.67,84.8,0,0,1.866,294.4,0
14386,19/02/2015 06:30,WDF126,19/02/2015,6H 0M 0S,175,0.00376807,No,69.02286,19/02/2015 06:30,2,3,0,13.66,84.7,13.51,84.4,0,0,0.774,174.2,0
14393,19/02/2015 06:45,WDF126,19/02/2015,6H 0M 0S,175,0.00376807,No,69.02286,19/02/2015 06:45,3,4,0,13.34,85.3,13.23,84.7,0.002,0.002,0.9,243.5,0
14394,19/02/2015 07:00,WDF126,19/02/2015,6H 0M 0S,175,0.00376807,No,69.02286,19/02/2015 07:00,4,5,0,13.5,86.8,13.31,86.7,0.015,0.015,2.619,274.5,0
14400,19/02/2015 07:15,WDF126,19/02/2015,6H 0M 0S,175,0.00376807,No,69.02286,19/02/2015 07:15,5,6,0,14.03,86.9,13.97,87.4,0.057,0.057,1.868,167.2,0
14405,19/02/2015 07:30,WDF126,19/02/2015,6H 0M 0S,175,0.00376807,No,69.02286,19/02/2015 07:30,6,7,0,15.01,87.1,15.07,87.9,0.112,0.113,0.727,139.5,0
14409,19/02/2015 07:45,WDF126,19/02/2015,6H 0M 0S,175,0.00376807,No,69.02286,19/02/2015 07:45,7,8,0,16.12,85.5,16.31,85.8,0.141,0.155,1.743,182.2,0
14411,19/02/2015 08:00,WDF126,19/02/2015,6H 0M 0S,175,0.00376807,No,69.02286,19/02/2015 08:00,8,9,0,16.92,82.4,17.42,81.4,0.216,0.103,2.484,214.2,0
14414,19/02/2015 08:15,WDF126,19/02/2015,6H 0M 0S,175,0.00376807,No,69.02286,19/02/2015 08:15,9,10,0,17.38,77.76,18.15,75.69,0.304,0.292,3.638,206.4,0
14415,19/02/2015 08:30,WDF126,19/02/2015,6H 0M 0S,175,0.00376807,No,69.02286,19/02/2015 08:30,10,11,0,18.18,74.8,18.79,73.42,0.365,0.368,3.842,179.7,0
14416,19/02/2015 08:45,WDF126,19/02/2015,6H 0M 0S,175,0.00376807,No,69.02286,19/02/2015 08:45,11,12,1,19.47,66.94,20.03,64.27,0.433,0.439,5.041,189.3,0
14422,20/02/2015 06:00,WDF126,20/02/2015,5H 55M 0S,160,0.087278381,No,42.80625,20/02/2015 05:55,0,1,0,12.14,82.5,12.09,82.6,0,0,0.143,95.6,0
14424,20/02/2015 06:15,WDF126,20/02/2015,5H 55M 0S,160,0.087278381,No,42.80625,20/02/2015 06:10,1,2,0,11.9,82.5,11.87,82.9,0,0,0.31,142.7,0
14428,20/02/2015 06:30,WDF126,20/02/2015,5H 55M 0S,160,0.087278381,No,42.80625,20/02/2015 06:25,2,3,0,11.67,83.2,11.62,83.1,0,0,0.4,287.1,0
14435,20/02/2015 06:45,WDF126,20/02/2015,5H 55M 0S,160,0.087278381,No,42.80625,20/02/2015 06:40,3,4,0,11.98,85.1,11.77,85.1,0.003,0.003,2.381,266.3,0
14439,20/02/2015 07:00,WDF126,20/02/2015,5H 55M 0S,160,0.087278381,No,42.80625,20/02/2015 06:55,4,5,0,12.24,84.9,12.06,84.9,0.016,0.017,1.044,232.8,0
14441,20/02/2015 07:15,WDF126,20/02/2015,5H 55M 0S,160,0.087278381,No,42.80625,20/02/2015 07:10,5,6,0,12.54,85.7,12.52,86.2,0.052,0.056,0.964,250.5,0
14447,20/02/2015 07:30,WDF126,20/02/2015,5H 55M 0S,160,0.087278381,No,42.80625,20/02/2015 07:25,6,7,0,13.64,85.7,13.81,87.1,0.111,0.113,0.934,238.4,0
14448,20/02/2015 07:45,WDF126,20/02/2015,5H 55M 0S,160,0.087278381,No,42.80625,20/02/2015 07:40,7,8,0,15.25,84.8,15.49,85.9,0.122,0.144,1.175,116.9,0
14453,20/02/2015 08:00,WDF126,20/02/2015,5H 55M 0S,160,0.087278381,No,42.80625,20/02/2015 07:55,8,9,0,16.69,81.3,16.97,79.87,0.145,0.136,3.047,161.1,0
14455,20/02/2015 08:15,WDF126,20/02/2015,5H 55M 0S,160,0.087278381,No,42.80625,20/02/2015 08:10,9,10,0,17.39,78.07,17.63,76.34,0.277,0.187,3.644,151.3,0
14459,20/02/2015 08:30,WDF126,20/02/2015,5H 55M 0S,160,0.087278381,No,42.80625,20/02/2015 08:25,10,11,1,18.43,71.9,18.86,68.51,0.366,0.366,3.702,175.2,0
14474,21/02/2015 06:00,WDF126,21/02/2015,5H 55M 0S,210,0.310269663,No,50.24286,21/02/2015 05:55,0,1,0,12.28,79.39,12.17,79.49,0,0,1.896,164.3,0
14478,21/02/2015 06:15,WDF126,21/02/2015,5H 55M 0S,210,0.310269663,No,50.24286,21/02/2015 06:10,1,2,0,11.93,79.73,11.83,79.12,0,0,0.889,188.2,0
14481,21/02/2015 06:30,WDF126,21/02/2015,5H 55M 0S,210,0.310269663,No,50.24286,21/02/2015 06:25,2,3,0,11.39,79.06,11.33,78.55,0,0,0.117,203.4,0
14486,21/02/2015 06:45,WDF126,21/02/2015,5H 55M 0S,210,0.310269663,No,50.24286,21/02/2015 06:40,3,4,0,10.85,81.4,10.81,81.7,0.004,0.004,1.615,139.8,0
14487,21/02/2015 07:00,WDF126,21/02/2015,5H 55M 0S,210,0.310269663,No,50.24286,21/02/2015 06:55,4,5,0,11.01,83.4,10.97,84,0.022,0.023,2.795,155.8,0
14491,21/02/2015 07:15,WDF126,21/02/2015,5H 55M 0S,210,0.310269663,No,50.24286,21/02/2015 07:10,5,6,0,11.62,84.3,11.65,84.8,0.054,0.055,2.44,201.2,0
14495,21/02/2015 07:30,WDF126,21/02/2015,5H 55M 0S,210,0.310269663,No,50.24286,21/02/2015 07:25,6,7,0,12.27,84.5,12.41,84.6,0.081,0.083,3.122,226.5,0
14499,21/02/2015 07:45,WDF126,21/02/2015,5H 55M 0S,210,0.310269663,No,50.24286,21/02/2015 07:40,7,8,0,13.16,84.2,13.53,84.3,0.102,0.117,2.705,251.7,0
14506,21/02/2015 08:00,WDF126,21/02/2015,5H 55M 0S,210,0.310269663,No,50.24286,21/02/2015 07:55,8,9,0,14.77,81.6,15.35,80.2,0.214,0.108,2.584,199.6,0
14510,21/02/2015 08:15,WDF126,21/02/2015,5H 55M 0S,210,0.310269663,No,50.24286,21/02/2015 08:10,9,10,0,15.95,77.53,16.54,75.02,0.306,0.249,3.552,174,0
14513,21/02/2015 08:30,WDF126,21/02/2015,5H 55M 0S,210,0.310269663,No,50.24286,21/02/2015 08:25,10,11,0,17.14,70.38,17.63,67.33,0.373,0.374,4.501,164.5,0
14515,21/02/2015 08:45,WDF126,21/02/2015,5H 55M 0S,210,0.310269663,No,50.24286,21/02/2015 08:40,11,12,0,18.88,60.76,19.31,57.23,0.445,0.453,3.295,176.1,0
14518,21/02/2015 09:00,WDF126,21/02/2015,5H 55M 0S,210,0.310269663,No,50.24286,21/02/2015 08:55,12,13,0,20.94,52.18,21.45,48.97,0.52,0.523,3.424,165.5,0
14521,21/02/2015 09:15,WDF126,21/02/2015,5H 55M 0S,210,0.310269663,No,50.24286,21/02/2015 09:10,13,14,1,22.58,40.7,22.99,38.9,0.584,0.588,2.791,172.7,0
14528,22/02/2015 06:15,WDF126,22/02/2015,6H 10M 0S,195,0.718934614,No,36.41538,22/02/2015 06:10,0,1,0,13.17,75.56,12.99,75.26,0,0,2.144,260.7,0
14533,22/02/2015 06:30,WDF126,22/02/2015,6H 10M 0S,195,0.718934614,No,36.41538,22/02/2015 06:25,1,2,0,12.96,76.95,12.8,76.68,0,0,1.859,233.1,0
14536,22/02/2015 06:45,WDF126,22/02/2015,6H 10M 0S,195,0.718934614,No,36.41538,22/02/2015 06:40,2,3,0,12.95,78.17,12.79,78.17,0.002,0.002,2.746,230.5,0
14540,22/02/2015 07:00,WDF126,22/02/2015,6H 10M 0S,195,0.718934614,No,36.41538,22/02/2015 06:55,3,4,0,12.97,78.24,12.83,78.58,0.015,0.015,2.711,229.9,0
14543,22/02/2015 07:15,WDF126,22/02/2015,6H 10M 0S,195,0.718934614,No,36.41538,22/02/2015 07:10,4,5,0,12.93,78.85,12.9,79.09,0.044,0.044,3.107,244,0
14550,22/02/2015 07:30,WDF126,22/02/2015,6H 10M 0S,195,0.718934614,No,36.41538,22/02/2015 07:25,5,6,0,13.25,78.01,13.28,78.45,0.072,0.073,4.239,209.6,0
14554,22/02/2015 07:45,WDF126,22/02/2015,6H 10M 0S,195,0.718934614,No,36.41538,22/02/2015 07:40,6,7,0,13.68,76.72,13.75,77.06,0.094,0.099,2.876,182.4,0
14555,22/02/2015 08:00,WDF126,22/02/2015,6H 10M 0S,195,0.718934614,No,36.41538,22/02/2015 07:55,7,8,0,14.21,75.67,14.37,76.72,0.151,0.141,1.84,224.6,0
14561,22/02/2015 08:15,WDF126,22/02/2015,6H 10M 0S,195,0.718934614,No,36.41538,22/02/2015 08:10,8,9,0,15.39,71.16,15.74,71.77,0.267,0.254,2.138,200.3,0
14565,22/02/2015 08:30,WDF126,22/02/2015,6H 10M 0S,195,0.718934614,No,36.41538,22/02/2015 08:25,9,10,0,16.85,61.3,17.18,60.25,0.311,0.306,3.241,169.4,0
14569,22/02/2015 08:45,WDF126,22/02/2015,6H 10M 0S,195,0.718934614,No,36.41538,22/02/2015 08:40,10,11,0,18.38,57.31,18.69,55.54,0.347,0.35,4.279,177.2,0
14572,22/02/2015 09:00,WDF126,22/02/2015,6H 10M 0S,195,0.718934614,No,36.41538,22/02/2015 08:55,11,12,0,19.72,53.4,20.08,51.34,0.381,0.429,4.873,191.7,0
14573,22/02/2015 09:15,WDF126,22/02/2015,6H 10M 0S,195,0.718934614,No,36.41538,22/02/2015 09:10,12,13,1,20.76,49.74,21.24,47.71,0.503,0.508,5.059,203.9,0
14575,23/02/2015 06:15,WDF126,23/02/2015,6H 10M 0S,150,1.333739813,No,42.24,23/02/2015 06:10,0,1,0,12.24,70.11,12.18,70.25,0,0,0.623,175.1,0
14577,23/02/2015 06:30,WDF126,23/02/2015,6H 10M 0S,150,1.333739813,No,42.24,23/02/2015 06:25,1,2,0,11.96,71.16,11.9,71.33,0,0,0.388,178.4,0
14579,23/02/2015 06:45,WDF126,23/02/2015,6H 10M 0S,150,1.333739813,No,42.24,23/02/2015 06:40,2,3,0,11.91,72.21,11.81,71.97,0.003,0.003,0.461,210.4,0
14581,23/02/2015 07:00,WDF126,23/02/2015,6H 10M 0S,150,1.333739813,No,42.24,23/02/2015 06:55,3,4,0,11.98,74.31,11.87,75.02,0.014,0.014,1.086,16.63,0
14583,23/02/2015 07:15,WDF126,23/02/2015,6H 10M 0S,150,1.333739813,No,42.24,23/02/2015 07:10,4,5,0,12.52,75.13,12.5,76.58,0.06,0.06,0.644,154.9,0
14586,23/02/2015 07:30,WDF126,23/02/2015,6H 10M 0S,150,1.333739813,No,42.24,23/02/2015 07:25,5,6,0,13.62,73.73,13.76,73.63,0.087,0.092,1.819,167.6,0
14588,23/02/2015 07:45,WDF126,23/02/2015,6H 10M 0S,150,1.333739813,No,42.24,23/02/2015 07:40,6,7,0,14.22,72.79,14.5,72.04,0.104,0.135,2.888,170.5,0
14589,23/02/2015 08:00,WDF126,23/02/2015,6H 10M 0S,150,1.333739813,No,42.24,23/02/2015 07:55,7,8,0,14.93,67.98,15.32,66.45,0.18,0.116,3.765,198,0
14592,23/02/2015 08:15,WDF126,23/02/2015,6H 10M 0S,150,1.333739813,No,42.24,23/02/2015 08:10,8,9,0,15.74,64.35,16.22,62.05,0.29,0.273,4.261,185.9,0
14593,23/02/2015 08:30,WDF126,23/02/2015,6H 10M 0S,150,1.333739813,No,42.24,23/02/2015 08:25,9,10,1,17.06,59.24,17.42,57,0.376,0.382,4.555,176.4,0
14594,24/02/2015 05:15,WDF126,24/02/2015,5H 10M 0S,225,2.160433894,No,25.73778,24/02/2015 05:10,0,1,0,12.74,64.56,12.65,64.18,0,0,1.782,140.9,0
14595,24/02/2015 05:30,WDF126,24/02/2015,5H 10M 0S,225,2.160433894,No,25.73778,24/02/2015 05:25,1,2,0,11.97,66.38,11.89,66.11,0,0,1.964,151.3,0
14597,24/02/2015 05:45,WDF126,24/02/2015,5H 10M 0S,225,2.160433894,No,25.73778,24/02/2015 05:40,2,3,0,11.4,66.59,11.33,65.98,0,0,0.873,162.7,0
14599,24/02/2015 06:00,WDF126,24/02/2015,5H 10M 0S,225,2.160433894,No,25.73778,24/02/2015 05:55,3,4,0,10.82,67.87,10.76,66.93,0,0,0.408,257,0
14601,24/02/2015 06:15,WDF126,24/02/2015,5H 10M 0S,225,2.160433894,No,25.73778,24/02/2015 06:10,4,5,0,10.65,71,10.49,70.42,0,0,1.938,291.1,0
14603,24/02/2015 06:30,WDF126,24/02/2015,5H 10M 0S,225,2.160433894,No,25.73778,24/02/2015 06:25,5,6,0,10.89,72.22,10.71,72.19,0,0,2.423,212.8,0
14608,24/02/2015 06:45,WDF126,24/02/2015,5H 10M 0S,225,2.160433894,No,25.73778,24/02/2015 06:40,6,7,0,11.35,71.14,11.19,71.58,0.004,0.004,4.118,242.6,0
14610,24/02/2015 07:00,WDF126,24/02/2015,5H 10M 0S,225,2.160433894,No,25.73778,24/02/2015 06:55,7,8,0,11.54,70.83,11.4,71.34,0.017,0.018,1.874,268.9,0
