Dog,ID,UTC.Date,UTC.Time,ActivityX,ActivityY,LocalDate,LocalDate2,LocalTime,timedate,conc,timedate.local,Duration,SumAct,SSDateTime,SSDate,SSTime,Bout,Intensity,PartOfDay,Stop.time.or.start,StopTime_Previous,Pack,Dusk,Dawn,Moonlight,Moonlight_before,Babysit,Babysit morning,Babysit evening,Denning,Temperature,Temp_cent,Rainfall,n
123,WDF123,10/06/2014,03:40:00,81,87,10/06/2014,10/06/2014,06:40:00,10/06/2014 03:40,WDF12341800,10/06/2014 06:40,70,1160,10/06/2014 06:40,10/06/2014,06:40:00,Start,16.57143,Morning,07:50:00,10/06/2014 05:35,Crocodiles,10/06/2014 06:06,10/06/2014 18:59,9.294061328,10.77650371,no,no,no,No,27.36,-0.314737604,0,1
123,WDF123,28/11/2014,02:45:00,77,78,28/11/2014,28/11/2014,05:45:00,28/11/2014 02:45,WDF12341971,28/11/2014 05:45,175,8340,28/11/2014 05:45,28/11/2014,05:45:00,Start,47.65714,Morning,08:40:00,28/11/2014 05:25,Crocodiles,28/11/2014 05:56,28/11/2014 18:47,2.669433576,2.669433576,no,no,no,No,27.35,-0.324737604,0,1
123,WDF123,28/07/2014,03:30:00,61,69,28/07/2014,28/07/2014,06:30:00,28/07/2014 03:30,WDF12341848,28/07/2014 06:30,145,8706,28/07/2014 06:30,28/07/2014,06:30:00,Start,60.04138,Morning,08:55:00,28/07/2014 05:50,Crocodiles,28/07/2014 06:14,28/07/2014 19:05,0.04679017,1.203233183,no,no,no,Yes,27.34,-0.334737604,0,1
123,WDF123,28/10/2014,02:30:00,0,1,28/10/2014,28/10/2014,05:30:00,28/10/2014 02:30,WDF12341940,28/10/2014 05:30,125,3435,28/10/2014 05:30,28/10/2014,05:30:00,Start,27.48,Morning,07:35:00,28/10/2014 05:15,Crocodiles,28/10/2014 05:53,28/10/2014 18:41,1.203233183,0.04679017,no,no,no,No,27.34,-0.334737604,0,1
123,WDF123,01/09/2014,02:50:00,88,94,01/09/2014,01/09/2014,05:50:00,01/09/2014 02:50,WDF12341883,01/09/2014 05:50,260,14991,01/09/2014 05:50,01/09/2014,05:50:00,Start,57.65769,Morning,10:10:00,01/09/2014 04:55,Crocodiles,01/09/2014 06:09,01/09/2014 18:58,2.607971679,2.607971679,no,no,no,Yes,27.29,-0.384737604,0.25,1
123,WDF123,27/09/2014,02:25:00,4,7,27/09/2014,27/09/2014,05:25:00,27/09/2014 02:25,WDF12341909,27/09/2014 05:25,185,10477,27/09/2014 05:25,27/09/2014,05:25:00,Start,56.63243,Morning,08:30:00,27/09/2014 05:00,Crocodiles,27/09/2014 06:00,27/09/2014 18:48,0.370325473,0.370325473,yes,no,yes,Yes,27.26,-0.414737604,0,1
123,WDF123,26/03/2015,02:50:00,13,14,26/03/2015,26/03/2015,05:50:00,26/03/2015 02:50,WDF12342089,26/03/2015 05:50,190,6199,26/03/2015 05:50,26/03/2015,05:50:00,Start,32.62632,Morning,09:00:00,26/03/2015 05:30,Crocodiles,26/03/2015 06:15,26/03/2015 19:03,2.70170526,2.70170526,no,no,no,No,27.24,-0.434737604,0,1
123,WDF123,22/07/2014,03:10:00,76,112,22/07/2014,22/07/2014,06:10:00,22/07/2014 03:10,WDF12341842,22/07/2014 06:10,190,13047,22/07/2014 06:10,22/07/2014,06:10:00,Start,68.66842,Morning,09:20:00,22/07/2014 04:45,Crocodiles,22/07/2014 06:13,22/07/2014 19:05,0.28383827,0.737528426,yes,no,yes,Yes,27.22,-0.454737604,0,1
123,WDF123,10/05/2014,03:00:00,61,103,10/05/2014,10/05/2014,06:00:00,10/05/2014 03:00,WDF12341769,10/05/2014 06:00,255,9154,10/05/2014 06:00,10/05/2014,06:00:00,Start,35.89804,Morning,10:15:00,10/05/2014 05:40,Crocodiles,10/05/2014 06:04,10/05/2014 18:55,7.52566067,0.28383827,no,no,no,No,27.21,-0.464737604,0,1
123,WDF123,29/07/2014,02:50:00,6,7,29/07/2014,29/07/2014,05:50:00,29/07/2014 02:50,WDF12341849,29/07/2014 05:50,195,9143,29/07/2014 05:50,29/07/2014,05:50:00,Start,46.88718,Morning,09:05:00,29/07/2014 04:35,Crocodiles,29/07/2014 06:14,29/07/2014 19:05,0.167608411,0.02583296,no,no,no,Yes,27.16,-0.514737604,0,1
123,WDF123,28/09/2014,02:40:00,167,187,28/09/2014,28/09/2014,05:40:00,28/09/2014 02:40,WDF12341910,28/09/2014 05:40,170,8488,28/09/2014 05:40,28/09/2014,05:40:00,Start,49.92941,Morning,08:30:00,28/09/2014 04:30,Crocodiles,28/09/2014 06:00,28/09/2014 18:48,0.78942751,0.251512732,no,no,no,Yes,27.11,-0.564737604,0,1
123,WDF123,26/10/2014,02:25:00,4,5,26/10/2014,26/10/2014,05:25:00,26/10/2014 02:25,WDF12341938,26/10/2014 05:25,140,7513,26/10/2014 05:25,26/10/2014,05:25:00,Start,53.66429,Morning,07:45:00,26/10/2014 04:50,Crocodiles,26/10/2014 05:53,26/10/2014 18:41,0.251512732,0.78942751,no,no,no,No,27.11,-0.564737604,0,1
123,WDF123,04/07/2014,02:40:00,54,57,04/07/2014,04/07/2014,05:40:00,04/07/2014 02:40,WDF12341824,04/07/2014 05:40,140,6243,04/07/2014 05:40,04/07/2014,05:40:00,Start,44.59286,Morning,08:00:00,04/07/2014 04:45,Crocodiles,04/07/2014 06:11,04/07/2014 19:04,2.568171934,0,no,no,no,No,27.04,-0.634737604,0,1
123,WDF123,14/05/2014,03:55:00,17,24,14/05/2014,14/05/2014,06:55:00,14/05/2014 03:55,WDF12341773,14/05/2014 06:55,60,1574,14/05/2014 06:55,14/05/2014,06:55:00,Start,26.23333,Morning,07:55:00,14/05/2014 06:00,Crocodiles,14/05/2014 06:04,14/05/2014 18:55,11.07538798,2.757386686,no,no,no,No,26.97,-0.704737604,3.56,1
123,WDF123,10/09/2014,02:30:00,88,115,10/09/2014,10/09/2014,05:30:00,10/09/2014 02:30,WDF12341892,10/09/2014 05:30,275,13472,10/09/2014 05:30,10/09/2014,05:30:00,Start,48.98909,Morning,10:05:00,10/09/2014 04:40,Crocodiles,10/09/2014 06:06,10/09/2014 18:55,9.477296921,9.477296921,yes,no,yes,Yes,26.96,-0.714737604,0,1
123,WDF123,26/01/2015,02:05:00,10,10,26/01/2015,26/01/2015,05:05:00,26/01/2015 02:05,WDF12342030,26/01/2015 05:05,240,9745,26/01/2015 05:05,26/01/2015,05:05:00,Start,40.60417,Morning,09:05:00,26/01/2015 04:35,Crocodiles,26/01/2015 06:21,26/01/2015 19:10,2.606927065,2.606927065,no,no,no,No,26.94,-0.734737604,0,1
123,WDF123,12/09/2014,03:35:00,13,15,12/09/2014,12/09/2014,06:35:00,12/09/2014 03:35,WDF12341894,12/09/2014 06:35,115,7204,12/09/2014 06:35,12/09/2014,06:35:00,Start,62.64348,Morning,08:30:00,12/09/2014 06:05,Crocodiles,12/09/2014 06:06,12/09/2014 18:54,6.526821498,6.526821498,yes,no,yes,Yes,26.84,-0.834737604,0,1
123,WDF123,03/08/2014,02:50:00,92,130,03/08/2014,03/08/2014,05:50:00,03/08/2014 02:50,WDF12341854,03/08/2014 05:50,180,10295,03/08/2014 05:50,03/08/2014,05:50:00,Start,57.19444,Morning,08:50:00,03/08/2014 05:15,Crocodiles,03/08/2014 06:14,03/08/2014 19:05,2.981436514,2.981436514,yes,no,yes,Yes,26.83,-0.844737604,0,1
123,WDF123,24/05/2014,02:35:00,119,107,24/05/2014,24/05/2014,05:35:00,24/05/2014 02:35,WDF12341783,24/05/2014 05:35,210,9299,24/05/2014 05:35,24/05/2014,05:35:00,Start,44.28095,Morning,09:05:00,24/05/2014 04:45,Crocodiles,24/05/2014 06:04,24/05/2014 18:56,0.273950764,10.00372521,no,no,no,No,26.78,-0.894737604,0,1
123,WDF123,04/10/2014,03:45:00,14,18,04/10/2014,04/10/2014,06:45:00,04/10/2014 03:45,WDF12341916,04/10/2014 06:45,110,2986,04/10/2014 06:45,04/10/2014,06:45:00,Start,27.14545,Morning,08:35:00,04/10/2014 06:20,Crocodiles,04/10/2014 05:58,04/10/2014 18:46,7.733705908,0.105864894,no,no,no,Yes,26.77,-0.904737604,0.76,1
123,WDF123,20/10/2014,02:40:00,102,114,20/10/2014,20/10/2014,05:40:00,20/10/2014 02:40,WDF12341932,20/10/2014 05:40,305,10554,20/10/2014 05:40,20/10/2014,05:40:00,Start,34.60328,Morning,10:45:00,20/10/2014 04:45,Crocodiles,20/10/2014 05:54,20/10/2014 18:42,0.105864894,7.733705908,no,no,no,No,26.77,-0.904737604,0,1
123,WDF123,19/11/2014,02:35:00,85,82,19/11/2014,19/11/2014,05:35:00,19/11/2014 02:35,WDF12341962,19/11/2014 05:35,125,6368,19/11/2014 05:35,19/11/2014,05:35:00,Start,50.944,Morning,07:40:00,19/11/2014 04:55,Crocodiles,19/11/2014 05:54,19/11/2014 18:44,0.077148739,0.077148739,no,no,no,No,26.68,-0.994737604,3.05,1
123,WDF123,26/12/2014,03:45:00,52,95,26/12/2014,26/12/2014,06:45:00,26/12/2014 03:45,WDF12341999,26/12/2014 06:45,90,4667,26/12/2014 06:45,26/12/2014,06:45:00,Start,51.85556,Morning,08:15:00,26/12/2014 06:00,Crocodiles,26/12/2014 06:08,26/12/2014 18:59,1.303133514,1.303133514,no,no,no,No,26.67,-1.004737604,0,1
123,WDF123,22/05/2014,02:55:00,0,2,22/05/2014,22/05/2014,05:55:00,22/05/2014 02:55,WDF12341781,22/05/2014 05:55,175,9859,22/05/2014 05:55,22/05/2014,05:55:00,Start,56.33714,Morning,08:50:00,22/05/2014 05:30,Crocodiles,22/05/2014 06:04,22/05/2014 18:56,1.204307647,4.077454011,no,no,no,No,26.66,-1.014737604,3.81,1
123,WDF123,23/11/2014,02:25:00,7,6,23/11/2014,23/11/2014,05:25:00,23/11/2014 02:25,WDF12341966,23/11/2014 05:25,245,12502,23/11/2014 05:25,23/11/2014,05:25:00,Start,51.02857,Morning,09:30:00,23/11/2014 04:30,Crocodiles,23/11/2014 05:55,23/11/2014 18:45,0.024833066,1.070748224,no,no,no,No,26.61,-1.064737604,0,1
123,WDF123,24/03/2015,03:00:00,46,57,24/03/2015,24/03/2015,06:00:00,24/03/2015 03:00,WDF12342087,24/03/2015 06:00,265,13531,24/03/2015 06:00,24/03/2015,06:00:00,Start,51.06038,Morning,10:25:00,24/03/2015 05:35,Crocodiles,24/03/2015 06:16,24/03/2015 19:04,1.070748224,0.024833066,no,no,no,No,26.61,-1.064737604,1.52,1
123,WDF123,03/11/2014,02:15:00,1,0,03/11/2014,03/11/2014,05:15:00,03/11/2014 02:15,WDF12341946,03/11/2014 05:15,235,11677,03/11/2014 05:15,03/11/2014,05:15:00,Start,49.68936,Morning,09:10:00,03/11/2014 04:15,Crocodiles,03/11/2014 05:52,03/11/2014 18:41,8.663159139,8.663159139,no,no,no,No,26.6,-1.074737604,0,1
123,WDF123,02/07/2014,02:05:00,41,45,02/07/2014,02/07/2014,05:05:00,02/07/2014 02:05,WDF12341822,02/07/2014 05:05,215,9406,02/07/2014 05:05,02/07/2014,05:05:00,Start,43.74884,Morning,08:40:00,02/07/2014 04:45,Crocodiles,02/07/2014 06:10,02/07/2014 19:04,1.133787591,3.753958689,no,no,no,No,26.57,-1.104737604,0,1
123,WDF123,27/03/2015,03:15:00,57,92,27/03/2015,27/03/2015,06:15:00,27/03/2015 03:15,WDF12342090,27/03/2015 06:15,130,5578,27/03/2015 06:15,27/03/2015,06:15:00,Start,42.90769,Morning,08:25:00,27/03/2015 05:45,Crocodiles,27/03/2015 06:15,27/03/2015 19:03,3.753958689,1.133787591,no,no,no,No,26.57,-1.104737604,0,1
123,WDF123,26/09/2014,02:15:00,120,122,26/09/2014,26/09/2014,05:15:00,26/09/2014 02:15,WDF12341908,26/09/2014 05:15,340,14692,26/09/2014 05:15,26/09/2014,05:15:00,Start,43.21176,Morning,10:55:00,26/09/2014 04:45,Crocodiles,26/09/2014 06:01,26/09/2014 18:49,0.131198862,0.131198862,yes,no,yes,Yes,26.55,-1.124737604,0.51,1
123,WDF123,23/07/2014,02:45:00,73,99,23/07/2014,23/07/2014,05:45:00,23/07/2014 02:45,WDF12341843,23/07/2014 05:45,245,12607,23/07/2014 05:45,23/07/2014,05:45:00,Start,51.45714,Morning,09:50:00,23/07/2014 04:45,Crocodiles,23/07/2014 06:14,23/07/2014 19:06,0.099060164,2.430964019,yes,no,yes,Yes,26.52,-1.154737604,0,1
123,WDF123,09/11/2014,02:30:00,127,163,09/11/2014,09/11/2014,05:30:00,09/11/2014 02:30,WDF12341952,09/11/2014 05:30,160,9265,09/11/2014 05:30,09/11/2014,05:30:00,Start,57.90625,Morning,08:10:00,09/11/2014 04:50,Crocodiles,09/11/2014 05:52,09/11/2014 18:42,7.804348392,8.752682497,no,no,no,No,26.51,-1.164737604,0.25,1
123,WDF123,08/12/2014,03:05:00,29,30,08/12/2014,08/12/2014,06:05:00,08/12/2014 03:05,WDF12341981,08/12/2014 06:05,150,11625,08/12/2014 06:05,08/12/2014,06:05:00,Start,77.5,Morning,08:35:00,08/12/2014 05:45,Crocodiles,08/12/2014 06:00,08/12/2014 18:51,8.752682497,7.804348392,no,no,no,No,26.51,-1.164737604,0,1
123,WDF123,21/05/2014,02:35:00,164,255,21/05/2014,21/05/2014,05:35:00,21/05/2014 02:35,WDF12341780,21/05/2014 05:35,215,12343,21/05/2014 05:35,21/05/2014,05:35:00,Start,57.4093,Morning,09:10:00,21/05/2014 05:15,Crocodiles,21/05/2014 06:04,21/05/2014 18:56,2.016998663,0.292820449,no,no,no,No,26.43,-1.244737604,3.05,1
123,WDF123,07/08/2014,02:50:00,43,61,07/08/2014,07/08/2014,05:50:00,07/08/2014 02:50,WDF12341858,07/08/2014 05:50,235,12851,07/08/2014 05:50,07/08/2014,05:50:00,Start,54.68511,Morning,09:45:00,07/08/2014 05:30,Crocodiles,07/08/2014 06:14,07/08/2014 19:04,8.347034858,8.347034858,no,no,no,Yes,26.42,-1.254737604,0,1
123,WDF123,05/08/2014,03:00:00,133,151,05/08/2014,05/08/2014,06:00:00,05/08/2014 03:00,WDF12341856,05/08/2014 06:00,210,17066,05/08/2014 06:00,05/08/2014,06:00:00,Start,81.26667,Morning,09:30:00,05/08/2014 05:30,Crocodiles,05/08/2014 06:14,05/08/2014 19:05,5.443373276,5.443373276,yes,no,yes,Yes,26.41,-1.264737604,20.32,1
123,WDF123,06/11/2014,02:45:00,17,23,06/11/2014,06/11/2014,05:45:00,06/11/2014 02:45,WDF12341949,06/11/2014 05:45,230,10182,06/11/2014 05:45,06/11/2014,05:45:00,Start,44.26957,Morning,09:35:00,06/11/2014 05:05,Crocodiles,06/11/2014 05:52,06/11/2014 18:41,11.11300004,11.11300004,no,no,no,No,26.37,-1.304737604,0,1
123,WDF123,20/08/2014,02:15:00,68,73,20/08/2014,20/08/2014,05:15:00,20/08/2014 02:15,WDF12341871,20/08/2014 05:15,240,10730,20/08/2014 05:15,20/08/2014,05:15:00,Start,44.70833,Morning,09:15:00,20/08/2014 04:35,Crocodiles,20/08/2014 06:12,20/08/2014 19:02,0.456362882,0.456362882,no,no,no,Yes,26.36,-1.314737604,0,1
123,WDF123,07/10/2014,03:20:00,8,12,07/10/2014,07/10/2014,06:20:00,07/10/2014 03:20,WDF12341919,07/10/2014 06:20,80,1621,07/10/2014 06:20,07/10/2014,06:20:00,Start,20.2625,Morning,07:40:00,07/10/2014 06:00,Crocodiles,07/10/2014 05:57,07/10/2014 18:45,11.19255992,11.19255992,no,no,no,No,26.35,-1.324737604,0,1
123,WDF123,03/07/2014,03:00:00,113,110,03/07/2014,03/07/2014,06:00:00,03/07/2014 03:00,WDF12341823,03/07/2014 06:00,240,11903,03/07/2014 06:00,03/07/2014,06:00:00,Start,49.59583,Morning,10:00:00,03/07/2014 05:40,Crocodiles,03/07/2014 06:11,03/07/2014 19:04,1.761269743,3.629879294,no,no,no,No,26.33,-1.344737604,0,1
123,WDF123,10/12/2014,02:50:00,103,124,10/12/2014,10/12/2014,05:50:00,10/12/2014 02:50,WDF12341983,10/12/2014 05:50,230,15039,10/12/2014 05:50,10/12/2014,05:50:00,Start,65.38696,Morning,09:40:00,10/12/2014 05:35,Crocodiles,10/12/2014 06:00,10/12/2014 18:52,6.238129402,6.238129402,no,no,no,No,26.27,-1.404737604,0,1
123,WDF123,12/05/2014,02:55:00,121,158,12/05/2014,12/05/2014,05:55:00,12/05/2014 02:55,WDF12341771,12/05/2014 05:55,180,10633,12/05/2014 05:55,12/05/2014,05:55:00,Start,59.07222,Morning,08:55:00,12/05/2014 05:35,Crocodiles,12/05/2014 06:04,12/05/2014 18:55,9.924616701,7.423185196,no,no,no,No,26.26,-1.414737604,3.81,1
123,WDF123,12/12/2014,03:00:00,0,2,12/12/2014,12/12/2014,06:00:00,12/12/2014 03:00,WDF12341985,12/12/2014 06:00,195,12359,12/12/2014 06:00,12/12/2014,06:00:00,Start,63.37949,Morning,09:15:00,12/12/2014 05:30,Crocodiles,12/12/2014 06:01,12/12/2014 18:53,3.976870195,1.551157151,no,no,no,No,26.2,-1.474737604,0,1
123,WDF123,10/08/2014,02:30:00,49,56,10/08/2014,10/08/2014,05:30:00,10/08/2014 02:30,WDF12341861,10/08/2014 05:30,220,11833,10/08/2014 05:30,10/08/2014,05:30:00,Start,53.78636,Morning,09:10:00,10/08/2014 04:25,Crocodiles,10/08/2014 06:13,10/08/2014 19:04,11.05551521,11.05551521,yes,no,yes,Yes,26.16,-1.514737604,0,1
123,WDF123,31/07/2014,03:00:00,111,125,31/07/2014,31/07/2014,06:00:00,31/07/2014 03:00,WDF12341851,31/07/2014 06:00,160,8087,31/07/2014 06:00,31/07/2014,06:00:00,Start,50.54375,Morning,08:40:00,31/07/2014 05:15,Crocodiles,31/07/2014 06:14,31/07/2014 19:05,0.770500717,0.770500717,no,no,no,Yes,26.13,-1.544737604,0,1
123,WDF123,30/07/2014,03:20:00,110,135,30/07/2014,30/07/2014,06:20:00,30/07/2014 03:20,WDF12341850,30/07/2014 06:20,255,13719,30/07/2014 06:20,30/07/2014,06:20:00,Start,53.8,Morning,10:35:00,30/07/2014 06:05,Crocodiles,30/07/2014 06:14,30/07/2014 19:05,0.396305952,10.69911377,yes,no,yes,Yes,26.11,-1.564737604,0,1
123,WDF123,25/11/2014,03:20:00,172,233,25/11/2014,25/11/2014,06:20:00,25/11/2014 03:20,WDF12341968,25/11/2014 06:20,100,4613,25/11/2014 06:20,25/11/2014,06:20:00,Start,46.13,Morning,08:00:00,25/11/2014 06:00,Crocodiles,25/11/2014 05:55,25/11/2014 18:46,0.443548143,0.443548143,no,no,no,No,26.1,-1.574737604,0.51,1
123,WDF123,24/07/2014,03:50:00,53,44,24/07/2014,24/07/2014,06:50:00,24/07/2014 03:50,WDF12341844,24/07/2014 06:50,150,7255,24/07/2014 06:50,24/07/2014,06:50:00,Start,48.36667,Morning,09:20:00,24/07/2014 06:00,Crocodiles,24/07/2014 06:14,24/07/2014 19:05,0.020396788,6.718715171,no,no,no,Yes,26.08,-1.594737604,0,1
123,WDF123,18/08/2014,02:10:00,2,4,18/08/2014,18/08/2014,05:10:00,18/08/2014 02:10,WDF12341869,18/08/2014 05:10,220,12148,18/08/2014 05:10,18/08/2014,05:10:00,Start,55.21818,Morning,08:50:00,18/08/2014 04:45,Crocodiles,18/08/2014 06:12,18/08/2014 19:02,1.48156544,0.87176344,yes,no,yes,Yes,26.06,-1.614737604,0,1
123,WDF123,19/08/2014,02:40:00,59,60,19/08/2014,19/08/2014,05:40:00,19/08/2014 02:40,WDF12341870,19/08/2014 05:40,130,2375,19/08/2014 05:40,19/08/2014,05:40:00,Start,18.26923,Morning,07:50:00,19/08/2014 05:25,Crocodiles,19/08/2014 06:12,19/08/2014 19:02,0.87176344,1.48156544,yes,yes,no,Yes,26.06,-1.614737604,0,1
123,WDF123,13/08/2014,03:15:00,48,49,13/08/2014,13/08/2014,06:15:00,13/08/2014 03:15,WDF12341864,13/08/2014 06:15,225,10120,13/08/2014 06:15,13/08/2014,06:15:00,Start,44.97778,Morning,10:00:00,13/08/2014 05:35,Crocodiles,13/08/2014 06:13,13/08/2014 19:03,7.480402293,7.480402293,yes,no,yes,Yes,26.05,-1.624737604,0,1
123,WDF123,18/07/2014,02:55:00,28,31,18/07/2014,18/07/2014,05:55:00,18/07/2014 02:55,WDF12341838,18/07/2014 05:55,130,10360,18/07/2014 05:55,18/07/2014,05:55:00,Start,79.69231,Morning,08:05:00,18/07/2014 05:35,Crocodiles,18/07/2014 06:13,18/07/2014 19:05,2.862881794,7.673682546,no,no,no,No,26.02,-1.654737604,0,1
123,WDF123,04/11/2014,02:30:00,171,222,04/11/2014,04/11/2014,05:30:00,04/11/2014 02:30,WDF12341947,04/11/2014 05:30,210,10978,04/11/2014 05:30,04/11/2014,05:30:00,Start,52.27619,Morning,09:00:00,04/11/2014 04:35,Crocodiles,04/11/2014 05:52,04/11/2014 18:41,9.938493841,9.938493841,no,no,no,No,26,-1.674737604,18.54,1
123,WDF123,06/08/2014,03:00:00,35,47,06/08/2014,06/08/2014,06:00:00,06/08/2014 03:00,WDF12341857,06/08/2014 06:00,170,13029,06/08/2014 06:00,06/08/2014,06:00:00,Start,76.64118,Morning,08:50:00,06/08/2014 05:35,Crocodiles,06/08/2014 06:14,06/08/2014 19:05,6.882043515,6.882043515,yes,no,yes,Yes,25.91,-1.764737604,0.25,1
123,WDF123,11/12/2014,03:50:00,6,4,11/12/2014,11/12/2014,06:50:00,11/12/2014 03:50,WDF12341984,11/12/2014 06:50,150,7239,11/12/2014 06:50,11/12/2014,06:50:00,Start,48.26,Morning,09:20:00,11/12/2014 06:35,Crocodiles,11/12/2014 06:01,11/12/2014 18:52,5.061808344,5.061808344,no,no,no,No,25.8,-1.874737604,0,1
123,WDF123,09/12/2014,02:50:00,2,1,09/12/2014,09/12/2014,05:50:00,09/12/2014 02:50,WDF12341982,09/12/2014 05:50,165,7147,09/12/2014 05:50,09/12/2014,05:50:00,Start,43.31515,Morning,08:35:00,09/12/2014 05:15,Crocodiles,09/12/2014 06:00,09/12/2014 18:51,7.481643038,7.481643038,no,no,no,No,25.77,-1.904737604,0,1
123,WDF123,09/06/2014,03:05:00,42,38,09/06/2014,09/06/2014,06:05:00,09/06/2014 03:05,WDF12341799,09/06/2014 06:05,195,10735,09/06/2014 06:05,09/06/2014,06:05:00,Start,55.05128,Morning,09:20:00,09/06/2014 05:40,Crocodiles,09/06/2014 06:06,09/06/2014 18:59,8.00330997,9.724997336,no,no,no,No,25.75,-1.924737604,0,1
123,WDF123,08/08/2014,02:55:00,118,127,08/08/2014,08/08/2014,05:55:00,08/08/2014 02:55,WDF12341859,08/08/2014 05:55,165,8611,08/08/2014 05:55,08/08/2014,05:55:00,Start,52.18788,Morning,08:40:00,08/08/2014 05:40,Crocodiles,08/08/2014 06:14,08/08/2014 19:04,9.724997336,8.00330997,yes,no,yes,Yes,25.75,-1.924737604,0,1
123,WDF123,09/09/2014,02:35:00,107,92,09/09/2014,09/09/2014,05:35:00,09/09/2014 02:35,WDF12341891,09/09/2014 05:35,180,10785,09/09/2014 05:35,09/09/2014,05:35:00,Start,59.91667,Morning,08:35:00,09/09/2014 04:00,Crocodiles,09/09/2014 06:07,09/09/2014 18:55,10.84919743,10.84919743,yes,no,yes,Yes,25.74,-1.934737604,0,1
123,WDF123,22/06/2014,02:50:00,132,157,22/06/2014,22/06/2014,05:50:00,22/06/2014 02:50,WDF12341812,22/06/2014 05:50,220,11542,22/06/2014 05:50,22/06/2014,05:50:00,Start,52.46364,Morning,09:30:00,22/06/2014 05:15,Crocodiles,22/06/2014 06:08,22/06/2014 19:02,0.421268029,2.076836425,no,no,no,No,25.73,-1.944737604,0,1
123,WDF123,16/11/2014,03:00:00,132,145,16/11/2014,16/11/2014,06:00:00,16/11/2014 03:00,WDF12341959,16/11/2014 06:00,140,6615,16/11/2014 06:00,16/11/2014,06:00:00,Start,47.25,Morning,08:20:00,16/11/2014 04:50,Crocodiles,16/11/2014 05:53,16/11/2014 18:43,0.926948034,0.926948034,no,no,no,No,25.7,-1.974737604,0,1
123,WDF123,12/08/2014,02:40:00,126,105,12/08/2014,12/08/2014,05:40:00,12/08/2014 02:40,WDF12341863,12/08/2014 05:40,180,10923,12/08/2014 05:40,12/08/2014,05:40:00,Start,60.68333,Morning,08:40:00,12/08/2014 05:15,Crocodiles,12/08/2014 06:13,12/08/2014 19:04,8.983245286,0.022972455,no,no,no,Yes,25.66,-2.014737604,0,1
123,WDF123,21/10/2014,02:35:00,140,191,21/10/2014,21/10/2014,05:35:00,21/10/2014 02:35,WDF12341933,21/10/2014 05:35,330,11120,21/10/2014 05:35,21/10/2014,05:35:00,Start,33.69697,Morning,11:05:00,21/10/2014 04:20,Crocodiles,21/10/2014 05:54,21/10/2014 18:42,0.022972455,8.983245286,no,no,no,No,25.66,-2.014737604,0,1
123,WDF123,25/10/2014,02:35:00,31,32,25/10/2014,25/10/2014,05:35:00,25/10/2014 02:35,WDF12341937,25/10/2014 05:35,205,9370,25/10/2014 05:35,25/10/2014,05:35:00,Start,45.70732,Morning,09:00:00,25/10/2014 05:20,Crocodiles,25/10/2014 05:53,25/10/2014 18:41,0.06744164,0.06744164,no,no,no,No,25.63,-2.044737604,0,1
123,WDF123,23/10/2014,02:30:00,64,82,23/10/2014,23/10/2014,05:30:00,23/10/2014 02:30,WDF12341935,23/10/2014 05:30,170,5813,23/10/2014 05:30,23/10/2014,05:30:00,Start,34.19412,Morning,08:20:00,23/10/2014 04:50,Crocodiles,23/10/2014 05:53,23/10/2014 18:42,0,0,no,no,no,No,25.53,-2.144737604,11.68,1
123,WDF123,04/09/2014,03:00:00,0,2,04/09/2014,04/09/2014,06:00:00,04/09/2014 03:00,WDF12341886,04/09/2014 06:00,275,11462,04/09/2014 06:00,04/09/2014,06:00:00,Start,41.68,Morning,10:35:00,04/09/2014 04:10,Crocodiles,04/09/2014 06:08,04/09/2014 18:57,6.568976568,6.568976568,no,no,no,Yes,25.48,-2.194737604,20.57,1
123,WDF123,05/11/2014,02:30:00,61,77,05/11/2014,05/11/2014,05:30:00,05/11/2014 02:30,WDF12341948,05/11/2014 05:30,170,8116,05/11/2014 05:30,05/11/2014,05:30:00,Start,47.74118,Morning,08:20:00,05/11/2014 04:30,Crocodiles,05/11/2014 05:52,05/11/2014 18:41,11.0239394,11.0239394,no,no,no,No,25.39,-2.284737604,2.03,1
123,WDF123,31/10/2014,02:35:00,187,255,31/10/2014,31/10/2014,05:35:00,31/10/2014 02:35,WDF12341943,31/10/2014 05:35,180,8954,31/10/2014 05:35,31/10/2014,05:35:00,Start,49.74444,Morning,08:35:00,31/10/2014 05:15,Crocodiles,31/10/2014 05:52,31/10/2014 18:41,4.398020316,3.05209447,no,no,no,No,25.32,-2.354737604,0,1
123,WDF123,13/11/2014,02:20:00,16,20,13/11/2014,13/11/2014,05:20:00,13/11/2014 02:20,WDF12341956,13/11/2014 05:20,200,8499,13/11/2014 05:20,13/11/2014,05:20:00,Start,42.495,Morning,08:40:00,13/11/2014 02:20,Crocodiles,13/11/2014 05:53,13/11/2014 18:42,3.05209447,4.398020316,no,no,no,No,25.32,-2.354737604,0,1
123,WDF123,15/11/2014,02:40:00,51,60,15/11/2014,15/11/2014,05:40:00,15/11/2014 02:40,WDF12341958,15/11/2014 05:40,420,16908,15/11/2014 05:40,15/11/2014,05:40:00,Start,40.25714,Morning,12:40:00,15/11/2014 05:10,Crocodiles,15/11/2014 05:53,15/11/2014 18:43,1.481705633,1.481705633,no,no,no,No,25.16,-2.514737604,0,1
